,Caramel Toffee,Aglot,Premium Star,Runaway Kiss,Borgov,Freddy Barbarossa,Simply Beans,Harlow Queen,Redavni,Springs Gift,Minokawa,Bogan Princess,Dominant Rose,Sheez Bean Talkin,Mersey Girl
07-01-2023 16:15:34.832116,"(41.0, 95.0, 88.33333333333333)","(41.0, 75.0, 73.0)","(13.0, 24.0, 22.0)","(21.0, 60.0, 56.44444444444444)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.3, 3.85, 3.7666666666666666)","(17.0, 26.0, 25.727272727272727)","(26.0, 40.0, 37.53846153846154)","(51.0, 100.0, 85.0)","(2.5, 2.54, 2.5357142857142856)","(26.0, 34.0, 33.63636363636364)","(21.0, 38.0, 37.0)","(26.0, 60.0, 56.44444444444444)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:36.511357,"(41.0, 95.0, 88.33333333333333)","(41.0, 75.0, 73.0)","(13.0, 24.0, 22.0)","(21.0, 60.0, 56.44444444444444)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.3, 3.85, 3.7666666666666666)","(17.0, 26.0, 25.727272727272727)","(26.0, 40.0, 37.53846153846154)","(51.0, 100.0, 85.0)","(2.5, 2.54, 2.5357142857142856)","(26.0, 34.0, 33.63636363636364)","(21.0, 38.0, 37.0)","(26.0, 60.0, 56.44444444444444)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:38.206159,"(41.0, 95.0, 88.33333333333333)","(41.0, 75.0, 73.0)","(13.0, 24.0, 22.2)","(21.0, 60.0, 56.44444444444444)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.3, 3.85, 3.7666666666666666)","(17.0, 26.0, 25.727272727272727)","(26.0, 40.0, 37.53846153846154)","(51.0, 100.0, 85.0)","(2.5, 2.54, 2.5357142857142856)","(26.0, 34.0, 33.63636363636364)","(21.0, 38.0, 37.0)","(31.0, 60.0, 56.44444444444444)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:39.787890,"(41.0, 95.0, 88.33333333333333)","(41.0, 75.0, 73.0)","(13.0, 24.0, 23.0)","(26.0, 60.0, 56.44444444444444)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.85, 3.7666666666666666)","(17.0, 26.0, 25.727272727272727)","(26.0, 40.0, 37.53846153846154)","(51.0, 100.0, 85.0)","(2.45, 2.54, 2.5357142857142856)","(26.0, 34.0, 33.63636363636364)","(21.0, 38.0, 37.0)","(31.0, 60.0, 56.44444444444444)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:41.374444,"(41.0, 95.0, 88.33333333333333)","(41.0, 75.0, 73.0)","(13.0, 24.0, 21.333333333333332)","(26.0, 60.0, 56.44444444444444)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.85, 3.7666666666666666)","(17.0, 26.0, 25.727272727272727)","(26.0, 40.0, 37.53846153846154)","(51.0, 100.0, 85.0)","(2.45, 2.54, 2.5357142857142856)","(26.0, 34.0, 33.63636363636364)","(21.0, 38.0, 37.0)","(31.0, 60.0, 56.44444444444444)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:43.089197,"(41.0, 95.0, 88.33333333333333)","(41.0, 75.0, 73.0)","(13.0, 24.0, 21.333333333333332)","(26.0, 60.0, 56.44444444444444)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.85, 3.7666666666666666)","(17.0, 26.0, 25.727272727272727)","(26.0, 40.0, 37.53846153846154)","(51.0, 100.0, 85.0)","(2.45, 2.54, 2.5357142857142856)","(26.0, 34.0, 33.63636363636364)","(21.0, 38.0, 37.0)","(31.0, 60.0, 56.44444444444444)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:44.704583,"(41.0, 95.0, 88.33333333333333)","(41.0, 75.0, 73.0)","(13.0, 24.0, 22.0)","(26.0, 60.0, 56.44444444444444)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.85, 3.8)","(17.0, 26.0, 25.727272727272727)","(26.0, 40.0, 37.53846153846154)","(51.0, 100.0, 85.0)","(2.45, 2.54, 2.5345454545454547)","(26.0, 34.0, 37.0)","(21.0, 38.0, 37.0)","(31.0, 60.0, 56.44444444444444)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:46.394778,"(41.0, 95.0, 88.33333333333333)","(41.0, 75.0, 73.0)","(13.0, 24.0, 21.6)","(26.0, 60.0, 56.44444444444444)","(17.0, 21.0, 20.357142857142858)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.85, 3.8)","(17.0, 26.0, 25.727272727272727)","(26.0, 40.0, 37.53846153846154)","(51.0, 100.0, 85.0)","(2.45, 2.54, 2.5345454545454547)","(26.0, 42.0, 35.333333333333336)","(21.0, 38.0, 37.0)","(31.0, 60.0, 56.44444444444444)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:47.951272,"(41.0, 95.0, 88.33333333333333)","(41.0, 75.0, 73.0)","(13.0, 24.0, 27.666666666666664)","(26.0, 60.0, 56.44444444444444)","(17.0, 21.0, 20.357142857142858)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.85, 3.8)","(17.0, 26.0, 25.57142857142857)","(26.0, 40.0, 37.53846153846154)","(51.0, 100.0, 85.0)","(2.45, 2.54, 2.5345454545454547)","(26.0, 42.0, 37.5)","(21.0, 38.0, 37.5)","(31.0, 60.0, 56.44444444444444)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:49.642339,"(41.0, 95.0, 88.33333333333333)","(41.0, 75.0, 73.0)","(13.0, 29.0, 27.666666666666664)","(26.0, 60.0, 56.44444444444444)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.85, 3.8222222222222224)","(17.0, 26.0, 25.57142857142857)","(26.0, 40.0, 37.53846153846154)","(51.0, 100.0, 85.0)","(2.45, 2.54, 2.5345454545454547)","(26.0, 42.0, 34.857142857142854)","(21.0, 38.0, 37.5)","(31.0, 60.0, 56.44444444444444)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:51.297868,"(41.0, 95.0, 88.33333333333333)","(41.0, 75.0, 67.5)","(13.0, 27.0, 26.5)","(26.0, 60.0, 50.4)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.85, 3.8222222222222224)","(17.0, 26.0, 25.57142857142857)","(26.0, 40.0, 33.714285714285715)","(51.0, 100.0, 70.0)","(2.45, 2.54, 2.528)","(26.0, 42.0, 34.857142857142854)","(21.0, 38.0, 35.0)","(31.0, 60.0, 52.0)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:53.054807,"(41.0, 95.0, 87.22222222222223)","(41.0, 75.0, 65.0)","(13.0, 28.0, 26.5)","(26.0, 60.0, 48.2)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.85, 3.8382978723404255)","(17.0, 26.0, 25.727272727272727)","(26.0, 40.0, 35.75)","(51.0, 100.0, 80.0)","(2.45, 2.54, 2.533333333333333)","(26.0, 42.0, 37.333333333333336)","(21.0, 38.0, 35.0)","(31.0, 60.0, 48.0)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:54.567444,"(41.0, 95.0, 87.22222222222223)","(41.0, 75.0, 71.0)","(13.0, 28.0, 26.5)","(26.0, 55.0, 51.22222222222222)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.95, 3.8382978723404255)","(17.0, 26.0, 25.57142857142857)","(26.0, 38.0, 34.625)","(51.0, 95.0, 85.0)","(2.45, 2.54, 2.5748051948051947)","(26.0, 40.0, 37.6)","(21.0, 38.0, 35.0)","(31.0, 60.0, 54.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:56.279264,"(41.0, 95.0, 87.22222222222223)","(41.0, 75.0, 71.0)","(13.0, 28.0, 25.0)","(26.0, 55.0, 51.22222222222222)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.95, 3.8382978723404255)","(17.0, 26.0, 25.57142857142857)","(26.0, 38.0, 33.2)","(51.0, 95.0, 85.0)","(2.45, 2.58, 2.548421052631579)","(26.0, 40.0, 37.0)","(21.0, 38.0, 35.0)","(31.0, 60.0, 48.0)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:57.910341,"(41.0, 95.0, 87.22222222222223)","(41.0, 75.0, 71.0)","(13.0, 27.0, 25.0)","(26.0, 55.0, 51.22222222222222)","(17.0, 21.0, 20.333333333333332)","(14.0, 22.0, 21.142857142857142)","(3.2, 3.95, 3.876190476190476)","(17.0, 26.0, 25.57142857142857)","(26.0, 38.0, 34.4)","(51.0, 95.0, 85.0)","(2.45, 2.58, 2.548421052631579)","(26.0, 40.0, 37.0)","(21.0, 38.0, 35.0)","(31.0, 60.0, 49.333333333333336)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:15:59.647837,"(41.0, 95.0, 80.0)","(41.0, 75.0, 71.0)","(13.0, 27.0, 25.0)","(26.0, 55.0, 51.22222222222222)","(17.0, 21.0, 19.8)","(14.0, 22.0, 20.2)","(3.2, 3.95, 3.8666666666666667)","(17.0, 26.0, 25.545454545454547)","(26.0, 38.0, 34.4)","(51.0, 95.0, 85.0)","(2.45, 2.58, 2.533333333333333)","(26.0, 40.0, 37.0)","(21.0, 38.0, 35.0)","(31.0, 60.0, 49.333333333333336)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:16:01.212296,"(41.0, 95.0, 80.0)","(41.0, 75.0, 71.0)","(13.0, 27.0, 25.0)","(26.0, 55.0, 51.22222222222222)","(17.0, 21.0, 19.8)","(14.0, 22.0, 20.2)","(3.2, 3.95, 3.8666666666666667)","(17.0, 26.0, 25.545454545454547)","(26.0, 38.0, 34.4)","(51.0, 90.0, 85.0)","(2.45, 2.56, 2.5236363636363635)","(26.0, 40.0, 37.0)","(21.0, 38.0, 35.0)","(31.0, 60.0, 46.666666666666664)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:16:03.116669,"(41.0, 95.0, 80.0)","(41.0, 75.0, 67.5)","(13.0, 26.0, 25.0)","(26.0, 55.0, 51.22222222222222)","(17.0, 21.0, 19.8)","(14.0, 22.0, 20.2)","(3.2, 3.95, 3.8666666666666667)","(17.0, 26.0, 25.0)","(26.0, 38.0, 34.4)","(51.0, 100.0, 90.0)","(2.45, 2.56, 2.5236363636363635)","(26.0, 40.0, 37.0)","(21.0, 38.0, 35.0)","(31.0, 60.0, 46.666666666666664)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:16:04.745267,"(41.0, 95.0, 80.0)","(41.0, 75.0, 67.5)","(13.0, 26.0, 25.75)","(26.0, 55.0, 51.75)","(17.0, 21.0, 22.3)","(14.0, 22.0, 21.40740740740741)","(3.3, 3.95, 3.874050632911392)","(17.0, 26.0, 25.0)","(26.0, 38.0, 36.8)","(51.0, 100.0, 90.0)","(2.45, 2.56, 2.53335593220339)","(26.0, 40.0, 39.0)","(21.0, 38.0, 37.75)","(31.0, 60.0, 55.38461538461539)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:16:06.415410,"(41.0, 95.0, 80.0)","(41.0, 75.0, 67.5)","(13.0, 26.0, 25.8)","(26.0, 55.0, 51.75)","(17.0, 23.0, 22.428571428571427)","(14.0, 22.0, 21.40740740740741)","(3.3, 3.95, 3.874050632911392)","(17.0, 26.0, 25.0)","(26.0, 38.0, 36.8)","(51.0, 100.0, 90.0)","(2.45, 2.54, 2.5332413793103448)","(26.0, 40.0, 39.0)","(21.0, 38.0, 37.75)","(31.0, 60.0, 52.5)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:16:07.976081,"(41.0, 95.0, 80.0)","(41.0, 75.0, 67.5)","(13.0, 26.0, 25.8)","(26.0, 55.0, 51.75)","(17.0, 23.0, 21.25)","(14.0, 22.0, 24.0)","(3.3, 3.95, 3.874050632911392)","(17.0, 26.0, 23.083333333333332)","(26.0, 38.0, 36.8)","(51.0, 100.0, 90.0)","(2.45, 2.54, 2.5332413793103448)","(26.0, 40.0, 39.0)","(21.0, 38.0, 37.75)","(31.0, 60.0, 52.5)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:16:09.625420,"(41.0, 95.0, 80.0)","(41.0, 75.0, 67.5)","(13.0, 26.0, 27.666666666666664)","(26.0, 55.0, 51.75)","(17.0, 22.0, 21.25)","(14.0, 25.0, 24.0)","(3.3, 3.95, 3.885294117647059)","(17.0, 26.0, 23.5)","(26.0, 38.0, 36.8)","(51.0, 100.0, 90.0)","(2.45, 2.54, 2.4623333333333335)","(26.0, 40.0, 39.0)","(21.0, 38.0, 37.75)","(31.0, 60.0, 52.5)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:16:11.328575,"(41.0, 95.0, 80.0)","(41.0, 75.0, 67.5)","(13.0, 28.0, 27.666666666666664)","(26.0, 55.0, 51.75)","(17.0, 22.0, 20.02777777777778)","(14.0, 25.0, 24.0)","(3.3, 3.95, 3.885294117647059)","(17.0, 26.0, 22.428571428571427)","(26.0, 38.0, 42.0)","(51.0, 100.0, 90.0)","(2.45, 2.5, 2.4623333333333335)","(26.0, 40.0, 39.0)","(21.0, 38.0, 37.75)","(31.0, 60.0, 52.5)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:16:13.155408,"(41.0, 95.0, 80.0)","(41.0, 75.0, 67.5)","(13.0, 28.0, 26.666666666666668)","(26.0, 55.0, 51.75)","(17.0, 21.0, 20.34375)","(14.0, 25.0, 24.0)","(3.3, 3.95, 3.885294117647059)","(17.0, 26.0, 22.428571428571427)","(26.0, 46.0, 48.666666666666664)","(51.0, 100.0, 81.42857142857143)","(2.45, 2.5, 2.4621874999999998)","(26.0, 40.0, 39.0)","(21.0, 38.0, 37.75)","(31.0, 60.0, 52.5)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:16:14.883212,"(41.0, 95.0, 80.0)","(41.0, 75.0, 71.0)","(13.0, 28.0, 23.666666666666668)","(26.0, 55.0, 51.75)","(17.0, 21.0, 19.0)","(14.0, 25.0, 24.84)","(3.3, 3.95, 3.885294117647059)","(17.0, 26.0, 23.5)","(26.0, 55.0, 47.2)","(51.0, 90.0, 72.14285714285714)","(2.45, 2.5, 2.4764963503649633)","(26.0, 40.0, 39.0)","(21.0, 38.0, 37.75)","(31.0, 60.0, 52.5)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:16:16.464680,"(41.0, 95.0, 85.0)","(41.0, 75.0, 71.0)","(13.0, 27.0, 23.666666666666668)","(26.0, 55.0, 51.75)","(17.0, 20.0, 19.8)","(14.0, 25.0, 24.0)","(3.3, 3.95, 3.885294117647059)","(17.0, 26.0, 23.5)","(26.0, 50.0, 45.333333333333336)","(51.0, 90.0, 70.0)","(2.45, 2.48, 2.4764963503649633)","(26.0, 40.0, 39.0)","(21.0, 38.0, 37.75)","(31.0, 60.0, 52.5)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 16:16:18.175982,"(41.0, 95.0, 85.0)","(41.0, 75.0, 71.0)","(13.0, 27.0, 23.666666666666668)","(26.0, 55.0, 51.75)","(17.0, 20.0, 19.8)","(14.0, 25.0, 24.0)","(3.3, 3.95, 3.8782608695652177)","(17.0, 26.0, 23.5)","(26.0, 50.0, 45.333333333333336)","(51.0, 85.0, 70.0)","(2.45, 2.48, 2.4764963503649633)","(26.0, 40.0, 39.0)","(21.0, 38.0, 37.75)","(31.0, 60.0, 52.5)","(101.0, 200.0, 186.66666666666666)"
