,Byron,Excelladus,New Tycoon,Divine Breath,Lovetheinvasion,Baranof,Bluff N Bluster,Straya Pride,The Carpet Bagger,Weekend Affair
07-01-2023 12:56:00.254182,"(6.5, 7.8, 7.6909090909090905)","(3.3, 3.95, 3.9029891304347823)","(31.0, 50.0, 49.875)","(6.5, 8.0, 7.684444444444445)","(7.5, 9.4, 8.918750000000001)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.0, 6.89010989010989)","(61.0, 90.0, 87.0)","(18.0, 24.0, 23.238095238095237)","(21.0, 25.0, 24.907692307692308)"
07-01-2023 12:56:01.612390,"(6.5, 7.8, 7.6909090909090905)","(3.3, 3.9, 3.883490566037736)","(31.0, 50.0, 49.875)","(6.5, 8.2, 7.684444444444445)","(7.5, 9.4, 8.918750000000001)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.0, 6.89010989010989)","(61.0, 90.0, 87.0)","(18.0, 24.0, 23.238095238095237)","(21.0, 25.0, 24.907692307692308)"
07-01-2023 12:56:02.989611,"(6.5, 8.0, 7.780952380952381)","(3.3, 3.9, 3.883490566037736)","(31.0, 50.0, 49.875)","(6.5, 8.2, 7.666666666666667)","(7.5, 9.4, 8.918750000000001)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.0, 6.89010989010989)","(61.0, 100.0, 88.33333333333333)","(18.0, 24.0, 22.58823529411765)","(21.0, 25.0, 24.91304347826087)"
07-01-2023 12:56:04.387030,"(6.5, 8.0, 7.780952380952381)","(3.3, 3.9, 3.883490566037736)","(31.0, 50.0, 49.875)","(6.5, 8.2, 7.666666666666667)","(7.5, 9.4, 8.918750000000001)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.0, 6.658823529411764)","(61.0, 100.0, 88.33333333333333)","(18.0, 24.0, 22.58823529411765)","(21.0, 25.0, 24.91304347826087)"
07-01-2023 12:56:05.799356,"(6.5, 8.0, 7.69375)","(3.3, 3.9, 3.8887820512820515)","(31.0, 50.0, 49.875)","(6.5, 8.2, 7.776470588235294)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.622727272727272)","(61.0, 100.0, 88.94736842105263)","(18.0, 24.0, 23.25)","(21.0, 25.0, 24.333333333333332)"
07-01-2023 12:56:07.198685,"(6.5, 7.8, 7.69375)","(3.3, 3.9, 3.88841059602649)","(31.0, 50.0, 49.77777777777778)","(6.5, 8.2, 7.776470588235294)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.622727272727272)","(61.0, 100.0, 93.33333333333333)","(18.0, 24.0, 23.25)","(21.0, 25.0, 24.333333333333332)"
07-01-2023 12:56:08.496457,"(6.5, 7.8, 7.69375)","(3.3, 3.9, 3.88841059602649)","(31.0, 50.0, 49.77777777777778)","(6.5, 8.2, 7.776470588235294)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.622727272727272)","(61.0, 140.0, 103.33333333333333)","(18.0, 24.0, 23.238095238095237)","(21.0, 25.0, 24.333333333333332)"
07-01-2023 12:56:09.894093,"(6.5, 7.8, 7.69375)","(3.3, 3.9, 3.9009915014164305)","(31.0, 50.0, 49.78947368421053)","(6.5, 8.2, 7.905263157894737)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.04)","(5.5, 6.8, 6.622727272727272)","(61.0, 130.0, 100.0)","(18.0, 24.0, 23.238095238095237)","(21.0, 25.0, 24.333333333333332)"
07-01-2023 12:56:11.238919,"(6.5, 7.8, 7.69375)","(3.3, 3.95, 3.9009915014164305)","(31.0, 50.0, 49.78947368421053)","(6.5, 8.0, 7.905263157894737)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.622727272727272)","(61.0, 130.0, 120.625)","(18.0, 24.0, 23.238095238095237)","(21.0, 25.0, 24.333333333333332)"
07-01-2023 12:56:12.608810,"(6.5, 7.8, 7.69375)","(3.3, 3.95, 3.9063131313131314)","(31.0, 50.0, 49.78947368421053)","(6.5, 8.0, 7.905263157894737)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.622727272727272)","(61.0, 130.0, 118.23529411764706)","(18.0, 24.0, 23.238095238095237)","(21.0, 25.0, 24.333333333333332)"
07-01-2023 12:56:14.040074,"(6.5, 7.8, 7.69375)","(3.3, 3.95, 3.9063131313131314)","(31.0, 50.0, 53.513513513513516)","(6.5, 8.0, 7.88)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.03921568627451)","(5.5, 6.8, 6.622727272727272)","(61.0, 130.0, 115.0)","(18.0, 24.0, 23.225806451612904)","(21.0, 25.0, 24.5)"
07-01-2023 12:56:15.481806,"(6.5, 7.8, 7.69375)","(3.3, 3.95, 3.9057544757033247)","(31.0, 60.0, 53.513513513513516)","(6.5, 8.0, 7.858823529411765)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.03921568627451)","(5.5, 6.8, 6.622727272727272)","(61.0, 120.0, 89.33333333333333)","(18.0, 24.0, 23.225806451612904)","(21.0, 26.0, 24.5)"
07-01-2023 12:56:17.000198,"(6.5, 7.8, 7.635294117647058)","(3.3, 3.95, 3.919782608695652)","(31.0, 60.0, 54.26315789473684)","(6.5, 8.0, 7.858823529411765)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.03921568627451)","(5.5, 6.8, 6.622727272727272)","(61.0, 90.0, 89.33333333333333)","(18.0, 24.0, 23.225806451612904)","(21.0, 26.0, 24.5)"
07-01-2023 12:56:18.392000,"(6.5, 7.8, 7.635294117647058)","(3.3, 3.95, 3.9194505494505494)","(31.0, 55.0, 54.26315789473684)","(6.5, 8.0, 7.858823529411765)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.03921568627451)","(5.5, 6.8, 6.622727272727272)","(61.0, 90.0, 89.33333333333333)","(18.0, 24.0, 23.225806451612904)","(21.0, 26.0, 24.5)"
07-01-2023 12:56:19.645737,"(6.5, 7.8, 7.635294117647058)","(3.3, 3.95, 3.9122576177285318)","(31.0, 55.0, 54.26315789473684)","(6.5, 8.0, 7.735483870967742)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.041666666666666)","(5.5, 6.8, 6.589189189189189)","(61.0, 90.0, 89.33333333333333)","(18.0, 24.0, 23.26153846153846)","(21.0, 26.0, 24.5)"
07-01-2023 12:56:20.934584,"(6.5, 7.8, 7.635294117647058)","(3.3, 3.95, 3.9136029411764706)","(31.0, 55.0, 54.26315789473684)","(6.5, 8.2, 7.771428571428571)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.589189189189189)","(61.0, 90.0, 88.57142857142857)","(18.0, 24.0, 23.04)","(21.0, 26.0, 24.0)"
07-01-2023 12:56:22.238850,"(6.5, 7.8, 7.635294117647058)","(3.3, 3.95, 3.9136029411764706)","(31.0, 55.0, 54.391304347826086)","(6.5, 8.2, 7.546478873239437)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.569696969696969)","(61.0, 90.0, 88.33333333333333)","(18.0, 24.0, 23.04)","(21.0, 26.0, 24.0)"
07-01-2023 12:56:23.603954,"(6.5, 7.8, 7.635294117647058)","(3.3, 3.95, 3.9136029411764706)","(31.0, 55.0, 54.391304347826086)","(6.5, 8.2, 7.745454545454546)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.6, 6.569696969696969)","(61.0, 90.0, 88.33333333333333)","(18.0, 24.0, 23.04)","(21.0, 26.0, 24.0)"
07-01-2023 12:56:25.046930,"(6.5, 7.8, 7.635294117647058)","(3.3, 3.95, 3.9136029411764706)","(31.0, 55.0, 54.391304347826086)","(6.5, 8.0, 7.745454545454546)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.6, 6.569696969696969)","(61.0, 90.0, 88.33333333333333)","(18.0, 24.0, 23.04)","(21.0, 26.0, 24.0)"
07-01-2023 12:56:26.425347,"(6.5, 7.8, 7.635294117647058)","(3.3, 3.95, 3.9136029411764706)","(31.0, 55.0, 54.391304347826086)","(6.5, 8.0, 7.745454545454546)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.6, 6.569696969696969)","(61.0, 90.0, 88.33333333333333)","(18.0, 24.0, 23.11111111111111)","(21.0, 26.0, 24.666666666666668)"
07-01-2023 12:56:27.811612,"(6.5, 7.8, 7.635294117647058)","(3.3, 3.95, 3.9154166666666668)","(31.0, 55.0, 54.391304347826086)","(6.5, 8.0, 7.745454545454546)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.6, 6.569696969696969)","(61.0, 90.0, 88.33333333333333)","(18.0, 24.0, 23.11111111111111)","(21.0, 26.0, 25.8125)"
07-01-2023 12:56:29.202809,"(6.5, 7.8, 7.635294117647058)","(3.3, 3.95, 3.9161713286713287)","(31.0, 55.0, 54.391304347826086)","(6.5, 8.0, 7.745454545454546)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.6, 6.569696969696969)","(61.0, 90.0, 115.45454545454547)","(18.0, 24.0, 23.11111111111111)","(21.0, 26.0, 25.842105263157894)"
07-01-2023 12:56:30.538605,"(6.5, 7.8, 7.635294117647058)","(3.3, 3.95, 3.905)","(31.0, 55.0, 54.391304347826086)","(6.5, 8.0, 7.745454545454546)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.6, 6.567164179104478)","(61.0, 120.0, 100.0)","(18.0, 24.0, 23.020408163265305)","(21.0, 26.0, 25.863636363636363)"
07-01-2023 12:56:31.892524,"(6.5, 7.6, 7.512121212121212)","(3.3, 3.95, 3.905)","(31.0, 55.0, 54.146341463414636)","(6.5, 8.0, 7.745454545454546)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.5920000000000005)","(61.0, 110.0, 100.0)","(18.0, 24.0, 22.62857142857143)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:33.194388,"(6.5, 7.6, 7.512121212121212)","(3.3, 3.95, 3.8859404096834265)","(31.0, 60.0, 54.146341463414636)","(6.5, 8.0, 7.733333333333333)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.5920000000000005)","(61.0, 110.0, 103.125)","(18.0, 24.0, 22.62857142857143)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:34.641532,"(6.5, 7.6, 7.512121212121212)","(3.3, 3.95, 3.8859404096834265)","(31.0, 60.0, 57.69230769230769)","(6.5, 8.0, 7.733333333333333)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.5920000000000005)","(61.0, 120.0, 105.0)","(18.0, 24.0, 21.285714285714285)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:36.094148,"(6.5, 7.6, 7.5256410256410255)","(3.3, 3.95, 3.8859404096834265)","(31.0, 60.0, 57.69230769230769)","(6.5, 8.0, 7.733333333333333)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.5920000000000005)","(61.0, 120.0, 97.5)","(18.0, 22.0, 21.130434782608695)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:37.520649,"(6.5, 7.6, 7.530952380952381)","(3.3, 3.95, 3.8859404096834265)","(31.0, 60.0, 57.69230769230769)","(6.5, 8.0, 7.733333333333333)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.5920000000000005)","(61.0, 120.0, 105.0)","(18.0, 22.0, 20.761363636363637)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:38.895534,"(6.5, 7.6, 7.530952380952381)","(3.3, 3.95, 3.9218724448078497)","(31.0, 60.0, 57.69230769230769)","(6.5, 8.0, 7.930232558139535)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.5920000000000005)","(61.0, 120.0, 105.0)","(18.0, 21.0, 20.77659574468085)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:40.141595,"(6.5, 7.6, 7.530952380952381)","(3.3, 3.95, 3.9218724448078497)","(31.0, 60.0, 57.69230769230769)","(6.5, 8.2, 7.930232558139535)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.042553191489361)","(5.5, 6.8, 6.573493975903615)","(61.0, 120.0, 105.0)","(18.0, 21.0, 23.278195488721806)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:41.393797,"(6.5, 7.6, 7.482089552238806)","(3.3, 3.95, 3.9221005677210057)","(31.0, 60.0, 52.857142857142854)","(6.5, 8.2, 7.930232558139535)","(7.5, 9.4, 9.085714285714285)","(9.0, 11.0, 10.150943396226415)","(5.5, 6.8, 6.573493975903615)","(61.0, 120.0, 105.0)","(18.0, 24.0, 23.278195488721806)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:42.684788,"(6.5, 7.8, 7.611904761904762)","(3.3, 3.95, 3.9234104046242777)","(31.0, 60.0, 56.15384615384615)","(6.5, 8.2, 7.930232558139535)","(7.5, 9.4, 8.816494845360825)","(9.0, 11.0, 10.150943396226415)","(5.5, 6.8, 6.573493975903615)","(61.0, 120.0, 105.0)","(18.0, 24.0, 23.267175572519083)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:44.031555,"(6.5, 7.8, 7.611904761904762)","(3.3, 3.95, 3.9234104046242777)","(31.0, 60.0, 56.15384615384615)","(6.5, 8.2, 7.930232558139535)","(7.5, 9.0, 8.807567567567569)","(9.0, 11.0, 10.150943396226415)","(5.5, 6.8, 6.573493975903615)","(61.0, 120.0, 105.0)","(18.0, 24.0, 21.428571428571427)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:45.365314,"(6.5, 7.8, 7.711258278145695)","(3.3, 3.95, 3.9227642276422765)","(31.0, 60.0, 56.15384615384615)","(6.5, 8.2, 7.930232558139535)","(7.5, 9.0, 8.805464480874317)","(9.0, 11.0, 10.150943396226415)","(5.5, 6.8, 6.555844155844156)","(61.0, 120.0, 98.33333333333333)","(18.0, 24.0, 21.428571428571427)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:46.694647,"(6.5, 7.8, 7.711258278145695)","(3.3, 3.95, 3.9267536704730834)","(31.0, 60.0, 49.214285714285715)","(6.5, 8.2, 7.930232558139535)","(7.5, 9.0, 8.805464480874317)","(9.0, 11.0, 10.150943396226415)","(5.5, 6.8, 6.555844155844156)","(61.0, 110.0, 98.33333333333333)","(18.0, 24.0, 21.428571428571427)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:48.152900,"(6.5, 7.8, 7.711258278145695)","(3.3, 3.95, 3.9267536704730834)","(31.0, 50.0, 56.84210526315789)","(6.5, 8.2, 7.933333333333333)","(7.5, 9.0, 8.805464480874317)","(9.0, 11.0, 10.150943396226415)","(5.5, 6.8, 6.555844155844156)","(61.0, 110.0, 98.33333333333333)","(18.0, 24.0, 21.428571428571427)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:49.599234,"(6.5, 7.8, 7.711258278145695)","(3.3, 3.95, 3.9299490229396774)","(31.0, 60.0, 56.84210526315789)","(6.5, 8.2, 7.947826086956521)","(7.5, 9.0, 8.805464480874317)","(9.0, 11.0, 10.150943396226415)","(5.5, 6.8, 6.555844155844156)","(61.0, 110.0, 100.0)","(18.0, 24.0, 21.428571428571427)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:51.216859,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.9299490229396774)","(31.0, 60.0, 56.84210526315789)","(6.5, 8.2, 7.947826086956521)","(7.5, 9.0, 8.674885844748857)","(9.0, 11.0, 10.0625)","(5.5, 6.8, 6.555844155844156)","(61.0, 110.0, 100.0)","(18.0, 24.0, 21.75)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:52.887327,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.9328345070422537)","(31.0, 60.0, 56.84210526315789)","(6.5, 8.2, 7.947826086956521)","(7.5, 9.0, 8.674885844748857)","(9.0, 11.0, 10.0625)","(5.5, 6.8, 6.555844155844156)","(61.0, 110.0, 100.0)","(18.0, 24.0, 21.75)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:54.407097,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.939619047619048)","(31.0, 60.0, 56.84210526315789)","(6.5, 8.2, 7.947826086956521)","(7.5, 9.0, 8.667289719626169)","(9.0, 11.0, 10.0625)","(5.5, 6.8, 6.6)","(61.0, 110.0, 100.0)","(18.0, 24.0, 21.75)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:55.878587,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.939619047619048)","(31.0, 60.0, 56.84210526315789)","(6.5, 8.2, 7.947826086956521)","(7.5, 9.0, 8.631088082901554)","(9.0, 11.0, 10.0625)","(5.5, 6.8, 6.6)","(61.0, 110.0, 100.0)","(18.0, 24.0, 21.75)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:57.354037,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.939794007490637)","(31.0, 60.0, 56.84210526315789)","(6.5, 8.2, 7.947826086956521)","(7.5, 9.0, 8.514285714285714)","(9.0, 11.0, 10.0625)","(5.5, 6.8, 6.6)","(61.0, 110.0, 100.0)","(18.0, 24.0, 21.677419354838708)","(21.0, 26.0, 25.625)"
07-01-2023 12:56:58.811146,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.939794007490637)","(31.0, 60.0, 56.84210526315789)","(6.5, 8.2, 7.947826086956521)","(7.5, 8.6, 8.477419354838709)","(9.0, 11.0, 10.0625)","(5.5, 6.8, 6.6)","(61.0, 110.0, 100.0)","(18.0, 24.0, 21.677419354838708)","(21.0, 26.0, 25.625)"
07-01-2023 12:57:00.277881,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.9391542288557218)","(31.0, 60.0, 57.0)","(6.5, 8.2, 7.97029702970297)","(7.5, 8.6, 8.334883720930232)","(9.0, 11.0, 10.0625)","(5.5, 6.8, 6.6)","(61.0, 110.0, 100.0)","(18.0, 24.0, 21.677419354838708)","(21.0, 26.0, 25.625)"
07-01-2023 12:57:01.767845,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.9391542288557218)","(31.0, 60.0, 57.0)","(6.5, 8.2, 7.97029702970297)","(7.5, 8.4, 8.334883720930232)","(9.0, 11.0, 10.0625)","(5.5, 6.8, 6.6)","(61.0, 110.0, 100.0)","(18.0, 24.0, 24.76923076923077)","(21.0, 26.0, 25.625)"
07-01-2023 12:57:03.206861,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.9391542288557218)","(31.0, 60.0, 57.0)","(6.5, 8.2, 7.97029702970297)","(7.5, 8.4, 8.31764705882353)","(9.0, 11.0, 10.0625)","(5.5, 6.8, 6.6)","(61.0, 110.0, 100.0)","(18.0, 25.0, 24.52)","(21.0, 26.0, 25.625)"
07-01-2023 12:57:04.565688,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.9391542288557218)","(31.0, 60.0, 57.0)","(6.5, 8.2, 7.97029702970297)","(7.5, 8.4, 8.353846153846154)","(9.0, 11.0, 10.0625)","(5.5, 6.8, 6.6)","(61.0, 110.0, 100.0)","(18.0, 25.0, 23.933333333333334)","(21.0, 26.0, 25.625)"
07-01-2023 12:57:05.843866,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.9391542288557218)","(31.0, 60.0, 57.0)","(6.5, 8.2, 7.97029702970297)","(7.5, 8.4, 8.370731707317074)","(9.0, 11.0, 10.333333333333334)","(5.5, 6.8, 6.6)","(61.0, 110.0, 100.0)","(18.0, 25.0, 23.608695652173914)","(21.0, 26.0, 25.625)"
07-01-2023 12:57:07.193315,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.9391542288557218)","(31.0, 60.0, 57.0)","(6.5, 8.2, 7.97029702970297)","(7.5, 8.4, 8.197938144329896)","(9.0, 11.0, 10.866666666666667)","(5.5, 6.8, 6.6)","(61.0, 110.0, 100.0)","(18.0, 25.0, 23.608695652173914)","(21.0, 26.0, 25.625)"
07-01-2023 12:57:08.520764,"(6.5, 7.8, 7.722093023255813)","(3.3, 3.95, 3.9391542288557218)","(31.0, 60.0, 57.0)","(6.5, 8.2, 7.97029702970297)","(7.5, 8.2, 8.197938144329896)","(9.0, 11.0, 10.866666666666667)","(5.5, 6.8, 6.575700934579439)","(61.0, 110.0, 100.0)","(18.0, 25.0, 23.608695652173914)","(21.0, 26.0, 25.625)"
07-01-2023 12:57:09.976493,"(6.5, 7.8, 7.721176470588235)","(3.3, 3.95, 3.9391542288557218)","(31.0, 60.0, 57.0)","(6.5, 8.2, 7.97029702970297)","(7.5, 8.2, 8.197938144329896)","(9.0, 11.0, 10.866666666666667)","(5.5, 6.8, 6.575700934579439)","(61.0, 110.0, 100.0)","(18.0, 25.0, 23.608695652173914)","(21.0, 26.0, 25.625)"
07-01-2023 12:57:11.394739,"(6.5, 7.8, 7.721176470588235)","(3.3, 3.95, 3.943821989528796)","(31.0, 60.0, 57.0)","(6.5, 8.2, 7.97029702970297)","(7.5, 8.2, 8.197938144329896)","(9.0, 11.0, 10.75)","(5.5, 6.8, 6.575700934579439)","(61.0, 110.0, 100.0)","(18.0, 25.0, 23.608695652173914)","(21.0, 26.0, 25.625)"
