,Jimmyjoe,Rock Fisherman,True Confessions,Boom Nz,Whats Your Secret Nz,Cassius Deck,Yesnomaybeso,Glenavril King,Louis Litt Nz,Lochiel Nz
07-01-2023 18:48:05.257513,"(8.0, 10.5, 9.870000000000001)","(6.0, 9.0, 8.2)","(31.0, 60.0, 56.0)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.2, 4.192982456140351)","(101.0, 810.0, 436.66666666666663)","(31.0, 46.0, 43.333333333333336)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:06.510034,"(8.0, 10.0, 9.71764705882353)","(6.0, 9.0, 8.84)","(31.0, 60.0, 56.5)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.2, 4.122222222222222)","(101.0, 810.0, 436.66666666666663)","(31.0, 46.0, 41.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:07.797545,"(8.0, 10.0, 9.610810810810811)","(6.0, 9.0, 8.84)","(31.0, 65.0, 51.7)","(2.8, 99999, 99990)","(4.2, 99999, 99990)","(4.2, 4.2, 4.120689655172414)","(101.0, 810.0, 496.66666666666663)","(31.0, 46.0, 41.63636363636364)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:09.032132,"(7.5, 9.8, 9.66451612903226)","(6.0, 9.0, 8.84)","(31.0, 65.0, 53.125)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(4.0, 4.2, 4.152173913043478)","(101.0, 990.0, 496.66666666666663)","(31.0, 46.0, 38.4)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:10.355885,"(7.5, 9.6, 9.36)","(6.0, 9.0, 8.75)","(31.0, 65.0, 56.36363636363636)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(4.0, 4.3, 4.195652173913043)","(101.0, 990.0, 496.66666666666663)","(31.0, 44.0, 41.6)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:11.781891,"(7.5, 9.4, 9.200000000000001)","(6.0, 9.0, 8.866666666666667)","(31.0, 65.0, 56.36363636363636)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(4.0, 4.3, 4.205263157894737)","(101.0, 990.0, 435.0)","(31.0, 44.0, 42.434782608695656)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:13.107330,"(7.5, 9.2, 9.058823529411764)","(6.0, 9.0, 8.866666666666667)","(31.0, 65.0, 56.36363636363636)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(4.0, 4.3, 4.1499999999999995)","(101.0, 990.0, 610.0)","(31.0, 44.0, 39.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:14.372246,"(7.5, 9.2, 9.058823529411764)","(6.0, 9.0, 9.3)","(31.0, 65.0, 56.36363636363636)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(4.0, 4.2, 4.165116279069768)","(101.0, 970.0, 483.33333333333337)","(31.0, 44.0, 39.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:15.682756,"(7.5, 9.2, 9.058823529411764)","(6.0, 9.4, 9.3)","(31.0, 65.0, 56.36363636363636)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.9, 4.3, 4.192592592592592)","(101.0, 950.0, 480.0)","(31.0, 44.0, 39.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:17.135874,"(7.5, 9.2, 9.122580645161289)","(6.0, 9.4, 9.3)","(31.0, 65.0, 56.5)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.9, 4.3, 4.16875)","(101.0, 940.0, 585.0)","(31.0, 44.0, 39.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:18.452860,"(7.5, 9.2, 9.122580645161289)","(6.0, 9.4, 8.65)","(31.0, 60.0, 53.63636363636364)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.9, 4.3, 4.105555555555555)","(101.0, 920.0, 585.0)","(31.0, 44.0, 41.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:19.792512,"(7.5, 9.2, 8.899999999999999)","(6.0, 9.2, 8.65)","(31.0, 60.0, 53.63636363636364)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.9, 4.3, 4.105555555555555)","(101.0, 920.0, 466.66666666666663)","(31.0, 44.0, 41.27272727272727)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:21.340942,"(7.5, 9.2, 8.899999999999999)","(6.0, 9.2, 8.65)","(31.0, 60.0, 53.63636363636364)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.9, 4.3, 4.105555555555555)","(101.0, 900.0, 466.66666666666663)","(31.0, 44.0, 41.27272727272727)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:22.803884,"(7.5, 9.2, 8.899999999999999)","(6.0, 9.2, 8.65)","(31.0, 60.0, 53.63636363636364)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.9, 4.3, 4.105555555555555)","(101.0, 900.0, 466.66666666666663)","(31.0, 44.0, 41.27272727272727)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:24.310609,"(7.5, 9.2, 8.899999999999999)","(6.0, 9.0, 8.866666666666667)","(31.0, 60.0, 55.333333333333336)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.9, 4.3, 4.146153846153846)","(101.0, 890.0, 460.0)","(31.0, 44.0, 41.27272727272727)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:25.555543,"(7.5, 9.2, 8.899999999999999)","(6.0, 9.0, 8.84)","(31.0, 60.0, 55.333333333333336)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.8, 4.3, 4.146153846153846)","(101.0, 880.0, 460.0)","(31.0, 44.0, 41.27272727272727)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:26.778455,"(7.5, 9.2, 8.899999999999999)","(6.0, 9.0, 8.9)","(31.0, 60.0, 55.333333333333336)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.8, 4.3, 4.106451612903226)","(101.0, 880.0, 456.66666666666663)","(31.0, 44.0, 40.375)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:27.970103,"(7.5, 9.2, 9.0)","(6.0, 9.0, 8.9)","(31.0, 60.0, 55.333333333333336)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.8, 4.3, 4.106451612903226)","(101.0, 870.0, 453.33333333333337)","(31.0, 42.0, 36.583333333333336)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:29.253436,"(7.5, 9.2, 9.0)","(6.0, 9.0, 8.9)","(31.0, 60.0, 55.333333333333336)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.8, 4.3, 4.115384615384615)","(101.0, 860.0, 550.0)","(31.0, 42.0, 35.0)","(51.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:48:30.559974,"(7.5, 9.2, 9.0)","(6.0, 9.0, 8.9)","(31.0, 60.0, 55.333333333333336)","(2.9, 99999, 99990)","(4.2, 99999, 99990)","(3.8, 4.3, 4.102702702702702)","(101.0, 850.0, 550.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:31.893862,"(7.5, 9.2, 9.0)","(6.0, 9.0, 8.9)","(41.0, 60.0, 55.333333333333336)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.2, 4.09074074074074)","(101.0, 850.0, 550.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:33.148254,"(7.5, 9.2, 8.899999999999999)","(6.0, 9.0, 8.9)","(41.0, 60.0, 55.333333333333336)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.075384615384615)","(101.0, 850.0, 550.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:34.444348,"(7.5, 9.2, 8.899999999999999)","(6.0, 9.0, 9.36)","(41.0, 60.0, 55.333333333333336)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.075384615384615)","(101.0, 850.0, 550.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:35.748319,"(7.5, 9.2, 8.899999999999999)","(6.0, 9.6, 9.085714285714285)","(41.0, 60.0, 55.333333333333336)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.09074074074074)","(101.0, 850.0, 550.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:36.993521,"(7.5, 9.2, 8.664285714285715)","(6.0, 9.6, 9.15)","(41.0, 60.0, 55.333333333333336)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.09074074074074)","(101.0, 850.0, 550.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:38.223718,"(7.5, 10.5, 9.049999999999999)","(6.0, 9.4, 9.054545454545455)","(41.0, 60.0, 55.333333333333336)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.09074074074074)","(101.0, 850.0, 550.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:39.425465,"(7.5, 9.2, 9.114285714285714)","(6.0, 9.2, 9.054545454545455)","(41.0, 60.0, 55.333333333333336)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.09074074074074)","(101.0, 850.0, 550.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:40.607998,"(7.5, 9.2, 9.114285714285714)","(6.0, 9.2, 9.054545454545455)","(41.0, 60.0, 55.333333333333336)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.09074074074074)","(101.0, 850.0, 550.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:41.802404,"(7.5, 9.2, 9.049999999999999)","(6.0, 9.0, 8.94)","(41.0, 60.0, 54.75)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.094230769230769)","(101.0, 850.0, 550.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:43.028397,"(7.5, 9.2, 9.049999999999999)","(6.0, 9.0, 8.94)","(41.0, 60.0, 54.75)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.0928571428571425)","(101.0, 850.0, 550.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:44.283295,"(7.5, 9.2, 9.114285714285714)","(6.0, 9.0, 8.94)","(41.0, 60.0, 54.75)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.073584905660377)","(101.0, 850.0, 666.6666666666667)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:45.480619,"(7.5, 9.2, 9.114285714285714)","(6.0, 9.0, 8.94)","(41.0, 60.0, 53.0)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.073584905660377)","(101.0, 850.0, 666.6666666666667)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:46.678990,"(7.5, 10.5, 9.504761904761905)","(6.0, 9.0, 8.94)","(41.0, 60.0, 53.0)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.073584905660377)","(101.0, 850.0, 666.6666666666667)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:47.929825,"(7.5, 10.0, 9.2)","(6.0, 9.0, 8.94)","(41.0, 60.0, 52.46153846153846)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.046987951807229)","(101.0, 850.0, 712.5)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:49.265928,"(7.5, 9.8, 9.56)","(6.0, 9.0, 8.94)","(41.0, 60.0, 53.0)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.046987951807229)","(101.0, 850.0, 712.5)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:50.643187,"(7.5, 9.6, 9.466666666666667)","(6.0, 9.0, 8.92)","(41.0, 60.0, 54.0)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.046987951807229)","(101.0, 850.0, 712.5)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:51.947617,"(7.5, 9.6, 9.333333333333334)","(6.0, 9.0, 8.92)","(41.0, 60.0, 54.0)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.8, 4.1, 4.046987951807229)","(101.0, 850.0, 712.5)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:53.240799,"(7.5, 9.6, 9.466666666666667)","(6.5, 9.0, 8.85)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 4.1, 4.046987951807229)","(101.0, 850.0, 712.5)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:54.470762,"(7.5, 9.6, 9.466666666666667)","(6.5, 9.0, 8.85)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 4.1, 4.046987951807229)","(101.0, 850.0, 712.5)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:55.687066,"(7.5, 9.6, 9.5)","(6.5, 9.0, 8.333333333333334)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 4.1, 4.046987951807229)","(101.0, 850.0, 712.5)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:56.888445,"(7.5, 9.8, 9.57777777777778)","(6.5, 9.0, 8.2)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 4.1, 4.030708661417322)","(101.0, 850.0, 712.5)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:58.067831,"(7.5, 9.8, 9.657142857142858)","(6.5, 9.0, 8.446153846153846)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 4.1, 4.034814814814815)","(101.0, 850.0, 712.5)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:48:59.314303,"(7.5, 9.8, 9.657142857142858)","(6.5, 9.0, 8.4)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 4.1, 4.030708661417322)","(101.0, 850.0, 712.5)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:00.670125,"(7.5, 9.8, 9.657142857142858)","(6.5, 9.0, 8.4)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 4.1, 4.030708661417322)","(101.0, 850.0, 636.0)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:02.014531,"(7.5, 9.8, 9.657142857142858)","(6.5, 9.0, 8.4)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 4.1, 4.03125)","(101.0, 860.0, 712.5)","(31.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:03.269941,"(8.0, 9.6, 9.781818181818181)","(7.0, 9.0, 8.781818181818181)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.035294117647059)","(101.0, 850.0, 712.5)","(26.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:04.546092,"(8.0, 10.0, 9.781818181818181)","(7.0, 9.0, 8.781818181818181)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.035294117647059)","(101.0, 850.0, 712.5)","(26.0, 40.0, 35.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:05.897600,"(8.0, 10.0, 9.781818181818181)","(7.0, 9.0, 8.815384615384616)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.035294117647059)","(101.0, 850.0, 781.25)","(26.0, 40.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:07.201522,"(8.0, 10.0, 9.781818181818181)","(7.0, 9.0, 8.7)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.035294117647059)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:08.503656,"(8.0, 9.8, 9.700000000000001)","(7.0, 9.0, 8.7)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.034285714285714)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:09.768935,"(8.0, 9.8, 9.582608695652175)","(7.0, 9.0, 8.644444444444444)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.034285714285714)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:11.095754,"(8.0, 9.8, 9.582608695652175)","(7.0, 9.0, 8.644444444444444)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.034285714285714)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:12.360672,"(8.0, 9.8, 9.536842105263158)","(7.0, 9.0, 8.644444444444444)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.03030303030303)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:13.663182,"(8.0, 9.8, 9.582608695652175)","(7.0, 9.0, 8.644444444444444)","(41.0, 60.0, 53.14285714285714)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.034285714285714)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:14.914754,"(8.0, 9.6, 9.533333333333333)","(7.0, 9.0, 8.777777777777777)","(41.0, 60.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.03030303030303)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:16.309141,"(8.0, 9.6, 9.533333333333333)","(7.0, 9.0, 8.666666666666666)","(41.0, 55.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.03030303030303)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:17.539151,"(8.0, 9.6, 9.533333333333333)","(7.0, 9.0, 8.666666666666666)","(41.0, 55.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.03030303030303)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:18.808747,"(8.0, 9.6, 9.566666666666666)","(7.0, 9.0, 8.8)","(41.0, 55.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.03030303030303)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:20.041860,"(8.0, 10.0, 9.933333333333334)","(7.0, 9.0, 8.8)","(41.0, 55.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.03030303030303)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:21.259139,"(8.0, 10.0, 9.933333333333334)","(7.0, 9.0, 8.8)","(41.0, 55.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.03030303030303)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:22.639274,"(8.0, 10.0, 9.933333333333334)","(7.0, 9.0, 8.8)","(41.0, 55.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.03030303030303)","(101.0, 850.0, 712.5)","(26.0, 65.0, 49.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:23.959069,"(8.0, 10.0, 9.933333333333334)","(7.0, 9.0, 8.8)","(41.0, 55.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.031746031746032)","(101.0, 840.0, 624.0)","(26.0, 55.0, 37.5)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:25.209677,"(8.0, 10.0, 9.946666666666667)","(7.0, 9.0, 8.8)","(41.0, 55.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.031746031746032)","(101.0, 840.0, 624.0)","(26.0, 55.0, 42.0)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:26.522298,"(8.0, 10.0, 9.955555555555556)","(7.0, 9.0, 8.8)","(41.0, 55.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 4.031746031746032)","(101.0, 840.0, 697.5)","(26.0, 50.0, 42.0)","(51.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:27.788764,"(8.0, 10.0, 9.955555555555556)","(7.0, 9.0, 8.8)","(41.0, 55.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 3.651315789473684)","(91.0, 830.0, 624.0)","(26.0, 50.0, 42.0)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:29.029823,"(8.0, 10.0, 9.88)","(7.0, 9.0, 8.8)","(41.0, 55.0, 50.333333333333336)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.7, 3.651315789473684)","(91.0, 840.0, 697.5)","(26.0, 50.0, 42.0)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
