,Jimmyjoe,Rock Fisherman,True Confessions,Boom Nz,Whats Your Secret Nz,Cassius Deck,Yesnomaybeso,Glenavril King,Louis Litt Nz,Lochiel Nz
07-01-2023 18:49:30.228855,"(8.0, 10.0, 9.7375)","(7.0, 9.0, 8.857142857142858)","(41.0, 70.0, 67.97297297297297)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.7, 3.66)","(91.0, 830.0, 624.0)","(26.0, 50.0, 42.0)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:31.380887,"(8.0, 10.0, 9.7375)","(7.0, 9.0, 8.857142857142858)","(41.0, 70.0, 62.30769230769231)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.7, 3.66)","(91.0, 840.0, 624.0)","(26.0, 50.0, 44.2)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:32.607744,"(8.0, 10.5, 9.73)","(7.0, 9.0, 8.857142857142858)","(41.0, 70.0, 66.5909090909091)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.7, 3.6594594594594594)","(91.0, 840.0, 697.5)","(26.0, 48.0, 41.214285714285715)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:33.876419,"(8.0, 10.5, 10.431451612903226)","(7.0, 9.0, 8.879999999999999)","(41.0, 70.0, 66.80851063829788)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.7, 3.7249999999999996)","(91.0, 830.0, 624.0)","(26.0, 48.0, 39.36363636363636)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:35.259641,"(8.0, 10.5, 10.442148760330578)","(7.0, 9.0, 8.879999999999999)","(41.0, 70.0, 66.80851063829788)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.8, 3.6976190476190474)","(91.0, 840.0, 565.0)","(26.0, 48.0, 43.57142857142857)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:36.552144,"(8.0, 10.5, 10.44308943089431)","(7.0, 9.0, 8.7)","(41.0, 70.0, 66.80851063829788)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.75, 3.687037037037037)","(91.0, 830.0, 565.0)","(26.0, 46.0, 43.57142857142857)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:37.779334,"(8.0, 10.5, 10.44308943089431)","(7.0, 9.0, 8.836363636363636)","(41.0, 70.0, 66.80851063829788)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.75, 3.7852272727272727)","(91.0, 830.0, 427.5)","(26.0, 46.0, 43.57142857142857)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:39.094750,"(8.0, 10.5, 10.44308943089431)","(7.0, 9.0, 8.836363636363636)","(41.0, 70.0, 66.80851063829788)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.85, 3.7695121951219512)","(91.0, 470.0, 427.5)","(26.0, 46.0, 43.57142857142857)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:40.329084,"(8.0, 11.0, 10.789855072463768)","(7.0, 9.0, 8.871428571428572)","(41.0, 70.0, 66.80851063829788)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.85, 3.79)","(91.0, 470.0, 427.5)","(26.0, 46.0, 41.42857142857143)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:41.471755,"(8.0, 11.0, 10.817610062893081)","(7.0, 9.0, 8.875862068965517)","(41.0, 70.0, 64.11764705882354)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.85, 3.793137254901961)","(91.0, 470.0, 385.0)","(26.0, 46.0, 36.15384615384615)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:42.723258,"(8.0, 11.0, 10.93006993006993)","(7.0, 9.0, 8.930769230769231)","(41.0, 70.0, 64.11764705882354)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.85, 3.8360759493670886)","(91.0, 470.0, 385.0)","(26.0, 46.0, 40.57142857142857)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:43.942140,"(8.0, 11.0, 10.93006993006993)","(7.0, 9.0, 8.952)","(41.0, 70.0, 67.91666666666667)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.85, 3.93359375)","(91.0, 470.0, 385.0)","(26.0, 44.0, 38.0)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:45.242512,"(8.0, 11.0, 10.810344827586206)","(7.0, 9.0, 8.952)","(41.0, 70.0, 67.91666666666667)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.95, 3.923809523809524)","(91.0, 470.0, 385.0)","(26.0, 44.0, 38.0)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:46.587433,"(8.0, 11.0, 10.979166666666666)","(7.0, 9.0, 8.953846153846154)","(41.0, 70.0, 68.36734693877551)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.95, 3.9482800982800983)","(91.0, 470.0, 385.0)","(26.0, 44.0, 38.0)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:47.926251,"(8.0, 12.0, 11.583333333333334)","(7.0, 9.0, 8.953846153846154)","(41.0, 70.0, 68.36734693877551)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.95, 3.9482630272952854)","(91.0, 470.0, 385.0)","(26.0, 44.0, 38.44444444444444)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:49.243535,"(8.0, 12.0, 11.666666666666666)","(7.0, 9.0, 8.952)","(41.0, 70.0, 68.22222222222223)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.95, 3.948214285714286)","(91.0, 470.0, 385.0)","(26.0, 44.0, 38.44444444444444)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:50.477503,"(8.0, 12.0, 11.5)","(7.0, 9.0, 8.810526315789474)","(41.0, 70.0, 68.0)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.95, 3.9482323232323235)","(91.0, 470.0, 385.0)","(26.0, 44.0, 38.44444444444444)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:51.737013,"(8.0, 12.0, 11.727272727272727)","(7.0, 9.0, 8.666666666666666)","(41.0, 70.0, 74.57142857142857)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.95, 3.645)","(91.0, 470.0, 690.0)","(26.0, 44.0, 39.2)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:52.995045,"(8.0, 12.0, 11.875)","(7.0, 9.0, 8.777777777777777)","(41.0, 75.0, 68.57142857142857)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 3.8318181818181816)","(91.0, 820.0, 690.0)","(26.0, 44.0, 36.8)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:54.239345,"(8.0, 12.0, 11.944444444444445)","(7.0, 9.0, 8.916666666666666)","(41.0, 75.0, 65.0)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 3.9, 3.865625)","(91.0, 820.0, 690.0)","(26.0, 44.0, 32.666666666666664)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:55.451386,"(8.5, 12.0, 11.882352941176471)","(7.0, 9.2, 8.76551724137931)","(41.0, 65.0, 64.86842105263158)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.1, 3.9833333333333334)","(91.0, 820.0, 612.0)","(26.0, 34.0, 36.54545454545455)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:56.701562,"(8.5, 12.0, 11.6)","(7.0, 9.2, 8.872727272727273)","(41.0, 65.0, 64.86842105263158)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.0, 3.9454545454545453)","(91.0, 820.0, 427.5)","(26.0, 42.0, 37.714285714285715)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:57.952112,"(8.5, 12.0, 11.76923076923077)","(7.0, 8.8, 9.088888888888889)","(41.0, 65.0, 64.86842105263158)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.0, 3.95)","(91.0, 470.0, 427.5)","(26.0, 42.0, 37.714285714285715)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:49:59.214631,"(8.5, 12.0, 11.7)","(7.0, 9.4, 9.145454545454546)","(41.0, 65.0, 64.86842105263158)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.0, 3.95)","(101.0, 470.0, 427.5)","(26.0, 42.0, 38.15384615384615)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:00.508581,"(8.5, 12.0, 11.7)","(7.0, 9.4, 9.01818181818182)","(41.0, 65.0, 64.8780487804878)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.6, 4.0, 3.9934131736526943)","(101.0, 470.0, 427.5)","(26.0, 42.0, 37.55555555555556)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:01.778798,"(8.5, 12.0, 11.68421052631579)","(7.0, 9.4, 9.01818181818182)","(41.0, 65.0, 64.86842105263158)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.4, 4.1, 3.9793103448275864)","(101.0, 470.0, 427.5)","(26.0, 42.0, 39.333333333333336)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:03.043174,"(8.5, 12.0, 11.833333333333334)","(7.0, 9.4, 9.261538461538462)","(41.0, 65.0, 64.86842105263158)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.4, 4.1, 3.9806818181818184)","(101.0, 470.0, 427.5)","(26.0, 42.0, 40.36363636363636)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:04.326112,"(8.5, 12.0, 11.857142857142858)","(7.0, 9.4, 9.261538461538462)","(41.0, 65.0, 64.86842105263158)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.4, 4.1, 3.9806818181818184)","(101.0, 470.0, 427.5)","(26.0, 48.0, 40.36363636363636)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:05.585195,"(9.0, 12.5, 12.285714285714285)","(7.0, 9.6, 9.527272727272727)","(41.0, 65.0, 64.86842105263158)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.4, 4.1, 3.9793103448275864)","(101.0, 300.0, 297.5)","(26.0, 46.0, 44.666666666666664)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:06.805331,"(9.0, 12.5, 12.285714285714285)","(7.0, 9.6, 9.415384615384616)","(41.0, 65.0, 64.86842105263158)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.4, 4.1, 3.9882978723404254)","(101.0, 470.0, 426.0)","(26.0, 46.0, 44.666666666666664)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:08.006323,"(9.0, 12.5, 12.125)","(7.0, 9.6, 9.415384615384616)","(41.0, 65.0, 64.86842105263158)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.4, 4.1, 3.9882978723404254)","(101.0, 470.0, 426.0)","(26.0, 46.0, 44.666666666666664)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:09.269685,"(9.0, 12.5, 12.318181818181818)","(7.0, 9.6, 9.2)","(41.0, 65.0, 64.86842105263158)","(3.0, 99999, 99990)","(4.6, 99999, 99990)","(3.4, 4.1, 4.292947103274559)","(101.0, 470.0, 426.0)","(26.0, 46.0, 44.666666666666664)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:10.505665,"(9.0, 12.5, 12.1)","(7.0, 9.8, 9.700000000000001)","(41.0, 65.0, 64.8529411764706)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 4.3, 4.389498806682578)","(101.0, 470.0, 360.0)","(31.0, 46.0, 44.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:11.804832,"(9.0, 12.5, 11.75)","(7.0, 9.8, 9.700000000000001)","(41.0, 65.0, 71.66666666666667)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 4.4, 4.389671361502348)","(101.0, 470.0, 390.0)","(31.0, 46.0, 44.5)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:13.067602,"(9.0, 12.5, 11.75)","(7.0, 9.8, 9.71304347826087)","(41.0, 75.0, 71.66666666666667)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 4.4, 4.389838337182448)","(101.0, 470.0, 390.0)","(31.0, 46.0, 45.0)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:14.376442,"(9.0, 12.5, 12.0)","(7.0, 9.8, 9.71304347826087)","(41.0, 75.0, 71.66666666666667)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 4.4, 4.330158730158731)","(101.0, 470.0, 390.0)","(31.0, 46.0, 45.0)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:15.700908,"(9.0, 12.5, 12.0)","(7.0, 9.8, 9.71304347826087)","(41.0, 75.0, 71.66666666666667)","(3.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 4.4, 4.315384615384615)","(101.0, 470.0, 390.0)","(31.0, 46.0, 42.666666666666664)","(61.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:16.998609,"(9.0, 12.5, 11.75)","(7.0, 9.8, 9.4)","(41.0, 75.0, 70.0)","(3.0, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.4, 4.315384615384615)","(91.0, 470.0, 390.0)","(31.0, 46.0, 44.4)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:18.237361,"(10.0, 12.5, 12.166666666666666)","(7.0, 9.8, 9.666666666666666)","(41.0, 75.0, 70.0)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.4, 4.335294117647059)","(91.0, 470.0, 390.0)","(31.0, 48.0, 42.0)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:19.462021,"(10.0, 12.5, 12.26923076923077)","(7.0, 10.0, 9.666666666666666)","(41.0, 75.0, 71.66666666666667)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.4, 4.335294117647059)","(91.0, 470.0, 390.0)","(31.0, 48.0, 42.0)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:20.632588,"(10.0, 12.5, 12.26923076923077)","(7.0, 9.8, 9.4)","(41.0, 75.0, 70.0)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.4, 4.413333333333334)","(91.0, 470.0, 530.0)","(31.0, 48.0, 46.0)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:21.850343,"(10.0, 12.5, 12.461538461538462)","(7.0, 10.0, 9.8)","(41.0, 75.0, 72.5)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.5, 4.515789473684211)","(91.0, 730.0, 590.0)","(31.0, 48.0, 46.0)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:23.096686,"(10.0, 13.0, 11.67142857142857)","(7.0, 10.0, 9.915)","(41.0, 75.0, 72.5)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.6, 4.542857142857143)","(91.0, 710.0, 480.0)","(31.0, 48.0, 42.666666666666664)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:24.410996,"(10.0, 13.0, 11.693548387096774)","(7.0, 10.5, 9.95)","(41.0, 75.0, 72.5)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.6, 4.588571428571428)","(91.0, 710.0, 470.0)","(31.0, 48.0, 46.0)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:25.716374,"(10.0, 13.0, 11.657894736842104)","(7.0, 10.0, 10.25)","(41.0, 75.0, 72.14285714285714)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.6, 4.051592356687898)","(91.0, 710.0, 470.0)","(31.0, 48.0, 45.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:27.017470,"(10.0, 13.0, 12.514285714285714)","(7.0, 10.5, 10.25)","(41.0, 75.0, 72.14285714285714)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.1, 4.215)","(91.0, 700.0, 506.0)","(31.0, 48.0, 46.888888888888886)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:28.304754,"(10.0, 11.5, 11.409090909090908)","(7.0, 10.5, 9.940000000000001)","(41.0, 75.0, 71.66666666666667)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.3, 4.334090909090909)","(91.0, 690.0, 500.0)","(31.0, 48.0, 42.5)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:29.520287,"(10.0, 12.0, 11.113821138211382)","(7.0, 11.0, 10.564102564102564)","(41.0, 80.0, 75.0)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.4, 4.35)","(91.0, 680.0, 560.0)","(31.0, 50.0, 46.72727272727273)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:30.690339,"(10.0, 11.5, 11.409090909090908)","(7.0, 11.0, 10.028571428571428)","(41.0, 80.0, 70.0)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.4, 4.347413793103448)","(91.0, 670.0, 494.0)","(31.0, 50.0, 46.72727272727273)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:31.847200,"(10.0, 12.0, 11.053097345132743)","(7.0, 11.0, 9.926315789473685)","(41.0, 80.0, 70.0)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.5, 4.321212121212121)","(91.0, 670.0, 488.0)","(31.0, 50.0, 46.72727272727273)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:33.106523,"(10.0, 12.0, 11.032786885245901)","(7.0, 11.0, 10.409090909090908)","(41.0, 80.0, 72.5)","(3.1, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 4.5, 4.344736842105263)","(91.0, 660.0, 488.0)","(31.0, 50.0, 46.57142857142857)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:34.365725,"(10.0, 12.0, 10.863636363636363)","(7.0, 10.5, 10.409090909090908)","(41.0, 80.0, 68.75)","(3.0, 99999, 99990)","(4.0, 99999, 99990)","(3.6, 4.5, 4.344360902255639)","(91.0, 660.0, 545.0)","(31.0, 50.0, 43.0)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:35.649008,"(10.0, 12.0, 10.863636363636363)","(7.0, 10.5, 10.409090909090908)","(41.0, 80.0, 68.75)","(3.0, 99999, 99990)","(4.0, 99999, 99990)","(3.6, 4.5, 4.387654320987655)","(91.0, 650.0, 545.0)","(31.0, 50.0, 45.0)","(71.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:36.983559,"(10.0, 12.0, 10.863636363636363)","(7.0, 10.5, 10.409090909090908)","(41.0, 80.0, 68.75)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 4.4, 4.387654320987655)","(91.0, 650.0, 482.0)","(31.0, 48.0, 45.0)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:38.286909,"(10.0, 12.0, 10.706896551724139)","(7.0, 10.5, 9.952941176470588)","(41.0, 80.0, 73.0)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 4.4, 4.69016393442623)","(91.0, 650.0, 476.0)","(31.0, 48.0, 46.5)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:39.669832,"(10.0, 12.0, 10.61111111111111)","(7.0, 10.0, 9.882352941176471)","(41.0, 80.0, 73.0)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 4.7, 4.670967741935484)","(91.0, 640.0, 456.6666666666667)","(31.0, 48.0, 46.5)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:40.887640,"(10.0, 12.0, 10.61111111111111)","(7.0, 11.5, 11.357142857142858)","(41.0, 80.0, 59.5)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 4.7, 5.0769230769230775)","(91.0, 640.0, 545.0)","(31.0, 48.0, 41.66666666666667)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:42.074155,"(10.0, 14.0, 13.626666666666667)","(7.0, 12.0, 8.64)","(41.0, 85.0, 59.5)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 5.4, 5.0769230769230775)","(91.0, 1000.0, 395.0)","(31.0, 50.0, 41.66666666666667)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:43.261645,"(10.0, 14.0, 13.626666666666667)","(7.0, 12.0, 8.64)","(41.0, 85.0, 46.75)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 5.4, 5.0)","(91.0, 700.0, 395.0)","(31.0, 50.0, 41.66666666666667)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:44.546250,"(10.0, 14.0, 13.626666666666667)","(7.0, 8.8, 6.938461538461539)","(41.0, 85.0, 51.0)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 5.4, 5.0)","(91.0, 700.0, 395.0)","(31.0, 50.0, 37.5)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:45.765309,"(10.0, 14.0, 13.626666666666667)","(7.0, 8.8, 7.0)","(41.0, 85.0, 46.75)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 5.4, 6.909090909090909)","(91.0, 700.0, 395.0)","(31.0, 50.0, 41.66666666666667)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:47.025781,"(10.0, 8.4, 7.2375)","(7.0, 8.8, 7.0)","(41.0, 85.0, 46.75)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 8.8, 6.909090909090909)","(91.0, 700.0, 395.0)","(31.0, 50.0, 37.5)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:48.307744,"(10.0, 11.0, 9.733333333333334)","(7.0, 8.8, 7.9818181818181815)","(41.0, 80.0, 48.0)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 8.8, 5.8500000000000005)","(91.0, 590.0, 340.0)","(31.0, 50.0, 30.5)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:49.568266,"(10.0, 11.0, 9.72)","(7.0, 8.8, 7.514285714285714)","(41.0, 60.0, 50.0)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 6.2, 7.822222222222223)","(91.0, 590.0, 340.0)","(31.0, 34.0, 39.0)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
07-01-2023 18:50:50.865641,"(10.0, 10.5, 8.966666666666667)","(7.0, 8.8, 7.514285714285714)","(41.0, 60.0, 48.0)","(3.0, 99999, 99990)","(3.8, 99999, 99990)","(3.6, 8.8, 8.133333333333335)","(91.0, 590.0, 340.0)","(31.0, 50.0, 38.5)","(81.0, 99999, 99990)","(31.0, 99999, 99990)"
