,One More Jack,Bold Star,Extra Time,Terbium,Dexter You Devil,Deep Speed,Picargo
07-01-2023 12:44:27.429158,"(6.5, 11.0, 10.5)","(18.0, 24.0, 23.142857142857142)","(6.0, 8.8, 8.555555555555555)","(7.5, 9.8, 9.52)","(101.0, 160.0, 134.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.81, 1.802972972972973)"
07-01-2023 12:44:28.488026,"(6.5, 11.0, 10.5)","(18.0, 24.0, 23.142857142857142)","(6.0, 8.8, 8.555555555555555)","(7.5, 9.8, 9.52)","(101.0, 150.0, 134.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.81, 1.802972972972973)"
07-01-2023 12:44:29.634254,"(6.5, 11.0, 10.5)","(18.0, 24.0, 23.142857142857142)","(6.0, 8.8, 8.555555555555555)","(7.5, 9.8, 9.52)","(101.0, 150.0, 125.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.81, 1.8140425531914894)"
07-01-2023 12:44:30.791092,"(6.5, 11.0, 10.5)","(18.0, 24.0, 23.142857142857142)","(6.0, 8.8, 8.555555555555555)","(7.5, 9.8, 9.52)","(101.0, 150.0, 125.0)","(8.0, 13.5, 12.5)","(1.75, 1.82, 1.8133333333333335)"
07-01-2023 12:44:31.872450,"(6.5, 11.0, 10.5)","(18.0, 24.0, 23.142857142857142)","(6.0, 8.8, 8.555555555555555)","(7.5, 9.8, 9.52)","(101.0, 150.0, 125.0)","(8.0, 13.5, 12.5)","(1.75, 1.82, 1.8173913043478263)"
07-01-2023 12:44:32.847174,"(6.5, 11.0, 10.5)","(18.0, 24.0, 23.142857142857142)","(6.0, 8.8, 8.555555555555555)","(7.5, 9.8, 9.52)","(101.0, 150.0, 125.0)","(8.0, 13.5, 12.5)","(1.75, 1.82, 1.8173913043478263)"
07-01-2023 12:44:33.892691,"(6.5, 11.0, 10.5)","(18.0, 24.0, 23.142857142857142)","(6.0, 8.8, 9.125)","(7.5, 9.8, 9.52)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.571428571428571)","(1.75, 1.82, 1.8173913043478263)"
07-01-2023 12:44:35.049055,"(6.5, 11.5, 11.429577464788732)","(18.0, 23.0, 21.313725490196077)","(6.0, 9.2, 9.17142857142857)","(7.5, 9.8, 9.52)","(101.0, 150.0, 135.0)","(8.0, 13.0, 12.071428571428571)","(1.75, 1.82, 1.7939189189189189)"
07-01-2023 12:44:36.156511,"(6.5, 11.5, 11.429577464788732)","(18.0, 23.0, 21.130434782608695)","(6.0, 9.4, 9.17142857142857)","(7.5, 9.8, 9.366666666666667)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.81, 1.793841059602649)"
07-01-2023 12:44:37.152479,"(6.5, 12.0, 11.837837837837839)","(18.0, 23.0, 21.130434782608695)","(6.0, 9.4, 9.17142857142857)","(7.5, 9.4, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.81, 1.793841059602649)"
07-01-2023 12:44:38.213369,"(6.5, 12.0, 11.785714285714285)","(18.0, 23.0, 21.130434782608695)","(6.0, 9.4, 9.17142857142857)","(7.5, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.81, 1.793841059602649)"
07-01-2023 12:44:39.327511,"(6.5, 12.0, 11.796296296296296)","(18.0, 23.0, 21.130434782608695)","(6.0, 9.4, 9.17142857142857)","(7.5, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.81, 1.793841059602649)"
07-01-2023 12:44:40.568334,"(6.5, 12.0, 11.846153846153847)","(18.0, 23.0, 21.130434782608695)","(6.0, 9.4, 9.17142857142857)","(7.5, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.81, 1.793841059602649)"
07-01-2023 12:44:42.275983,"(6.5, 12.0, 11.846153846153847)","(18.0, 23.0, 21.130434782608695)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.81, 1.793841059602649)"
07-01-2023 12:44:43.872822,"(6.5, 12.0, 11.846153846153847)","(18.0, 23.0, 21.285714285714285)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.8, 1.7982978723404255)"
07-01-2023 12:44:45.060189,"(6.5, 12.0, 11.846153846153847)","(18.0, 22.0, 21.285714285714285)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.8, 1.7978)"
07-01-2023 12:44:46.341745,"(6.5, 12.0, 11.846153846153847)","(18.0, 22.0, 21.285714285714285)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.8, 1.7978)"
07-01-2023 12:44:47.706574,"(6.5, 12.0, 11.846153846153847)","(18.0, 22.0, 21.058823529411764)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.81, 1.7951315789473685)"
07-01-2023 12:44:48.904363,"(6.5, 12.0, 11.846153846153847)","(18.0, 22.0, 21.285714285714285)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.81, 1.7951315789473685)"
07-01-2023 12:44:50.025186,"(6.5, 12.0, 11.846153846153847)","(18.0, 22.0, 21.285714285714285)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.81, 1.7992857142857144)"
07-01-2023 12:44:51.317039,"(6.5, 12.0, 11.846153846153847)","(18.0, 22.0, 21.285714285714285)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.8, 1.7992857142857144)"
07-01-2023 12:44:52.430873,"(6.5, 12.0, 11.846153846153847)","(18.0, 22.0, 21.285714285714285)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.8, 1.7804347826086957)"
07-01-2023 12:44:53.789277,"(6.5, 12.0, 10.977272727272727)","(18.0, 22.0, 21.272727272727273)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.79, 1.7804347826086957)"
07-01-2023 12:44:54.931100,"(6.5, 12.0, 11.318181818181818)","(18.0, 22.0, 21.272727272727273)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.79, 1.7771428571428571)"
07-01-2023 12:44:56.018375,"(6.5, 12.0, 11.210526315789474)","(18.0, 22.0, 21.2)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.79, 1.7814285714285714)"
07-01-2023 12:44:57.116611,"(6.5, 12.0, 11.210526315789474)","(18.0, 22.0, 21.272727272727273)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.79, 1.7762068965517241)"
07-01-2023 12:44:58.245411,"(6.5, 12.0, 11.210526315789474)","(18.0, 22.0, 21.058823529411764)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.8, 1.7923437500000001)"
07-01-2023 12:44:59.411613,"(6.5, 12.0, 11.210526315789474)","(18.0, 22.0, 20.9)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.8, 1.7923437500000001)"
07-01-2023 12:45:00.529917,"(6.5, 12.0, 11.210526315789474)","(18.0, 22.0, 20.9)","(6.0, 9.4, 9.17142857142857)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.8, 1.7875)"
07-01-2023 12:45:01.619380,"(6.5, 12.0, 11.210526315789474)","(18.0, 22.0, 20.9)","(6.0, 9.4, 9.218181818181819)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.79, 1.781111111111111)"
07-01-2023 12:45:02.618858,"(6.5, 11.5, 11.421875)","(18.0, 22.0, 21.058823529411764)","(6.0, 9.4, 9.218181818181819)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.79, 1.7738461538461539)"
07-01-2023 12:45:03.761348,"(6.5, 11.5, 11.421875)","(18.0, 22.0, 21.333333333333332)","(6.0, 9.4, 9.436363636363637)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.79, 1.7744)"
07-01-2023 12:45:05.009282,"(6.5, 11.5, 11.421875)","(18.0, 22.0, 21.333333333333332)","(6.0, 9.8, 9.4)","(8.0, 9.8, 9.333333333333332)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.79, 1.7744)"
07-01-2023 12:45:06.142433,"(6.5, 11.5, 11.421875)","(18.0, 22.0, 21.333333333333332)","(6.0, 9.8, 9.4)","(8.0, 9.8, 9.17391304347826)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.79, 1.7733333333333334)"
07-01-2023 12:45:07.220167,"(6.5, 11.5, 11.421875)","(18.0, 22.0, 21.333333333333332)","(6.0, 9.8, 9.4)","(8.0, 9.2, 9.438709677419356)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.79, 1.767777777777778)"
07-01-2023 12:45:08.179501,"(6.5, 11.5, 11.421875)","(18.0, 22.0, 21.333333333333332)","(6.0, 9.8, 9.4)","(8.0, 9.8, 9.438709677419356)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.071428571428571)","(1.75, 1.79, 1.767777777777778)"
07-01-2023 12:45:09.276223,"(6.5, 11.5, 11.421875)","(18.0, 22.0, 21.333333333333332)","(6.0, 9.8, 9.4)","(8.0, 9.8, 9.438709677419356)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.79, 1.767777777777778)"
07-01-2023 12:45:10.363333,"(6.5, 11.5, 11.421875)","(18.0, 22.0, 21.333333333333332)","(6.0, 9.8, 9.4)","(8.0, 9.8, 9.438709677419356)","(101.0, 150.0, 135.0)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.79, 1.767777777777778)"
07-01-2023 12:45:11.459174,"(6.5, 11.5, 11.421875)","(18.0, 22.0, 21.333333333333332)","(6.0, 9.8, 9.4)","(8.0, 9.8, 9.5)","(101.0, 150.0, 136.36363636363637)","(8.0, 13.5, 12.428571428571429)","(1.75, 1.79, 1.767777777777778)"
07-01-2023 12:45:12.569273,"(6.5, 11.5, 11.421875)","(18.0, 22.0, 21.058823529411764)","(6.0, 9.8, 9.4)","(8.0, 9.8, 9.5)","(101.0, 150.0, 136.36363636363637)","(8.0, 13.5, 12.25)","(1.75, 1.79, 1.7443093922651933)"
07-01-2023 12:45:13.613728,"(6.5, 11.5, 11.330985915492958)","(18.0, 22.0, 21.238095238095237)","(6.0, 9.8, 9.512)","(8.0, 9.8, 9.5)","(101.0, 150.0, 136.36363636363637)","(8.0, 13.5, 12.7)","(1.75, 1.8, 1.7825)"
07-01-2023 12:45:14.721829,"(6.5, 11.5, 11.286666666666667)","(18.0, 22.0, 21.238095238095237)","(6.0, 9.8, 9.512)","(8.0, 9.8, 9.5)","(101.0, 150.0, 136.36363636363637)","(8.0, 13.5, 12.7)","(1.75, 1.79, 1.7915668202764978)"
07-01-2023 12:45:15.859473,"(6.5, 11.5, 11.330985915492958)","(18.0, 22.0, 21.238095238095237)","(6.0, 9.8, 9.512)","(8.0, 9.8, 9.5)","(101.0, 150.0, 136.36363636363637)","(8.0, 13.5, 12.7)","(1.75, 1.8, 1.7677227722772277)"
07-01-2023 12:45:16.939821,"(6.5, 11.5, 11.330985915492958)","(18.0, 22.0, 21.058823529411764)","(6.0, 9.8, 9.512)","(8.0, 9.8, 9.5)","(101.0, 150.0, 125.0)","(8.0, 13.5, 12.7)","(1.75, 1.8, 1.7677227722772277)"
07-01-2023 12:45:17.900837,"(6.5, 11.5, 10.7)","(18.0, 22.0, 21.4)","(6.0, 9.8, 9.512)","(8.0, 9.8, 9.5)","(101.0, 150.0, 125.0)","(8.0, 13.5, 12.7)","(1.75, 1.8, 1.767609756097561)"
07-01-2023 12:45:18.921762,"(6.5, 11.5, 10.7)","(18.0, 23.0, 22.307692307692307)","(6.0, 9.8, 9.472727272727273)","(8.0, 9.8, 9.5)","(101.0, 150.0, 125.0)","(8.0, 13.5, 13.375)","(1.75, 1.8, 1.767609756097561)"
07-01-2023 12:45:20.051254,"(6.5, 11.0, 10.818181818181818)","(18.0, 23.0, 22.307692307692307)","(6.0, 9.8, 9.472727272727273)","(8.0, 9.8, 9.5)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.4375)","(1.75, 1.8, 1.786)"
07-01-2023 12:45:21.154656,"(6.5, 11.0, 10.866666666666667)","(18.0, 23.0, 22.307692307692307)","(6.0, 9.8, 9.472727272727273)","(8.0, 9.8, 9.5)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.4375)","(1.75, 1.79, 1.786)"
07-01-2023 12:45:22.245004,"(6.5, 11.0, 10.866666666666667)","(18.0, 23.0, 22.307692307692307)","(6.0, 9.8, 9.472727272727273)","(8.0, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.4375)","(1.75, 1.79, 1.783125)"
07-01-2023 12:45:23.223375,"(6.5, 11.0, 10.866666666666667)","(18.0, 23.0, 22.307692307692307)","(6.0, 9.8, 9.472727272727273)","(8.0, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.4375)","(1.75, 1.79, 1.7850000000000001)"
07-01-2023 12:45:24.230135,"(6.5, 11.0, 10.9375)","(18.0, 23.0, 21.8)","(6.0, 9.8, 9.4625)","(8.0, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.4375)","(1.7, 1.79, 1.7850000000000001)"
07-01-2023 12:45:25.298857,"(7.0, 11.0, 10.9375)","(18.0, 23.0, 21.8)","(6.0, 9.8, 9.4625)","(7.5, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.4375)","(1.7, 1.79, 1.7850000000000001)"
07-01-2023 12:45:26.443567,"(7.0, 11.0, 10.9375)","(18.0, 23.0, 21.8)","(6.0, 9.8, 9.4625)","(7.5, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 14.0, 13.038461538461538)","(1.7, 1.79, 1.7861538461538462)"
07-01-2023 12:45:27.523940,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.8)","(6.0, 9.8, 9.4625)","(7.5, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.571428571428571)","(1.7, 1.79, 1.7861538461538462)"
07-01-2023 12:45:28.516428,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.8)","(6.0, 9.8, 9.4625)","(7.5, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.333333333333334)","(1.7, 1.79, 1.7944052863436124)"
07-01-2023 12:45:29.488687,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.8)","(6.0, 9.8, 9.4625)","(7.5, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.333333333333334)","(1.7, 1.8, 1.7944052863436124)"
07-01-2023 12:45:30.509510,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.8)","(6.0, 9.8, 9.4625)","(7.5, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.61111111111111)","(1.7, 1.8, 1.7946948356807513)"
07-01-2023 12:45:31.602325,"(7.0, 11.0, 10.833333333333334)","(18.0, 22.0, 21.75)","(6.0, 9.8, 9.4625)","(7.5, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.61111111111111)","(1.7, 1.8, 1.7946948356807513)"
07-01-2023 12:45:32.601502,"(7.0, 11.0, 10.833333333333334)","(18.0, 22.0, 21.81818181818182)","(6.0, 9.8, 9.4625)","(7.5, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 14.0, 12.676470588235293)","(1.7, 1.8, 1.7947619047619048)"
07-01-2023 12:45:33.532822,"(7.0, 11.0, 10.833333333333334)","(18.0, 22.0, 21.81818181818182)","(6.0, 9.8, 9.4625)","(7.5, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 13.5, 13.1)","(1.7, 1.8, 1.7947619047619048)"
07-01-2023 12:45:34.497861,"(7.0, 11.0, 10.833333333333334)","(18.0, 22.0, 21.81818181818182)","(6.0, 9.8, 9.4625)","(7.5, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 13.5, 13.1)","(1.7, 1.8, 1.7945871559633029)"
07-01-2023 12:45:35.548100,"(7.0, 11.0, 10.833333333333334)","(18.0, 22.0, 21.81818181818182)","(6.0, 9.8, 9.4625)","(7.5, 9.8, 9.4)","(101.0, 150.0, 125.0)","(8.0, 13.5, 13.1)","(1.7, 1.8, 1.7945871559633029)"
07-01-2023 12:45:36.652022,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.57894736842105)","(6.5, 9.8, 9.4625)","(8.0, 9.8, 9.415384615384616)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.75)","(1.7, 1.8, 1.7945871559633029)"
07-01-2023 12:45:37.670350,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.57894736842105)","(6.5, 9.8, 9.4625)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.75)","(1.7, 1.8, 1.7945871559633029)"
07-01-2023 12:45:38.699183,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.57894736842105)","(6.5, 9.8, 9.4625)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.5)","(1.7, 1.8, 1.7945871559633029)"
07-01-2023 12:45:39.673994,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.57894736842105)","(6.5, 9.8, 9.4625)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 13.038461538461538)","(1.7, 1.8, 1.7902325581395349)"
07-01-2023 12:45:40.723739,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 10.0, 9.6)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 13.038461538461538)","(1.7, 1.8, 1.791)"
07-01-2023 12:45:41.846942,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.57894736842105)","(6.5, 10.0, 9.6)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 12.75)","(1.7, 1.8, 1.791)"
07-01-2023 12:45:42.929951,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.57894736842105)","(6.5, 10.0, 9.6)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 12.75)","(1.7, 1.8, 1.782)"
07-01-2023 12:45:43.883234,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.57894736842105)","(6.5, 10.0, 9.6)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 12.61111111111111)","(1.7, 1.8, 1.7957142857142858)"
07-01-2023 12:45:44.881458,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.57894736842105)","(6.5, 10.0, 9.6)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 12.75)","(1.7, 1.8, 1.784)"
07-01-2023 12:45:45.961699,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.57894736842105)","(6.5, 10.0, 9.709090909090909)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 12.75)","(1.7, 1.8, 1.7865217391304349)"
07-01-2023 12:45:47.071284,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.57894736842105)","(6.5, 10.0, 9.709090909090909)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 12.75)","(1.7, 1.79, 1.786279069767442)"
07-01-2023 12:45:48.189027,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.57894736842105)","(6.5, 10.0, 9.822222222222223)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 12.75)","(1.7, 1.79, 1.786279069767442)"
07-01-2023 12:45:49.257411,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 10.0, 9.822222222222223)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 12.75)","(1.65, 1.79, 1.786279069767442)"
07-01-2023 12:45:50.257516,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 10.0, 9.822222222222223)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 12.75)","(1.65, 1.79, 1.8034782608695652)"
07-01-2023 12:45:51.231588,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 10.0, 9.822222222222223)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 14.0, 12.5)","(1.65, 1.81, 1.8023809523809524)"
07-01-2023 12:45:52.309422,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 9.6, 9.36470588235294)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.38888888888889)","(1.65, 1.81, 1.8023809523809524)"
07-01-2023 12:45:53.379838,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 9.6, 9.709090909090909)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.38888888888889)","(1.65, 1.81, 1.8023809523809524)"
07-01-2023 12:45:54.489573,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 10.0, 9.251851851851852)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.38888888888889)","(1.65, 1.81, 1.8023809523809524)"
07-01-2023 12:45:55.517925,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 9.4, 9.251851851851852)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.227272727272727)","(1.65, 1.81, 1.8078571428571428)"
07-01-2023 12:45:56.475874,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 9.4, 9.251851851851852)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.38888888888889)","(1.65, 1.81, 1.809047619047619)"
07-01-2023 12:45:57.567386,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 10.0, 9.263157894736842)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.38888888888889)","(1.65, 1.81, 1.809047619047619)"
07-01-2023 12:45:58.645187,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 10.0, 9.263157894736842)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.38888888888889)","(1.65, 1.81, 1.809047619047619)"
07-01-2023 12:45:59.691274,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 10.0, 9.625)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.38888888888889)","(1.65, 1.81, 1.809047619047619)"
07-01-2023 12:46:00.683592,"(7.0, 11.0, 10.833333333333334)","(18.0, 23.0, 21.3125)","(6.5, 9.6, 9.375)","(8.0, 9.6, 9.355555555555554)","(101.0, 150.0, 125.0)","(8.5, 13.5, 12.38888888888889)","(1.65, 1.81, 1.809047619047619)"
