,One More Jack,Bold Star,Extra Time,Terbium,Dexter You Devil,Deep Speed,Picargo
07-01-2023 12:48:59.153999,"(7.5, 11.0, 10.777777777777779)","(19.0, 22.0, 21.258064516129032)","(6.5, 8.6, 8.528888888888888)","(8.0, 9.2, 9.169230769230769)","(101.0, 180.0, 174.44444444444446)","(8.5, 10.5, 10.375)","(1.7, 1.89, 1.88)"
07-01-2023 12:49:00.327225,"(7.5, 11.0, 10.894736842105264)","(19.0, 22.0, 21.308641975308642)","(6.5, 8.6, 8.458823529411765)","(8.0, 9.6, 9.205714285714286)","(101.0, 180.0, 174.44444444444446)","(8.5, 10.5, 10.375)","(1.7, 1.88, 1.8541545893719809)"
07-01-2023 12:49:01.446790,"(7.5, 11.5, 10.916666666666666)","(19.0, 22.0, 20.857142857142858)","(6.5, 8.6, 8.458823529411765)","(8.0, 9.6, 9.3)","(101.0, 180.0, 174.44444444444446)","(8.5, 10.5, 10.375)","(1.7, 1.87, 1.856448087431694)"
07-01-2023 12:49:02.604989,"(7.5, 11.5, 10.9)","(19.0, 21.0, 20.952380952380953)","(6.5, 8.6, 8.458823529411765)","(8.0, 9.4, 9.3)","(101.0, 180.0, 174.44444444444446)","(8.5, 10.5, 10.375)","(1.7, 1.87, 1.8551497005988025)"
07-01-2023 12:49:03.642146,"(7.5, 11.5, 10.9)","(19.0, 21.0, 20.952380952380953)","(6.5, 8.6, 8.458823529411765)","(8.0, 9.4, 9.633333333333333)","(101.0, 180.0, 174.44444444444446)","(8.5, 10.5, 10.375)","(1.7, 1.87, 1.8510204081632653)"
07-01-2023 12:49:04.760077,"(7.5, 11.5, 10.857142857142858)","(19.0, 21.0, 20.8)","(6.5, 8.8, 8.642424242424243)","(8.0, 9.8, 9.726315789473684)","(101.0, 180.0, 174.44444444444446)","(8.5, 10.5, 10.375)","(1.7, 1.86, 1.850900900900901)"
07-01-2023 12:49:05.836512,"(7.5, 11.5, 10.857142857142858)","(19.0, 21.0, 20.8)","(6.5, 8.8, 8.504347826086956)","(8.0, 9.8, 9.600000000000001)","(101.0, 180.0, 174.44444444444446)","(8.5, 10.5, 10.375)","(1.7, 1.86, 1.858)"
07-01-2023 12:49:06.946124,"(7.5, 11.5, 10.857142857142858)","(19.0, 21.0, 20.8)","(6.5, 8.8, 8.504347826086956)","(8.0, 9.8, 9.600000000000001)","(101.0, 180.0, 192.22222222222223)","(8.5, 10.5, 10.375)","(1.7, 1.86, 1.854)"
07-01-2023 12:49:07.984617,"(7.5, 11.5, 10.857142857142858)","(19.0, 21.0, 20.166666666666668)","(6.5, 8.8, 8.5875)","(8.0, 9.8, 9.600000000000001)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.375)","(1.7, 1.86, 1.855497076023392)"
07-01-2023 12:49:08.959926,"(7.5, 11.5, 10.857142857142858)","(19.0, 22.0, 20.75)","(6.5, 8.8, 8.5875)","(8.0, 9.8, 9.545454545454545)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.25)","(1.7, 1.87, 1.857843137254902)"
07-01-2023 12:49:10.072902,"(7.5, 11.5, 10.857142857142858)","(19.0, 21.0, 20.5)","(6.5, 8.8, 8.5875)","(8.0, 9.6, 9.5)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.25)","(1.7, 1.87, 1.857843137254902)"
07-01-2023 12:49:11.171805,"(7.5, 11.5, 10.857142857142858)","(19.0, 22.0, 20.901639344262296)","(6.5, 8.8, 8.546666666666667)","(8.0, 9.6, 9.485714285714286)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.25)","(1.7, 1.87, 1.857843137254902)"
07-01-2023 12:49:12.316635,"(7.5, 11.5, 10.857142857142858)","(19.0, 21.0, 20.714285714285715)","(6.5, 8.8, 8.546666666666667)","(8.0, 9.6, 9.485714285714286)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.25)","(1.7, 1.87, 1.857843137254902)"
07-01-2023 12:49:13.545559,"(7.5, 11.5, 10.857142857142858)","(19.0, 22.0, 21.596774193548388)","(6.5, 8.8, 8.546666666666667)","(8.0, 9.6, 9.485714285714286)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.15)","(1.7, 1.87, 1.8601587301587303)"
07-01-2023 12:49:14.709448,"(7.5, 11.5, 10.857142857142858)","(19.0, 22.0, 21.62686567164179)","(6.5, 8.8, 8.546666666666667)","(8.0, 9.6, 9.485714285714286)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.475)","(1.7, 1.87, 1.8609489051094892)"
07-01-2023 12:49:15.831650,"(7.5, 11.5, 10.857142857142858)","(19.0, 22.0, 21.6)","(6.5, 8.8, 8.469565217391304)","(8.0, 9.6, 9.485714285714286)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.433333333333334)","(1.7, 1.87, 1.8671264367816094)"
07-01-2023 12:49:16.881789,"(7.5, 11.5, 10.857142857142858)","(19.0, 21.0, 20.666666666666668)","(6.5, 8.8, 8.469565217391304)","(8.0, 9.6, 9.485714285714286)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.342105263157894)","(1.7, 1.87, 1.862857142857143)"
07-01-2023 12:49:18.047502,"(7.5, 11.5, 10.857142857142858)","(19.0, 21.0, 20.72222222222222)","(6.5, 8.8, 8.618181818181819)","(8.0, 9.6, 9.485714285714286)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.342105263157894)","(1.7, 1.87, 1.8696273291925467)"
07-01-2023 12:49:19.173652,"(7.5, 11.5, 10.857142857142858)","(19.0, 21.0, 20.366666666666667)","(6.5, 8.8, 8.618181818181819)","(8.0, 9.6, 9.546666666666667)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.342105263157894)","(1.7, 1.87, 1.8696273291925467)"
07-01-2023 12:49:20.297795,"(7.5, 11.5, 10.857142857142858)","(19.0, 21.0, 20.349056603773583)","(6.5, 8.8, 8.618181818181819)","(8.0, 9.6, 9.526315789473683)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.342105263157894)","(1.7, 1.87, 1.8696273291925467)"
07-01-2023 12:49:21.417892,"(8.0, 11.5, 10.857142857142858)","(19.0, 22.0, 21.178571428571427)","(6.5, 8.8, 8.618181818181819)","(8.0, 9.6, 9.526315789473683)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.119047619047619)","(1.7, 1.87, 1.8696273291925467)"
07-01-2023 12:49:22.492374,"(8.0, 11.5, 10.857142857142858)","(19.0, 21.0, 20.952380952380953)","(6.5, 8.8, 8.600000000000001)","(8.0, 9.4, 9.3)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.119047619047619)","(1.7, 1.87, 1.8694736842105264)"
07-01-2023 12:49:23.530496,"(8.0, 11.5, 10.857142857142858)","(19.0, 21.0, 20.952380952380953)","(6.5, 8.8, 8.622222222222224)","(8.0, 9.4, 9.272727272727272)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.119047619047619)","(1.7, 1.87, 1.8625)"
07-01-2023 12:49:24.626483,"(8.0, 11.5, 10.857142857142858)","(19.0, 21.0, 20.666666666666668)","(6.5, 8.8, 8.622222222222224)","(8.0, 9.4, 9.272727272727272)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.13888888888889)","(1.7, 1.87, 1.8671200000000001)"
07-01-2023 12:49:25.820640,"(8.0, 11.5, 10.9)","(19.0, 21.0, 20.6)","(6.5, 8.8, 8.7)","(8.0, 9.2, 9.11111111111111)","(101.0, 200.0, 192.22222222222223)","(8.5, 10.5, 10.26530612244898)","(1.7, 1.87, 1.8633640552995392)"
07-01-2023 12:49:26.992127,"(8.0, 11.5, 10.9)","(19.0, 21.0, 20.333333333333332)","(6.5, 8.8, 8.7)","(8.0, 9.2, 9.11111111111111)","(101.0, 200.0, 192.22222222222223)","(8.5, 11.0, 10.290909090909091)","(1.7, 1.87, 1.8684962406015038)"
07-01-2023 12:49:28.059131,"(8.0, 11.5, 10.9)","(19.0, 21.0, 20.266666666666666)","(6.5, 8.8, 8.7)","(8.0, 9.2, 9.11111111111111)","(101.0, 200.0, 191.25)","(8.5, 11.0, 10.290909090909091)","(1.7, 1.87, 1.8636904761904762)"
07-01-2023 12:49:29.317285,"(8.0, 11.5, 10.9)","(19.0, 21.0, 20.266666666666666)","(6.5, 8.8, 8.7)","(8.0, 9.2, 9.11111111111111)","(101.0, 200.0, 191.25)","(8.5, 11.0, 10.290909090909091)","(1.7, 1.87, 1.8636904761904762)"
07-01-2023 12:49:30.654762,"(8.0, 11.5, 10.9)","(19.0, 21.0, 20.214285714285715)","(6.5, 8.8, 8.7)","(8.0, 9.2, 9.12258064516129)","(101.0, 200.0, 191.25)","(8.5, 11.0, 10.290909090909091)","(1.7, 1.87, 1.8636904761904762)"
07-01-2023 12:49:31.901444,"(8.0, 11.5, 10.9)","(19.0, 21.0, 20.214285714285715)","(6.5, 8.8, 8.7)","(8.0, 9.2, 9.05)","(101.0, 200.0, 191.25)","(8.5, 11.0, 10.133333333333333)","(1.7, 1.88, 1.864375)"
07-01-2023 12:49:33.217357,"(8.0, 11.5, 10.9)","(19.0, 21.0, 20.214285714285715)","(6.5, 8.8, 8.7)","(8.0, 9.2, 9.077777777777778)","(101.0, 200.0, 191.25)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.88, 1.8616000000000001)"
07-01-2023 12:49:34.395363,"(8.0, 11.5, 10.9)","(19.0, 21.0, 20.0625)","(6.5, 9.0, 8.77142857142857)","(8.0, 9.0, 8.90344827586207)","(101.0, 200.0, 191.25)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.87, 1.864)"
07-01-2023 12:49:35.477023,"(8.0, 11.5, 10.9)","(19.0, 21.0, 20.05263157894737)","(6.5, 9.0, 8.68)","(8.0, 9.0, 8.932631578947369)","(101.0, 200.0, 191.25)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.87, 1.864)"
07-01-2023 12:49:36.598265,"(8.0, 11.5, 10.9)","(19.0, 21.0, 20.05263157894737)","(6.5, 9.0, 8.68)","(8.0, 9.0, 8.932631578947369)","(101.0, 200.0, 191.25)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.87, 1.864)"
07-01-2023 12:49:37.726314,"(8.0, 11.5, 10.9)","(18.0, 21.0, 20.05263157894737)","(6.5, 9.0, 8.68)","(8.0, 9.0, 8.831578947368422)","(101.0, 200.0, 191.25)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.87, 1.864)"
07-01-2023 12:49:38.796099,"(8.0, 11.5, 10.9)","(18.0, 21.0, 20.05263157894737)","(6.5, 9.0, 8.68)","(8.0, 9.0, 8.831578947368422)","(101.0, 200.0, 191.25)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.87, 1.864)"
07-01-2023 12:49:39.925933,"(8.0, 11.5, 10.9)","(18.0, 20.0, 19.88888888888889)","(6.5, 9.0, 8.941176470588236)","(8.0, 9.0, 8.831578947368422)","(101.0, 200.0, 193.33333333333334)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.87, 1.864)"
07-01-2023 12:49:41.016162,"(8.0, 11.5, 10.9)","(18.0, 21.0, 20.307692307692307)","(6.5, 9.0, 8.941176470588236)","(8.0, 9.0, 8.831578947368422)","(101.0, 200.0, 175.0)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.87, 1.8726744186046511)"
07-01-2023 12:49:42.163304,"(8.0, 11.5, 10.9)","(18.0, 21.0, 20.307692307692307)","(6.5, 9.0, 8.847619047619048)","(8.0, 9.0, 8.831578947368422)","(101.0, 200.0, 175.0)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.88, 1.878099173553719)"
07-01-2023 12:49:43.431295,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.2875)","(6.5, 9.0, 8.847619047619048)","(8.0, 9.0, 8.831578947368422)","(101.0, 200.0, 175.0)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.88, 1.8777083333333333)"
07-01-2023 12:49:44.663498,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.2875)","(6.5, 9.0, 8.847619047619048)","(8.0, 9.0, 8.823076923076924)","(101.0, 200.0, 175.0)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.88, 1.87544776119403)"
07-01-2023 12:49:45.742312,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.2875)","(6.5, 9.0, 8.847619047619048)","(8.0, 9.0, 8.8375)","(101.0, 200.0, 180.0)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.88, 1.8775735294117646)"
07-01-2023 12:49:46.824051,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.2875)","(6.5, 9.0, 8.811764705882354)","(8.0, 9.0, 8.866666666666667)","(101.0, 200.0, 165.0)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.88, 1.8775735294117646)"
07-01-2023 12:49:47.863428,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.2875)","(6.5, 9.0, 8.811764705882354)","(8.0, 9.0, 8.866666666666667)","(101.0, 190.0, 154.28571428571428)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.88, 1.8775735294117646)"
07-01-2023 12:49:48.928777,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.2875)","(6.5, 9.0, 8.811764705882354)","(8.0, 9.0, 8.866666666666667)","(101.0, 190.0, 154.28571428571428)","(8.5, 11.0, 10.152173913043478)","(1.7, 1.88, 1.8775735294117646)"
07-01-2023 12:49:49.970728,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.2875)","(6.5, 9.0, 8.811764705882354)","(8.0, 9.0, 9.09655172413793)","(101.0, 190.0, 154.28571428571428)","(8.5, 11.0, 10.048780487804878)","(1.7, 1.88, 1.8775735294117646)"
07-01-2023 12:49:51.047623,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.296296296296298)","(6.5, 9.0, 8.872)","(8.0, 9.2, 9.09655172413793)","(101.0, 190.0, 154.28571428571428)","(8.5, 11.0, 10.045454545454545)","(1.7, 1.88, 1.8753535353535353)"
07-01-2023 12:49:52.128820,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.387096774193548)","(6.5, 9.0, 8.8)","(8.0, 9.2, 8.973333333333333)","(101.0, 190.0, 154.28571428571428)","(8.5, 10.5, 10.030303030303031)","(1.7, 1.89, 1.882625)"
07-01-2023 12:49:53.121884,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.387096774193548)","(6.5, 9.0, 8.826086956521738)","(8.0, 9.2, 8.973333333333333)","(101.0, 190.0, 154.28571428571428)","(8.5, 10.5, 10.030303030303031)","(1.7, 1.89, 1.877578947368421)"
07-01-2023 12:49:54.194865,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.387096774193548)","(6.5, 9.0, 8.8)","(8.0, 9.2, 9.038095238095238)","(101.0, 190.0, 154.28571428571428)","(8.5, 10.5, 10.030303030303031)","(1.7, 1.89, 1.877578947368421)"
07-01-2023 12:49:55.228398,"(8.0, 11.5, 10.807692307692308)","(18.0, 21.0, 20.387096774193548)","(6.5, 9.0, 8.8)","(8.0, 9.2, 9.038095238095238)","(101.0, 190.0, 154.28571428571428)","(8.5, 10.5, 10.030303030303031)","(1.7, 1.89, 1.8720879120879121)"
07-01-2023 12:49:56.346110,"(8.0, 11.5, 10.807692307692308)","(18.0, 22.0, 21.5)","(6.5, 9.0, 8.71111111111111)","(8.0, 9.2, 8.9)","(101.0, 190.0, 154.28571428571428)","(8.5, 10.5, 10.030303030303031)","(1.7, 1.88, 1.8749295774647887)"
07-01-2023 12:49:57.507236,"(8.0, 11.5, 10.807692307692308)","(18.0, 22.0, 21.684210526315788)","(6.5, 9.0, 8.71111111111111)","(8.0, 9.0, 8.953488372093023)","(101.0, 190.0, 154.28571428571428)","(8.5, 10.5, 10.030303030303031)","(1.7, 1.88, 1.8749295774647887)"
07-01-2023 12:49:58.684515,"(8.0, 11.5, 10.807692307692308)","(18.0, 22.0, 21.565217391304348)","(6.5, 9.0, 8.71111111111111)","(8.0, 9.0, 9.075)","(101.0, 190.0, 154.28571428571428)","(8.5, 10.5, 10.030303030303031)","(1.7, 1.88, 1.8735714285714284)"
07-01-2023 12:49:59.791923,"(8.0, 11.5, 10.807692307692308)","(18.0, 22.0, 21.565217391304348)","(6.5, 9.0, 8.71111111111111)","(8.0, 9.2, 9.053846153846154)","(101.0, 190.0, 154.28571428571428)","(8.5, 10.5, 10.024390243902438)","(1.7, 1.88, 1.8735714285714284)"
07-01-2023 12:50:00.819931,"(8.0, 11.5, 10.807692307692308)","(18.0, 22.0, 21.901639344262296)","(6.5, 9.0, 8.71111111111111)","(8.0, 9.2, 9.053846153846154)","(101.0, 190.0, 154.28571428571428)","(8.5, 10.5, 10.024390243902438)","(1.7, 1.88, 1.8648854961832062)"
07-01-2023 12:50:01.887730,"(8.0, 11.5, 10.807692307692308)","(18.0, 23.0, 22.16)","(6.5, 9.0, 8.71111111111111)","(8.0, 9.2, 9.01)","(101.0, 190.0, 156.66666666666666)","(8.5, 10.5, 10.024390243902438)","(1.7, 1.87, 1.8656140350877195)"
07-01-2023 12:50:02.994643,"(8.0, 11.5, 10.807692307692308)","(18.0, 23.0, 22.16)","(6.5, 9.0, 8.71111111111111)","(8.0, 9.2, 9.153191489361701)","(101.0, 190.0, 175.0)","(8.5, 10.5, 10.024390243902438)","(1.7, 1.87, 1.865925925925926)"
07-01-2023 12:50:04.083009,"(8.0, 11.5, 11.363636363636363)","(18.0, 22.0, 21.514851485148515)","(6.5, 9.0, 8.984761904761905)","(8.0, 9.2, 9.315384615384616)","(101.0, 190.0, 178.75)","(8.5, 10.5, 9.982608695652175)","(1.7, 1.87, 1.8657657657657658)"
07-01-2023 12:50:05.180581,"(8.0, 11.5, 11.377272727272727)","(18.0, 22.0, 21.617977528089888)","(6.5, 9.0, 8.984761904761905)","(8.0, 9.4, 9.315384615384616)","(101.0, 190.0, 180.0)","(8.5, 10.5, 9.982608695652175)","(1.7, 1.87, 1.8657657657657658)"
07-01-2023 12:50:06.173434,"(8.0, 11.5, 11.377272727272727)","(18.0, 22.0, 21.617977528089888)","(6.5, 9.0, 8.984761904761905)","(8.0, 9.4, 9.270588235294117)","(101.0, 190.0, 180.0)","(8.5, 10.5, 9.813725490196079)","(1.7, 1.87, 1.865925925925926)"
07-01-2023 12:50:07.172532,"(8.0, 11.5, 11.224489795918368)","(18.0, 22.0, 21.617977528089888)","(6.5, 9.0, 8.97090909090909)","(8.0, 9.4, 9.270588235294117)","(101.0, 190.0, 180.0)","(8.5, 10.5, 9.813725490196079)","(1.7, 1.87, 1.865925925925926)"
07-01-2023 12:50:08.279444,"(8.0, 11.5, 11.224489795918368)","(18.0, 22.0, 21.617977528089888)","(6.5, 9.0, 8.97090909090909)","(8.0, 9.4, 9.237037037037037)","(101.0, 190.0, 180.0)","(8.5, 10.5, 9.815555555555557)","(1.7, 1.87, 1.8729411764705883)"
07-01-2023 12:50:09.468122,"(8.0, 11.5, 11.22)","(18.0, 22.0, 21.617977528089888)","(6.5, 9.0, 8.97090909090909)","(8.0, 9.4, 9.235714285714286)","(101.0, 190.0, 180.0)","(8.5, 10.5, 9.850000000000001)","(1.7, 1.88, 1.884222222222222)"
07-01-2023 12:50:10.602014,"(8.0, 11.5, 11.211538461538462)","(18.0, 22.0, 21.682692307692307)","(6.5, 9.0, 9.09375)","(8.0, 9.4, 9.281481481481482)","(101.0, 190.0, 180.0)","(8.5, 10.0, 9.757575757575758)","(1.7, 1.89, 1.865138888888889)"
07-01-2023 12:50:11.677787,"(8.0, 11.5, 11.275)","(18.0, 22.0, 21.724489795918366)","(6.5, 9.2, 9.09375)","(8.0, 9.4, 9.291666666666666)","(101.0, 190.0, 180.0)","(8.5, 9.8, 9.909090909090908)","(1.7, 1.87, 1.8635185185185186)"
07-01-2023 12:50:12.702886,"(8.0, 11.5, 11.294642857142858)","(18.0, 22.0, 21.724489795918366)","(6.5, 9.2, 9.076470588235294)","(8.0, 9.4, 9.291666666666666)","(101.0, 190.0, 180.0)","(8.5, 10.0, 9.83859649122807)","(1.7, 1.87, 1.8560784313725491)"
07-01-2023 12:50:13.669287,"(8.0, 11.5, 11.294642857142858)","(18.0, 22.0, 21.69607843137255)","(6.5, 9.2, 9.076470588235294)","(8.0, 9.4, 9.281818181818181)","(101.0, 190.0, 180.0)","(8.5, 10.0, 9.83859649122807)","(1.7, 1.86, 1.862909090909091)"
07-01-2023 12:50:14.733343,"(8.0, 11.5, 11.294642857142858)","(18.0, 22.0, 21.69607843137255)","(6.5, 9.2, 9.076470588235294)","(8.0, 9.4, 9.281818181818181)","(101.0, 190.0, 180.0)","(8.5, 10.0, 9.83859649122807)","(1.7, 1.87, 1.8633962264150945)"
07-01-2023 12:50:15.830819,"(8.0, 11.5, 11.294642857142858)","(18.0, 22.0, 21.645454545454545)","(7.0, 9.2, 9.076470588235294)","(8.0, 9.4, 9.35)","(101.0, 190.0, 180.0)","(8.5, 10.0, 9.652631578947368)","(1.7, 1.87, 1.8633962264150945)"
07-01-2023 12:50:16.900268,"(8.0, 11.5, 11.294642857142858)","(18.0, 22.0, 21.645454545454545)","(7.0, 9.2, 9.076470588235294)","(8.0, 9.4, 9.417391304347825)","(101.0, 190.0, 180.0)","(8.5, 9.8, 9.51)","(1.7, 1.87, 1.8667058823529412)"
07-01-2023 12:50:17.878656,"(8.0, 11.5, 11.294642857142858)","(18.0, 22.0, 21.69607843137255)","(7.0, 9.2, 9.076470588235294)","(8.0, 9.6, 9.417391304347825)","(101.0, 190.0, 180.0)","(8.5, 9.6, 9.51)","(1.7, 1.87, 1.8667058823529412)"
07-01-2023 12:50:18.858626,"(8.0, 11.5, 11.294642857142858)","(18.0, 23.0, 22.608695652173914)","(7.0, 9.2, 9.076470588235294)","(8.0, 9.6, 9.40408163265306)","(101.0, 190.0, 180.0)","(8.5, 9.6, 9.546153846153846)","(1.7, 1.87, 1.8592207792207793)"
07-01-2023 12:50:19.920285,"(8.0, 11.5, 11.294642857142858)","(18.0, 23.0, 22.789473684210527)","(7.0, 9.2, 9.076470588235294)","(8.0, 9.6, 9.399999999999999)","(101.0, 190.0, 180.0)","(8.5, 9.6, 9.546153846153846)","(1.7, 1.87, 1.8592207792207793)"
07-01-2023 12:50:21.031441,"(8.0, 11.5, 11.294642857142858)","(18.0, 23.0, 22.789473684210527)","(7.0, 9.2, 9.09375)","(8.0, 9.6, 9.308108108108108)","(101.0, 190.0, 180.0)","(8.5, 9.6, 9.425)","(1.7, 1.87, 1.8567200000000001)"
07-01-2023 12:50:22.083418,"(8.0, 11.5, 11.294642857142858)","(18.0, 23.0, 22.9)","(7.0, 9.2, 9.088524590163933)","(8.0, 9.6, 9.308108108108108)","(101.0, 190.0, 180.0)","(8.5, 9.6, 9.425)","(1.7, 1.87, 1.8520833333333335)"
07-01-2023 12:50:23.049436,"(8.0, 11.5, 11.294642857142858)","(18.0, 23.0, 22.257142857142856)","(7.0, 9.2, 9.088524590163933)","(8.0, 9.6, 9.308108108108108)","(101.0, 190.0, 180.0)","(8.5, 9.6, 9.566666666666666)","(1.7, 1.86, 1.8553086419753086)"
07-01-2023 12:50:24.131423,"(8.0, 11.5, 11.294642857142858)","(18.0, 23.0, 22.257142857142856)","(7.0, 9.2, 9.088524590163933)","(8.0, 9.6, 9.308108108108108)","(101.0, 190.0, 180.0)","(8.5, 9.6, 9.665000000000001)","(1.7, 1.86, 1.8536263736263736)"
07-01-2023 12:50:25.229939,"(8.0, 11.5, 11.294642857142858)","(18.0, 23.0, 22.257142857142856)","(7.0, 9.2, 9.07857142857143)","(8.0, 9.6, 9.308108108108108)","(101.0, 190.0, 180.0)","(8.5, 9.8, 9.665000000000001)","(1.7, 1.86, 1.8551219512195123)"
07-01-2023 12:50:26.324393,"(8.0, 11.5, 11.294642857142858)","(18.0, 23.0, 22.257142857142856)","(7.0, 9.2, 9.07857142857143)","(8.0, 9.6, 9.308108108108108)","(101.0, 190.0, 180.0)","(8.5, 9.8, 9.665000000000001)","(1.7, 1.86, 1.8551219512195123)"
07-01-2023 12:50:27.449193,"(8.0, 11.5, 11.287037037037036)","(18.0, 23.0, 22.257142857142856)","(7.0, 9.2, 9.07857142857143)","(8.0, 9.6, 9.308108108108108)","(101.0, 190.0, 180.0)","(8.5, 9.6, 9.49655172413793)","(1.7, 1.86, 1.8534782608695652)"
07-01-2023 12:50:28.653341,"(8.0, 11.5, 11.287037037037036)","(18.0, 23.0, 22.176470588235293)","(7.0, 9.2, 9.07857142857143)","(8.0, 9.6, 9.308108108108108)","(101.0, 190.0, 180.0)","(8.5, 9.6, 9.488888888888889)","(1.7, 1.86, 1.8534782608695652)"
