,Mary Austin Nz,Plains In Heaven,Emer,Direct Command Nz,Carramar Solomona,Machane Said,Puzzle Piece
07-12-2022 18:39:09.067501,"(41.0, 99999, 99990)","(21.0, 38.0, 33.0)","(4.2, 6.2, 5.66)","(10.0, 99999, 99990)","(2.6, 3.5, 3.3636363636363633)","(3.4, 3.75, 3.72)","(5.0, 7.8, 7.425)"
07-12-2022 18:39:10.029702,"(41.0, 99999, 99990)","(21.0, 38.0, 33.0)","(4.2, 6.2, 5.8625)","(10.0, 99999, 99990)","(2.6, 3.5, 3.3636363636363633)","(3.4, 3.75, 3.72)","(5.0, 7.8, 7.425)"
07-12-2022 18:39:10.982139,"(41.0, 99999, 99990)","(21.0, 38.0, 33.0)","(4.2, 6.2, 5.8625)","(10.0, 99999, 99990)","(2.6, 3.5, 3.3636363636363633)","(3.4, 3.75, 3.72)","(5.0, 7.8, 7.425)"
07-12-2022 18:39:12.002183,"(41.0, 99999, 99990)","(21.0, 38.0, 33.0)","(4.2, 6.2, 5.8625)","(10.0, 99999, 99990)","(2.6, 3.5, 3.3636363636363633)","(3.4, 3.75, 3.72)","(5.0, 7.8, 7.425)"
07-12-2022 18:39:13.023100,"(41.0, 99999, 99990)","(21.0, 38.0, 33.0)","(4.2, 6.2, 5.8625)","(10.0, 99999, 99990)","(2.6, 3.5, 3.3636363636363633)","(3.4, 3.75, 3.72)","(5.0, 7.8, 7.425)"
07-12-2022 18:39:14.016227,"(41.0, 99999, 99990)","(21.0, 38.0, 33.0)","(4.2, 6.2, 5.8625)","(10.0, 99999, 99990)","(2.6, 3.5, 3.356)","(3.4, 3.75, 4.084090909090909)","(5.0, 7.8, 7.425)"
07-12-2022 18:39:15.054033,"(41.0, 99999, 99990)","(21.0, 38.0, 33.0)","(4.2, 6.2, 5.8625)","(10.0, 99999, 99990)","(2.6, 3.5, 3.356)","(3.4, 4.1, 4.084090909090909)","(5.0, 7.8, 7.425)"
07-12-2022 18:39:16.043459,"(41.0, 99999, 99990)","(21.0, 38.0, 33.0)","(4.2, 6.2, 5.8625)","(10.0, 99999, 99990)","(2.6, 3.5, 3.356)","(3.4, 4.1, 4.03421052631579)","(5.0, 7.8, 7.32)"
07-12-2022 18:39:17.008470,"(41.0, 99999, 99990)","(21.0, 38.0, 33.0)","(4.2, 6.2, 5.728571428571429)","(10.0, 99999, 99990)","(2.6, 3.45, 3.3093749999999997)","(3.4, 4.2, 4.052631578947368)","(5.0, 7.8, 7.32)"
07-12-2022 18:39:18.004908,"(41.0, 99999, 99990)","(21.0, 38.0, 32.0)","(4.2, 6.2, 5.678947368421053)","(10.0, 99999, 99990)","(2.6, 3.45, 3.268181818181818)","(3.4, 4.4, 4.386206896551725)","(5.0, 7.8, 7.05)"
07-12-2022 18:39:19.069135,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 6.2, 5.428571428571429)","(10.0, 99999, 99990)","(2.6, 3.4, 3.314285714285714)","(3.4, 4.9, 4.214285714285714)","(5.0, 7.8, 7.05)"
07-12-2022 18:39:20.023408,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 6.0, 5.428571428571429)","(10.0, 99999, 99990)","(2.6, 3.4, 3.314285714285714)","(3.4, 4.9, 4.214285714285714)","(5.0, 7.8, 7.05)"
07-12-2022 18:39:21.002635,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7857142857142865)","(10.0, 99999, 99990)","(2.6, 3.25, 3.0384615384615383)","(3.4, 4.9, 4.241176470588235)","(5.0, 7.8, 7.05)"
07-12-2022 18:39:21.946907,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7857142857142865)","(10.0, 99999, 99990)","(2.6, 3.25, 3.0384615384615383)","(3.4, 4.9, 4.521052631578947)","(5.0, 7.8, 7.05)"
07-12-2022 18:39:22.968603,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7857142857142865)","(10.0, 99999, 99990)","(2.6, 3.25, 3.0384615384615383)","(3.4, 4.9, 4.557142857142857)","(5.0, 7.8, 7.05)"
07-12-2022 18:39:23.947683,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7857142857142865)","(10.0, 99999, 99990)","(2.6, 3.25, 3.0384615384615383)","(3.4, 4.9, 4.418181818181818)","(5.0, 7.8, 7.05)"
07-12-2022 18:39:25.011536,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7857142857142865)","(10.0, 99999, 99990)","(2.6, 3.25, 3.0384615384615383)","(3.4, 4.8, 4.418181818181818)","(5.0, 7.8, 7.05)"
07-12-2022 18:39:26.207087,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7857142857142865)","(10.0, 99999, 99990)","(2.6, 3.25, 3.1333333333333333)","(3.4, 4.8, 4.35)","(5.0, 7.8, 7.066666666666666)"
07-12-2022 18:39:27.194435,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7857142857142865)","(10.0, 99999, 99990)","(2.6, 3.2, 3.1333333333333333)","(3.4, 4.8, 4.35)","(5.0, 7.6, 7.066666666666666)"
07-12-2022 18:39:28.317500,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7857142857142865)","(10.0, 99999, 99990)","(2.6, 3.2, 3.1)","(3.4, 4.8, 4.466666666666667)","(5.0, 7.4, 6.9)"
07-12-2022 18:39:29.500114,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7857142857142865)","(10.0, 99999, 99990)","(2.6, 3.2, 3.018181818181818)","(3.4, 4.8, 4.75)","(5.0, 7.4, 6.9)"
07-12-2022 18:39:30.641671,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7857142857142865)","(10.0, 99999, 99990)","(2.6, 3.2, 3.0166666666666666)","(3.4, 4.8, 4.75)","(5.0, 7.4, 6.9)"
07-12-2022 18:39:31.704899,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7857142857142865)","(10.0, 99999, 99990)","(2.6, 3.2, 3.0166666666666666)","(3.4, 4.8, 4.75)","(5.0, 7.4, 6.9)"
07-12-2022 18:39:32.932986,"(41.0, 99999, 99990)","(21.0, 38.0, 29.333333333333332)","(4.2, 5.9, 5.7)","(10.0, 99999, 99990)","(2.6, 3.2, 3.0285714285714285)","(3.4, 4.8, 4.7875)","(5.0, 7.4, 6.9)"
07-12-2022 18:39:34.001013,"(41.0, 99999, 99990)","(21.0, 38.0, 27.5)","(4.2, 5.9, 5.614285714285715)","(10.0, 99999, 99990)","(2.6, 3.15, 3.0051724137931033)","(3.4, 4.8, 4.75)","(5.0, 7.4, 6.9)"
07-12-2022 18:39:35.071603,"(41.0, 99999, 99990)","(21.0, 38.0, 27.5)","(4.2, 5.9, 5.614285714285715)","(10.0, 99999, 99990)","(2.6, 3.1, 2.884)","(3.4, 5.1, 5.029999999999999)","(5.0, 7.4, 6.9)"
07-12-2022 18:39:36.327370,"(41.0, 99999, 99990)","(21.0, 38.0, 27.5)","(4.2, 5.9, 5.2846153846153845)","(10.0, 99999, 99990)","(2.6, 3.1, 2.878461538461538)","(3.4, 5.0, 4.699999999999999)","(5.0, 7.4, 7.0)"
07-12-2022 18:39:37.431179,"(41.0, 99999, 99990)","(21.0, 38.0, 31.5)","(4.2, 5.9, 5.696296296296296)","(10.0, 99999, 99990)","(2.6, 3.0, 2.8707692307692305)","(3.4, 4.9, 4.8500000000000005)","(5.0, 7.4, 7.0)"
07-12-2022 18:39:38.417354,"(41.0, 99999, 99990)","(21.0, 38.0, 34.1)","(4.2, 5.8, 5.529032258064516)","(10.0, 99999, 99990)","(2.6, 3.0, 2.8707692307692305)","(3.4, 4.9, 4.8500000000000005)","(5.0, 7.4, 7.0)"
07-12-2022 18:39:39.521047,"(41.0, 99999, 99990)","(21.0, 36.0, 29.75)","(4.2, 5.7, 5.208108108108108)","(10.0, 99999, 99990)","(2.6, 3.1, 2.92)","(3.4, 4.9, 4.775)","(5.0, 7.4, 7.1)"
07-12-2022 18:39:40.577575,"(41.0, 99999, 99990)","(21.0, 34.0, 30.8)","(4.2, 5.7, 5.230555555555556)","(10.0, 99999, 99990)","(2.6, 3.1, 2.8133333333333335)","(3.4, 5.0, 4.418181818181818)","(5.0, 7.4, 7.3999999999999995)"
07-12-2022 18:39:41.718178,"(41.0, 99999, 99990)","(21.0, 36.0, 32.0)","(4.2, 5.7, 5.15)","(10.0, 99999, 99990)","(2.6, 3.0, 2.84)","(3.4, 4.8, 4.5285714285714285)","(5.0, 7.6, 7.527272727272727)"
07-12-2022 18:39:42.687898,"(41.0, 99999, 99990)","(21.0, 46.0, 37.36363636363636)","(4.2, 5.7, 5.442857142857143)","(10.0, 99999, 99990)","(2.6, 3.0, 2.84)","(3.4, 4.7, 4.5285714285714285)","(5.0, 7.6, 7.527272727272727)"
07-12-2022 18:39:43.748610,"(41.0, 99999, 99990)","(21.0, 46.0, 32.90909090909091)","(4.2, 5.7, 5.38)","(10.0, 99999, 99990)","(2.6, 3.1, 3.004)","(3.4, 4.7, 4.5285714285714285)","(5.0, 7.6, 7.486363636363636)"
07-12-2022 18:39:44.731421,"(41.0, 99999, 99990)","(21.0, 44.0, 40.44444444444444)","(4.2, 5.7, 5.175)","(10.0, 99999, 99990)","(2.6, 3.1, 2.9153846153846157)","(3.4, 4.6, 4.457142857142856)","(5.0, 7.6, 7.486363636363636)"
07-12-2022 18:39:45.703870,"(41.0, 99999, 99990)","(21.0, 44.0, 34.0)","(4.2, 5.7, 5.34)","(10.0, 99999, 99990)","(2.6, 3.1, 3.046666666666667)","(3.4, 4.5, 4.38)","(5.0, 7.6, 7.390909090909091)"
07-12-2022 18:39:46.735313,"(41.0, 99999, 99990)","(21.0, 44.0, 37.07692307692308)","(4.2, 5.7, 5.5875)","(10.0, 99999, 99990)","(2.6, 3.1, 3.046666666666667)","(3.4, 4.5, 4.46)","(5.0, 7.6, 6.242857142857143)"
07-12-2022 18:39:47.755375,"(41.0, 99999, 99990)","(21.0, 44.0, 39.333333333333336)","(4.2, 5.6, 5.51304347826087)","(10.0, 99999, 99990)","(2.6, 3.1, 2.962)","(3.4, 4.5, 4.655555555555556)","(5.0, 7.6, 7.041176470588235)"
07-12-2022 18:39:48.739717,"(41.0, 99999, 99990)","(21.0, 40.0, 36.0)","(4.2, 5.6, 5.484615384615385)","(10.0, 99999, 99990)","(2.6, 3.1, 2.9536363636363636)","(3.4, 4.7, 4.655555555555556)","(5.0, 7.6, 6.325)"
07-12-2022 18:39:49.720929,"(41.0, 99999, 99990)","(21.0, 40.0, 23.714285714285715)","(4.2, 5.6, 5.484615384615385)","(10.0, 99999, 99990)","(2.6, 3.1, 2.9331034482758622)","(3.4, 4.7, 4.655555555555556)","(5.0, 7.6, 7.26)"
07-12-2022 18:39:50.746389,"(41.0, 99999, 99990)","(21.0, 38.0, 28.727272727272727)","(4.2, 5.6, 5.484615384615385)","(10.0, 99999, 99990)","(2.6, 3.1, 2.9331034482758622)","(3.4, 4.7, 4.655555555555556)","(5.0, 7.6, 7.142857142857142)"
07-12-2022 18:39:51.694077,"(41.0, 99999, 99990)","(21.0, 36.0, 33.5)","(4.2, 5.6, 5.484615384615385)","(10.0, 99999, 99990)","(2.6, 3.1, 2.9331034482758622)","(3.4, 4.7, 4.655555555555556)","(5.0, 7.6, 7.105882352941176)"
07-12-2022 18:39:52.725038,"(41.0, 99999, 99990)","(21.0, 36.0, 30.375)","(4.2, 5.6, 5.54)","(10.0, 99999, 99990)","(2.6, 3.1, 2.9331034482758622)","(3.4, 4.7, 4.655555555555556)","(5.0, 7.6, 7.105882352941176)"
07-12-2022 18:39:53.719955,"(41.0, 99999, 99990)","(21.0, 34.0, 26.0)","(4.2, 5.7, 5.663636363636364)","(10.0, 99999, 99990)","(2.6, 3.05, 2.9575)","(3.4, 4.8, 4.566666666666666)","(5.0, 7.4, 6.9)"
07-12-2022 18:39:54.702907,"(41.0, 99999, 99990)","(21.0, 34.0, 24.823529411764707)","(4.2, 5.7, 5.663636363636364)","(10.0, 99999, 99990)","(2.6, 3.05, 2.9575)","(3.4, 4.8, 4.566666666666666)","(5.0, 7.4, 7.15)"
07-12-2022 18:39:56.054666,"(41.0, 99999, 99990)","(21.0, 34.0, 24.823529411764707)","(4.2, 5.7, 5.663636363636364)","(10.0, 99999, 99990)","(2.6, 3.05, 2.9475)","(3.4, 4.7, 4.693333333333333)","(5.0, 7.4, 6.733333333333333)"
07-12-2022 18:39:57.231607,"(41.0, 99999, 99990)","(21.0, 34.0, 24.823529411764707)","(4.2, 5.7, 5.663636363636364)","(10.0, 99999, 99990)","(2.6, 3.05, 2.9425)","(3.4, 4.7, 5.0375)","(5.0, 7.4, 6.733333333333333)"
07-12-2022 18:39:58.256531,"(41.0, 99999, 99990)","(21.0, 34.0, 23.714285714285715)","(4.2, 7.4, 6.2)","(10.0, 99999, 99990)","(2.6, 3.05, 2.9425)","(3.4, 5.1, 4.929411764705883)","(5.0, 7.4, 6.581818181818182)"
07-12-2022 18:39:59.446878,"(41.0, 99999, 99990)","(21.0, 34.0, 24.571428571428573)","(4.2, 7.2, 6.618181818181818)","(10.0, 99999, 99990)","(2.6, 3.05, 2.9816666666666665)","(3.4, 5.0, 4.929411764705883)","(5.0, 7.4, 6.8909090909090915)"
07-12-2022 18:40:00.970253,"(41.0, 99999, 99990)","(21.0, 34.0, 26.235294117647058)","(4.2, 7.2, 6.285714285714286)","(10.0, 99999, 99990)","(2.6, 3.05, 2.9949999999999997)","(3.4, 5.0, 4.929411764705883)","(5.0, 7.4, 7.026666666666667)"
07-12-2022 18:40:02.277265,"(41.0, 99999, 99990)","(21.0, 34.0, 26.235294117647058)","(4.2, 7.2, 6.285714285714286)","(10.0, 99999, 99990)","(2.6, 3.05, 3.013333333333333)","(3.4, 5.0, 4.929411764705883)","(5.0, 7.4, 6.7)"
07-12-2022 18:40:03.412370,"(41.0, 99999, 99990)","(21.0, 34.0, 26.235294117647058)","(4.2, 7.0, 5.88)","(10.0, 99999, 99990)","(2.6, 3.05, 3.013333333333333)","(3.4, 5.0, 4.929411764705883)","(5.0, 7.4, 6.7)"
07-12-2022 18:40:04.849712,"(41.0, 99999, 99990)","(21.0, 32.0, 27.5)","(4.2, 7.0, 6.11578947368421)","(10.0, 99999, 99990)","(2.6, 3.1, 2.7616666666666667)","(3.4, 4.9, 4.618181818181818)","(5.0, 7.4, 7.026666666666667)"
07-12-2022 18:40:06.046272,"(41.0, 99999, 99990)","(21.0, 30.0, 26.88888888888889)","(4.2, 7.0, 6.11578947368421)","(10.0, 99999, 99990)","(2.6, 3.1, 2.7616666666666667)","(3.4, 4.8, 4.618181818181818)","(5.0, 7.4, 7.283333333333333)"
07-12-2022 18:40:07.239875,"(41.0, 99999, 99990)","(21.0, 30.0, 26.88888888888889)","(4.2, 6.4, 6.28)","(10.0, 99999, 99990)","(2.6, 2.98, 2.7933333333333334)","(3.4, 4.6, 4.12)","(5.0, 7.6, 7.4)"
07-12-2022 18:40:08.414904,"(41.0, 99999, 99990)","(21.0, 30.0, 26.88888888888889)","(4.2, 7.0, 6.681818181818182)","(10.0, 99999, 99990)","(2.6, 2.96, 2.742857142857143)","(3.4, 4.5, 4.242857142857143)","(5.0, 7.6, 5.44)"
07-12-2022 18:40:09.654030,"(41.0, 99999, 99990)","(21.0, 30.0, 27.6)","(4.4, 6.8, 6.7)","(11.0, 99999, 99990)","(2.5, 2.94, 2.716)","(3.4, 4.2, 4.25)","(5.0, 7.2, 6.7)"
07-12-2022 18:40:10.835540,"(41.0, 99999, 99990)","(21.0, 30.0, 29.454545454545453)","(4.4, 7.2, 6.9818181818181815)","(11.0, 99999, 99990)","(2.5, 2.94, 2.716)","(3.4, 4.4, 4.221621621621622)","(5.0, 7.2, 6.88421052631579)"
07-12-2022 18:40:11.957405,"(41.0, 99999, 99990)","(21.0, 30.0, 29.454545454545453)","(4.4, 7.4, 7.25)","(11.0, 99999, 99990)","(2.5, 2.94, 2.669230769230769)","(3.4, 4.6, 4.221621621621622)","(5.0, 7.2, 6.88421052631579)"
07-12-2022 18:40:13.188004,"(41.0, 99999, 99990)","(21.0, 30.0, 29.0)","(4.4, 7.4, 7.181818181818182)","(11.0, 99999, 99990)","(2.5, 2.94, 2.669230769230769)","(3.4, 4.6, 4.209756097560975)","(5.0, 7.2, 6.7272727272727275)"
07-12-2022 18:40:14.254113,"(41.0, 99999, 99990)","(21.0, 30.0, 29.0)","(4.4, 7.4, 7.16)","(11.0, 99999, 99990)","(2.5, 2.94, 2.669230769230769)","(3.4, 4.6, 4.209756097560975)","(5.0, 7.2, 6.514285714285714)"
07-12-2022 18:40:15.534117,"(41.0, 99999, 99990)","(21.0, 30.0, 29.0)","(4.4, 7.4, 7.16)","(11.0, 99999, 99990)","(2.5, 2.94, 2.669230769230769)","(3.4, 4.5, 4.266666666666667)","(4.8, 7.2, 6.720000000000001)"
07-12-2022 18:40:16.755402,"(41.0, 99999, 99990)","(21.0, 30.0, 29.0)","(4.4, 7.4, 7.16)","(11.0, 99999, 99990)","(2.5, 2.94, 2.669230769230769)","(3.4, 4.4, 4.266666666666667)","(4.8, 7.2, 6.720000000000001)"
07-12-2022 18:40:17.944839,"(41.0, 99999, 99990)","(21.0, 30.0, 29.0)","(4.4, 7.4, 7.066666666666667)","(11.0, 99999, 99990)","(2.5, 2.94, 2.604)","(3.4, 4.4, 4.266666666666667)","(4.8, 7.2, 6.514285714285714)"
07-12-2022 18:40:19.312702,"(41.0, 99999, 99990)","(21.0, 30.0, 29.166666666666668)","(4.6, 7.4, 7.185714285714286)","(11.0, 99999, 99990)","(2.45, 2.92, 2.862857142857143)","(3.4, 4.4, 4.266666666666667)","(4.8, 7.2, 6.514285714285714)"
07-12-2022 18:40:20.545717,"(41.0, 99999, 99990)","(21.0, 29.0, 28.2)","(4.6, 7.4, 7.185714285714286)","(11.0, 99999, 99990)","(2.45, 2.92, 2.9048)","(3.4, 4.4, 4.066666666666666)","(4.8, 7.2, 6.514285714285714)"
07-12-2022 18:40:21.651073,"(41.0, 99999, 99990)","(21.0, 30.0, 28.75)","(4.6, 7.4, 7.185714285714286)","(11.0, 99999, 99990)","(2.45, 2.92, 2.9048)","(3.4, 4.2, 4.04)","(4.8, 7.2, 6.533333333333333)"
07-12-2022 18:40:22.817834,"(41.0, 99999, 99990)","(21.0, 30.0, 28.75)","(4.6, 7.4, 7.185714285714286)","(11.0, 99999, 99990)","(2.45, 2.92, 2.9048)","(3.4, 4.2, 4.04)","(4.8, 7.2, 6.533333333333333)"
07-12-2022 18:40:24.103178,"(41.0, 99999, 99990)","(21.0, 30.0, 28.75)","(4.6, 7.4, 7.185714285714286)","(11.0, 99999, 99990)","(2.45, 2.92, 2.894285714285714)","(3.4, 4.2, 4.04)","(4.8, 7.2, 6.7555555555555555)"
07-12-2022 18:40:25.376505,"(41.0, 99999, 99990)","(21.0, 30.0, 29.333333333333332)","(4.6, 7.4, 7.185714285714286)","(11.0, 99999, 99990)","(2.4, 2.92, 2.894285714285714)","(3.4, 4.2, 4.025)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:26.623649,"(41.0, 99999, 99990)","(21.0, 30.0, 29.555555555555557)","(4.6, 7.4, 7.066666666666667)","(11.0, 99999, 99990)","(2.4, 2.92, 2.894285714285714)","(3.4, 4.2, 4.025)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:27.849019,"(41.0, 99999, 99990)","(21.0, 30.0, 29.0)","(4.6, 7.4, 7.185714285714286)","(11.0, 99999, 99990)","(2.4, 2.92, 2.7)","(3.4, 4.2, 4.025)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:29.073657,"(41.0, 99999, 99990)","(21.0, 34.0, 30.923076923076923)","(4.6, 7.4, 7.185714285714286)","(11.0, 99999, 99990)","(2.4, 2.9, 2.7)","(3.4, 4.2, 4.037209302325581)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:30.227924,"(41.0, 99999, 99990)","(21.0, 34.0, 30.5)","(4.6, 7.4, 7.185714285714286)","(11.0, 99999, 99990)","(2.4, 2.9, 2.7)","(3.4, 4.2, 4.037209302325581)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:31.244720,"(41.0, 99999, 99990)","(21.0, 34.0, 31.307692307692307)","(4.6, 7.4, 7.0875)","(11.0, 99999, 99990)","(2.4, 2.9, 2.7)","(3.4, 4.2, 3.970689655172414)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:32.264851,"(41.0, 99999, 99990)","(21.0, 34.0, 31.307692307692307)","(4.6, 7.4, 7.0875)","(11.0, 99999, 99990)","(2.4, 2.9, 2.75)","(3.4, 4.0, 4.025)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:33.250699,"(41.0, 99999, 99990)","(21.0, 34.0, 29.625)","(4.6, 7.4, 6.945454545454545)","(11.0, 99999, 99990)","(2.4, 2.9, 2.7583333333333333)","(3.4, 4.2, 4.025)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:34.243923,"(41.0, 99999, 99990)","(21.0, 34.0, 29.625)","(4.6, 7.4, 7.0875)","(11.0, 99999, 99990)","(2.4, 2.9, 2.7583333333333333)","(3.4, 4.2, 4.025)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:35.227829,"(41.0, 99999, 99990)","(21.0, 34.0, 29.625)","(4.6, 7.4, 7.0875)","(11.0, 99999, 99990)","(2.4, 2.9, 2.7583333333333333)","(3.4, 4.2, 4.025)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:36.332853,"(41.0, 99999, 99990)","(21.0, 34.0, 29.625)","(4.6, 7.4, 6.945454545454545)","(11.0, 99999, 99990)","(2.4, 2.9, 2.7)","(3.4, 4.2, 4.025)","(5.0, 7.2, 6.533333333333333)"
07-12-2022 18:40:37.470608,"(41.0, 99999, 99990)","(21.0, 34.0, 29.0)","(4.6, 7.4, 7.15)","(11.0, 99999, 99990)","(2.4, 2.9, 2.75)","(3.4, 4.2, 3.9650000000000003)","(5.0, 7.2, 6.533333333333333)"
07-12-2022 18:40:38.524749,"(41.0, 99999, 99990)","(21.0, 34.0, 29.0)","(4.6, 7.4, 7.246153846153847)","(11.0, 99999, 99990)","(2.4, 2.9, 2.75)","(3.4, 4.0, 3.9650000000000003)","(5.0, 7.2, 6.533333333333333)"
07-12-2022 18:40:39.549027,"(41.0, 99999, 99990)","(21.0, 32.0, 29.375)","(4.6, 7.4, 7.246153846153847)","(11.0, 99999, 99990)","(2.4, 2.9, 2.75)","(3.4, 4.0, 3.9650000000000003)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:40.568539,"(41.0, 99999, 99990)","(21.0, 32.0, 29.375)","(4.6, 7.4, 7.246153846153847)","(11.0, 99999, 99990)","(2.4, 2.9, 2.691304347826087)","(3.4, 4.0, 3.9650000000000003)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:41.643327,"(41.0, 99999, 99990)","(21.0, 32.0, 30.0)","(4.6, 7.4, 7.246153846153847)","(11.0, 99999, 99990)","(2.4, 2.9, 2.6888)","(3.4, 4.0, 3.9650000000000003)","(5.0, 7.2, 6.7555555555555555)"
07-12-2022 18:40:42.737767,"(41.0, 99999, 99990)","(21.0, 32.0, 28.88888888888889)","(4.6, 7.4, 7.246153846153847)","(11.0, 99999, 99990)","(2.4, 2.86, 2.78)","(3.4, 4.0, 3.9650000000000003)","(5.0, 7.2, 6.628571428571429)"
07-12-2022 18:40:43.812892,"(41.0, 99999, 99990)","(21.0, 32.0, 28.88888888888889)","(4.6, 7.4, 7.246153846153847)","(11.0, 99999, 99990)","(2.4, 2.86, 2.78)","(3.4, 4.0, 3.9650000000000003)","(5.0, 7.2, 6.628571428571429)"
