,Elizabethan Era,Arma Veyron,Moreartsthanclass,Whereyagoinbabe,Martha Lavinia,Dougs Cino,Moneymakinmonkey,Ronzel Micky,Maxines Delight,Coco Beach
10-01-2023 20:47:56.640178,"(61.0, 85.0, 75.0)","(4.4, 8.8, 8.457142857142857)","(12.0, 13.5, 12.65)","(5.0, 7.8, 8.133333333333333)","(6.5, 7.6, 6.870588235294117)","(8.0, 11.5, 11.545454545454545)","(15.0, 25.0, 21.307692307692307)","(91.0, 150.0, 123.33333333333333)","(7.5, 9.0, 8.4)","(3.6, 3.75, 3.727777777777778)"
10-01-2023 20:47:58.119806,"(61.0, 85.0, 75.0)","(4.4, 8.8, 8.615384615384617)","(12.0, 14.0, 12.636363636363637)","(5.0, 9.2, 8.3)","(6.5, 7.4, 6.866666666666666)","(8.0, 12.0, 11.666666666666666)","(15.0, 25.0, 21.5)","(91.0, 150.0, 123.33333333333333)","(7.5, 9.0, 8.2)","(3.6, 3.75, 3.727777777777778)"
10-01-2023 20:47:59.820173,"(61.0, 85.0, 75.0)","(4.4, 8.8, 8.615384615384617)","(12.0, 14.0, 12.75)","(5.0, 8.8, 8.65)","(6.5, 7.4, 6.866666666666666)","(8.0, 12.0, 11.666666666666666)","(15.0, 24.0, 24.666666666666668)","(91.0, 150.0, 120.0)","(7.5, 9.0, 8.2)","(3.6, 3.75, 3.727777777777778)"
10-01-2023 20:48:01.373762,"(61.0, 85.0, 75.0)","(4.4, 8.8, 9.64)","(12.0, 14.0, 12.75)","(5.0, 8.8, 8.2)","(6.5, 7.4, 6.866666666666666)","(8.0, 12.0, 11.666666666666666)","(16.0, 25.0, 22.823529411764707)","(91.0, 140.0, 140.0)","(7.5, 9.0, 8.2)","(3.5, 3.75, 3.727777777777778)"
10-01-2023 20:48:03.005520,"(61.0, 85.0, 75.0)","(4.6, 9.8, 9.266666666666667)","(12.0, 14.0, 12.75)","(5.0, 8.6, 8.0)","(6.5, 7.4, 6.866666666666666)","(8.0, 12.0, 11.666666666666666)","(16.0, 26.0, 23.176470588235293)","(91.0, 170.0, 122.5)","(7.5, 9.0, 7.909090909090909)","(3.5, 3.75, 3.727777777777778)"
10-01-2023 20:48:04.715252,"(61.0, 85.0, 75.0)","(4.6, 9.8, 9.266666666666667)","(12.0, 14.0, 12.75)","(5.0, 8.6, 8.0)","(6.5, 7.4, 6.866666666666666)","(8.0, 12.0, 11.666666666666666)","(16.0, 24.0, 23.176470588235293)","(91.0, 160.0, 122.5)","(7.5, 9.0, 7.909090909090909)","(3.5, 3.75, 3.727777777777778)"
10-01-2023 20:48:06.433891,"(61.0, 85.0, 75.0)","(4.6, 9.8, 9.378947368421054)","(12.0, 14.0, 12.666666666666666)","(5.0, 8.6, 7.714285714285714)","(6.5, 7.4, 7.444444444444445)","(8.0, 12.0, 11.666666666666666)","(16.0, 24.0, 23.82758620689655)","(91.0, 160.0, 122.5)","(7.5, 9.0, 7.909090909090909)","(3.5, 3.75, 3.6441176470588235)"
10-01-2023 20:48:07.973734,"(61.0, 85.0, 75.0)","(4.6, 9.8, 9.378947368421054)","(12.0, 14.0, 12.666666666666666)","(5.0, 8.4, 7.714285714285714)","(6.5, 7.8, 7.428571428571428)","(8.0, 12.0, 11.428571428571429)","(16.0, 26.0, 24.551724137931036)","(91.0, 160.0, 122.5)","(7.5, 9.0, 7.909090909090909)","(3.5, 3.75, 3.6441176470588235)"
10-01-2023 20:48:09.441791,"(61.0, 85.0, 75.0)","(4.6, 9.8, 9.378947368421054)","(12.0, 14.0, 12.666666666666666)","(5.0, 8.4, 8.057142857142857)","(6.5, 7.6, 7.090909090909091)","(8.0, 12.0, 11.428571428571429)","(16.0, 26.0, 24.727272727272727)","(91.0, 160.0, 122.5)","(7.5, 9.0, 7.909090909090909)","(3.5, 3.75, 3.6441176470588235)"
10-01-2023 20:48:10.883196,"(61.0, 85.0, 75.0)","(5.5, 9.8, 9.378947368421054)","(12.0, 14.0, 12.136363636363637)","(5.5, 8.4, 8.057142857142857)","(6.0, 7.6, 7.085714285714285)","(8.0, 12.0, 11.428571428571429)","(16.0, 26.0, 24.761904761904763)","(91.0, 160.0, 118.33333333333333)","(7.5, 9.0, 7.909090909090909)","(3.3, 3.75, 3.6441176470588235)"
10-01-2023 20:48:12.293294,"(61.0, 85.0, 82.14285714285714)","(5.5, 9.8, 9.378947368421054)","(12.0, 12.5, 12.136363636363637)","(5.5, 8.4, 8.057142857142857)","(6.0, 7.6, 7.085714285714285)","(8.0, 12.0, 11.428571428571429)","(16.0, 26.0, 24.64)","(91.0, 160.0, 123.33333333333333)","(7.5, 9.0, 7.909090909090909)","(3.3, 3.75, 3.673076923076923)"
10-01-2023 20:48:13.759175,"(61.0, 85.0, 80.0)","(5.5, 9.8, 9.16)","(12.0, 12.5, 11.833333333333334)","(5.5, 8.4, 8.057142857142857)","(6.0, 7.6, 7.375)","(8.0, 12.0, 11.428571428571429)","(17.0, 27.0, 24.318181818181817)","(91.0, 150.0, 120.0)","(7.0, 9.0, 7.909090909090909)","(3.3, 3.75, 3.673076923076923)"
10-01-2023 20:48:15.261261,"(61.0, 85.0, 82.14285714285714)","(5.5, 9.8, 9.22857142857143)","(12.0, 12.5, 11.3)","(5.5, 8.4, 8.057142857142857)","(6.0, 7.6, 7.666666666666667)","(8.0, 12.0, 11.428571428571429)","(17.0, 27.0, 24.318181818181817)","(91.0, 140.0, 120.0)","(7.0, 9.0, 7.909090909090909)","(3.3, 3.75, 3.6342105263157896)"
10-01-2023 20:48:16.744722,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.16)","(12.0, 12.5, 11.3)","(5.5, 8.4, 8.057142857142857)","(6.0, 8.0, 7.56)","(8.0, 12.0, 11.428571428571429)","(17.0, 27.0, 26.142857142857142)","(91.0, 140.0, 120.0)","(7.0, 9.0, 7.909090909090909)","(3.3, 3.75, 3.6342105263157896)"
10-01-2023 20:48:18.137012,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.16)","(12.0, 12.5, 11.3)","(5.5, 8.4, 8.057142857142857)","(6.0, 7.8, 7.644444444444445)","(8.0, 12.0, 11.428571428571429)","(17.0, 27.0, 25.29032258064516)","(91.0, 140.0, 120.0)","(7.0, 9.0, 7.909090909090909)","(3.3, 3.75, 3.6342105263157896)"
10-01-2023 20:48:19.610377,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.561904761904763)","(12.0, 12.5, 11.3)","(5.5, 8.4, 8.335135135135136)","(6.0, 8.0, 7.644444444444445)","(8.0, 12.0, 11.428571428571429)","(17.0, 28.0, 25.11111111111111)","(91.0, 140.0, 120.0)","(7.0, 9.0, 7.909090909090909)","(3.3, 3.75, 3.6342105263157896)"
10-01-2023 20:48:21.037003,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.22857142857143)","(11.0, 12.5, 11.3)","(5.5, 8.4, 8.337662337662337)","(6.0, 8.0, 7.6)","(8.0, 12.0, 11.428571428571429)","(17.0, 28.0, 25.11111111111111)","(91.0, 140.0, 120.0)","(7.0, 9.0, 7.909090909090909)","(3.2, 3.75, 3.6999999999999997)"
10-01-2023 20:48:22.395243,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.22857142857143)","(11.0, 12.5, 11.3)","(5.5, 8.4, 8.123076923076923)","(6.0, 7.8, 7.507692307692308)","(8.0, 12.0, 11.428571428571429)","(17.0, 28.0, 25.11111111111111)","(91.0, 140.0, 120.0)","(7.0, 9.0, 8.431578947368422)","(3.2, 3.8, 3.4766666666666666)"
10-01-2023 20:48:23.762639,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.22857142857143)","(11.0, 12.5, 11.3)","(5.5, 8.4, 8.142857142857142)","(6.0, 8.0, 7.575)","(8.0, 12.0, 11.555555555555555)","(17.0, 28.0, 25.11111111111111)","(91.0, 140.0, 120.0)","(7.0, 8.8, 8.3)","(3.2, 3.55, 3.566666666666667)"
10-01-2023 20:48:25.089142,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.700000000000001)","(11.0, 12.5, 11.3)","(5.5, 8.4, 8.333333333333334)","(6.0, 7.8, 7.644444444444445)","(8.0, 12.0, 11.76923076923077)","(17.0, 28.0, 25.11111111111111)","(91.0, 140.0, 120.0)","(7.0, 8.8, 8.2)","(3.2, 3.6, 3.566666666666667)"
10-01-2023 20:48:26.396998,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.700000000000001)","(11.0, 12.5, 11.75)","(5.5, 8.4, 8.3625)","(6.0, 8.0, 7.6)","(8.0, 12.0, 11.833333333333334)","(17.0, 28.0, 26.266666666666666)","(91.0, 140.0, 120.0)","(7.0, 8.6, 8.15)","(3.2, 3.6, 3.575)"
10-01-2023 20:48:27.701822,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.777777777777779)","(11.0, 12.5, 11.136363636363637)","(5.5, 8.4, 8.3625)","(6.0, 7.8, 7.6)","(8.0, 12.0, 11.833333333333334)","(17.0, 28.0, 26.266666666666666)","(91.0, 140.0, 120.0)","(7.0, 8.6, 8.12)","(3.2, 3.6, 3.4964285714285714)"
10-01-2023 20:48:29.111012,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.73846153846154)","(11.0, 11.5, 10.884615384615385)","(5.5, 8.4, 8.3625)","(6.0, 7.8, 7.6)","(8.0, 12.0, 11.666666666666666)","(17.0, 28.0, 26.242424242424242)","(91.0, 140.0, 120.0)","(7.0, 8.6, 8.12)","(3.2, 3.55, 3.4964285714285714)"
10-01-2023 20:48:30.567849,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.725000000000001)","(11.0, 11.5, 10.884615384615385)","(5.5, 8.4, 8.3625)","(6.0, 7.8, 7.5200000000000005)","(8.0, 12.0, 11.76923076923077)","(17.0, 28.0, 26.923076923076923)","(91.0, 140.0, 120.0)","(7.0, 8.6, 8.388235294117647)","(3.2, 3.55, 3.4964285714285714)"
10-01-2023 20:48:31.896808,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.725000000000001)","(11.0, 11.5, 10.884615384615385)","(5.5, 8.4, 8.3625)","(6.0, 8.0, 7.85)","(8.0, 12.0, 11.76923076923077)","(17.0, 28.0, 26.923076923076923)","(91.0, 140.0, 120.0)","(7.0, 8.6, 7.8)","(3.2, 3.55, 3.4964285714285714)"
10-01-2023 20:48:33.190776,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.746666666666668)","(11.0, 11.5, 12.38888888888889)","(5.5, 8.4, 8.3625)","(6.0, 8.2, 7.742857142857142)","(8.5, 12.0, 11.789473684210526)","(17.0, 28.0, 26.266666666666666)","(91.0, 140.0, 120.0)","(7.0, 8.6, 7.8)","(3.2, 3.55, 3.4964285714285714)"
10-01-2023 20:48:34.437608,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.746666666666668)","(11.0, 12.5, 12.38888888888889)","(5.5, 8.4, 8.3625)","(6.0, 8.2, 7.72)","(8.5, 12.5, 11.789473684210526)","(17.0, 29.0, 26.35483870967742)","(91.0, 140.0, 120.0)","(7.0, 8.6, 8.1)","(3.2, 3.55, 3.4964285714285714)"
10-01-2023 20:48:35.721771,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.746666666666668)","(11.0, 12.0, 11.5)","(5.5, 8.4, 8.3625)","(6.0, 8.2, 7.72)","(8.5, 12.5, 11.666666666666666)","(18.0, 29.0, 26.266666666666666)","(91.0, 140.0, 120.0)","(7.0, 8.4, 8.133333333333333)","(3.2, 3.55, 3.5933333333333333)"
10-01-2023 20:48:36.931319,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.746666666666668)","(11.0, 12.0, 11.4)","(5.5, 8.4, 8.3625)","(6.0, 8.2, 7.707142857142856)","(8.5, 12.0, 11.666666666666666)","(18.0, 29.0, 26.64)","(91.0, 140.0, 120.0)","(7.0, 8.4, 7.81)","(3.2, 3.7, 3.620833333333333)"
10-01-2023 20:48:38.146686,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.746666666666668)","(11.0, 12.0, 11.4)","(5.5, 8.4, 8.266666666666667)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.833333333333334)","(18.0, 30.0, 26.64)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.68)","(3.2, 3.65, 3.5115384615384615)"
10-01-2023 20:48:39.393304,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.746666666666668)","(11.0, 12.0, 11.4)","(5.5, 8.4, 8.266666666666667)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.833333333333334)","(18.0, 30.0, 27.0)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.663157894736842)","(3.2, 3.65, 3.6125)"
10-01-2023 20:48:40.631132,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.700000000000001)","(11.0, 12.0, 11.4)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.833333333333334)","(18.0, 30.0, 27.0)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.663157894736842)","(3.2, 3.65, 3.5833333333333335)"
10-01-2023 20:48:41.873526,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.700000000000001)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.833333333333334)","(18.0, 30.0, 27.0)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.663157894736842)","(3.2, 3.65, 3.5300000000000002)"
10-01-2023 20:48:43.158601,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.763636363636364)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.833333333333334)","(18.0, 30.0, 27.0)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.663157894736842)","(3.2, 3.65, 3.5300000000000002)"
10-01-2023 20:48:44.463566,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.972972972972974)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.833333333333334)","(18.0, 30.0, 27.764705882352942)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.663157894736842)","(3.2, 3.65, 3.5300000000000002)"
10-01-2023 20:48:45.779461,"(61.0, 85.0, 77.5)","(5.5, 10.5, 9.96)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.833333333333334)","(18.0, 29.0, 27.6)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.663157894736842)","(3.2, 3.65, 3.49)"
10-01-2023 20:48:47.127412,"(61.0, 85.0, 77.5)","(5.5, 10.0, 9.73846153846154)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.833333333333334)","(18.0, 29.0, 27.6)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.663157894736842)","(3.2, 3.65, 3.49)"
10-01-2023 20:48:48.425492,"(61.0, 85.0, 77.5)","(5.5, 9.8, 9.733333333333333)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.588235294117647)","(18.0, 29.0, 27.285714285714285)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.68)","(3.2, 3.65, 3.49)"
10-01-2023 20:48:49.722312,"(61.0, 85.0, 77.5)","(5.5, 10.0, 9.866666666666667)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.588235294117647)","(18.0, 29.0, 27.285714285714285)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.68)","(3.2, 3.65, 3.5300000000000002)"
10-01-2023 20:48:51.008493,"(61.0, 85.0, 77.5)","(5.5, 10.0, 9.938461538461539)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.588235294117647)","(18.0, 29.0, 27.071428571428573)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.654545454545454)","(3.2, 3.65, 3.6166666666666667)"
10-01-2023 20:48:52.295854,"(61.0, 85.0, 77.5)","(5.5, 10.0, 9.938461538461539)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.588235294117647)","(18.0, 29.0, 27.071428571428573)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.654545454545454)","(3.2, 3.7, 3.5571428571428574)"
10-01-2023 20:48:53.578192,"(61.0, 85.0, 77.5)","(5.5, 10.0, 9.938461538461539)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.588235294117647)","(18.0, 29.0, 27.071428571428573)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.654545454545454)","(3.2, 3.7, 3.5785714285714287)"
10-01-2023 20:48:54.816502,"(61.0, 85.0, 77.5)","(5.5, 10.0, 9.938461538461539)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.588235294117647)","(18.0, 29.0, 29.6)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.663157894736842)","(3.2, 3.75, 3.5100000000000002)"
10-01-2023 20:48:56.028562,"(61.0, 85.0, 77.5)","(5.5, 10.0, 9.938461538461539)","(10.0, 12.0, 10.857142857142858)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.588235294117647)","(18.0, 30.0, 29.75)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.510344827586207)","(3.2, 3.75, 3.6166666666666667)"
10-01-2023 20:48:57.267185,"(61.0, 85.0, 77.5)","(5.5, 10.0, 9.938461538461539)","(10.0, 12.0, 10.25)","(5.5, 8.4, 8.393650793650794)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.588235294117647)","(18.0, 30.0, 29.75)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.575)","(3.2, 3.7, 3.632608695652174)"
10-01-2023 20:48:58.487298,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 12.0, 10.9)","(5.5, 8.4, 8.375)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.588235294117647)","(18.0, 30.0, 29.09375)","(91.0, 140.0, 120.0)","(7.0, 8.2, 7.7)","(3.2, 3.75, 3.6714285714285713)"
10-01-2023 20:48:59.741019,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 11.5, 10.375)","(5.5, 8.6, 8.454545454545453)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.588235294117647)","(19.0, 30.0, 29.09375)","(91.0, 140.0, 120.0)","(7.0, 8.0, 7.550000000000001)","(3.2, 3.8, 3.6714285714285713)"
10-01-2023 20:49:01.012018,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 11.5, 10.45)","(5.5, 8.6, 8.709090909090909)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.588235294117647)","(19.0, 30.0, 29.09375)","(91.0, 140.0, 120.0)","(7.0, 8.0, 7.733333333333333)","(3.2, 3.8, 3.71)"
10-01-2023 20:49:02.254587,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 11.5, 10.45)","(5.5, 9.0, 8.573333333333332)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.666666666666666)","(19.0, 30.0, 26.466666666666665)","(91.0, 140.0, 120.0)","(7.0, 8.0, 7.68)","(3.2, 3.8, 3.7217391304347824)"
10-01-2023 20:49:03.554233,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 11.5, 9.428571428571429)","(5.5, 9.0, 8.573333333333332)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.75)","(20.0, 30.0, 26.6875)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.707692307692308)","(3.2, 3.8, 3.7423076923076923)"
10-01-2023 20:49:04.873082,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 10.5, 9.733333333333333)","(5.5, 9.0, 8.573333333333332)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.75)","(20.0, 30.0, 27.054545454545455)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.707692307692308)","(3.2, 3.8, 3.75)"
10-01-2023 20:49:06.157009,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 10.0, 9.535714285714286)","(5.5, 9.0, 8.786666666666667)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.75)","(20.0, 30.0, 27.054545454545455)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.707692307692308)","(3.2, 3.8, 3.7846153846153845)"
10-01-2023 20:49:07.425756,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 10.5, 9.375)","(5.5, 9.0, 8.786666666666667)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.75)","(20.0, 30.0, 27.054545454545455)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.707692307692308)","(3.2, 3.8, 3.8153846153846156)"
10-01-2023 20:49:08.742261,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 10.5, 9.385714285714284)","(5.5, 9.0, 8.786666666666667)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.75)","(20.0, 30.0, 26.4)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.933333333333334)","(3.2, 3.85, 3.826923076923077)"
10-01-2023 20:49:10.153252,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 10.5, 9.6)","(5.5, 9.0, 8.786666666666667)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.75)","(20.0, 30.0, 27.384615384615383)","(91.0, 140.0, 120.0)","(7.0, 8.0, 7.707692307692308)","(3.2, 3.85, 3.7928571428571427)"
10-01-2023 20:49:11.455792,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 10.0, 9.52)","(5.5, 9.0, 8.573333333333332)","(6.0, 8.2, 7.72)","(8.5, 12.0, 11.75)","(20.0, 29.0, 26.666666666666668)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.68)","(3.2, 3.85, 3.7884615384615383)"
10-01-2023 20:49:12.696918,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 10.0, 9.52)","(5.5, 9.0, 8.573333333333332)","(6.0, 8.2, 7.738461538461538)","(8.5, 12.0, 11.75)","(20.0, 29.0, 27.428571428571427)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.688888888888889)","(3.2, 3.85, 3.8261904761904764)"
10-01-2023 20:49:13.975355,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 10.0, 9.52)","(5.5, 9.0, 8.786666666666667)","(6.0, 8.2, 7.738461538461538)","(8.5, 12.0, 11.75)","(20.0, 29.0, 28.0)","(91.0, 140.0, 120.0)","(7.0, 8.0, 7.688888888888889)","(3.2, 3.85, 3.6799999999999997)"
10-01-2023 20:49:15.251732,"(61.0, 85.0, 77.5)","(5.5, 9.0, 8.705263157894736)","(10.0, 10.0, 9.52)","(5.5, 9.0, 8.936842105263157)","(6.0, 8.2, 7.738461538461538)","(8.5, 12.0, 11.75)","(20.0, 29.0, 28.0)","(91.0, 140.0, 120.0)","(7.0, 8.0, 7.688888888888889)","(3.2, 3.8, 3.78125)"
10-01-2023 20:49:16.666712,"(61.0, 85.0, 77.5)","(5.5, 9.0, 9.1)","(10.0, 10.0, 9.52)","(5.5, 9.2, 8.76)","(6.0, 8.2, 7.7862068965517235)","(8.5, 12.0, 11.75)","(20.0, 29.0, 26.761904761904763)","(91.0, 140.0, 120.0)","(7.0, 8.0, 7.5)","(3.2, 3.8, 3.642105263157895)"
10-01-2023 20:49:17.920374,"(61.0, 85.0, 77.5)","(5.5, 9.2, 9.1)","(10.0, 10.0, 9.52)","(5.5, 9.0, 8.625)","(6.0, 8.2, 7.76875)","(8.5, 12.0, 11.75)","(20.0, 30.0, 27.81818181818182)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.430769230769231)","(3.2, 3.8, 3.6666666666666665)"
10-01-2023 20:49:19.196397,"(61.0, 85.0, 77.5)","(5.5, 9.2, 9.166666666666666)","(10.0, 10.0, 9.52)","(5.5, 9.0, 8.625)","(6.0, 8.2, 7.7862068965517235)","(8.5, 12.0, 11.75)","(20.0, 28.0, 27.81818181818182)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.430769230769231)","(3.2, 3.8, 3.6666666666666665)"
10-01-2023 20:49:20.552839,"(61.0, 85.0, 77.5)","(5.5, 9.2, 9.166666666666666)","(10.0, 10.0, 9.781818181818181)","(5.5, 9.0, 8.533333333333333)","(6.0, 8.2, 7.7862068965517235)","(8.5, 12.0, 11.75)","(20.0, 28.0, 27.81818181818182)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.430769230769231)","(3.2, 3.8, 3.6666666666666665)"
10-01-2023 20:49:21.771728,"(61.0, 85.0, 77.5)","(5.5, 9.2, 9.166666666666666)","(10.0, 10.0, 9.733333333333333)","(5.5, 9.2, 8.8)","(6.0, 8.2, 7.7862068965517235)","(8.5, 12.0, 11.75)","(20.0, 28.0, 27.81818181818182)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.430769230769231)","(3.2, 3.8, 3.6666666666666665)"
10-01-2023 20:49:23.102632,"(61.0, 85.0, 77.5)","(5.5, 9.2, 9.166666666666666)","(10.0, 10.0, 9.571428571428571)","(5.5, 9.2, 8.895238095238096)","(6.0, 8.2, 7.739999999999999)","(8.5, 12.0, 11.75)","(20.0, 28.0, 27.81818181818182)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.430769230769231)","(3.2, 3.8, 3.6363636363636362)"
10-01-2023 20:49:24.373741,"(61.0, 85.0, 77.5)","(5.5, 9.2, 9.166666666666666)","(10.0, 10.0, 9.571428571428571)","(5.5, 9.2, 8.895238095238096)","(6.0, 8.2, 7.739999999999999)","(8.5, 12.0, 11.75)","(20.0, 28.0, 28.666666666666668)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.430769230769231)","(3.2, 3.8, 3.6285714285714286)"
10-01-2023 20:49:25.640368,"(61.0, 85.0, 77.5)","(5.5, 9.2, 9.166666666666666)","(10.0, 10.0, 9.52)","(5.5, 9.2, 8.895238095238096)","(6.0, 8.2, 7.7555555555555555)","(8.5, 12.0, 11.75)","(20.0, 30.0, 28.7027027027027)","(91.0, 140.0, 120.0)","(7.0, 7.8, 7.430769230769231)","(3.2, 3.75, 3.625862068965517)"
10-01-2023 20:49:26.889005,"(61.0, 85.0, 77.5)","(5.5, 9.2, 9.04)","(10.0, 10.0, 9.52)","(5.5, 9.2, 8.895238095238096)","(6.0, 8.2, 8.02)","(8.5, 12.0, 11.75)","(20.0, 30.0, 28.7027027027027)","(91.0, 140.0, 132.0)","(7.0, 7.8, 7.430769230769231)","(3.2, 3.75, 3.645652173913043)"
10-01-2023 20:49:28.280059,"(61.0, 85.0, 77.5)","(5.5, 9.6, 9.226666666666667)","(10.0, 10.0, 9.52)","(5.5, 9.2, 8.977777777777778)","(6.0, 8.2, 8.141666666666666)","(8.5, 12.0, 11.75)","(20.0, 30.0, 28.7027027027027)","(91.0, 140.0, 132.0)","(7.0, 7.8, 7.430769230769231)","(3.2, 3.75, 3.645652173913043)"
