,Roxy Danger,Air Head,Tah Tracey,Good Chat,Buckle Up Lila,Primal Dancer,Lyncar Kath,Law Abiding
10-01-2023 11:59:37.920209,"(3.7, 6.6, 6.525)","(4.2, 4.6, 4.226666666666667)","(2.8, 3.3, 3.25)","(8.0, 8.8, 8.630769230769232)","(5.5, 9.0, 8.954545454545455)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 124.16666666666667)","(31.0, 55.0, 51.61538461538461)"
10-01-2023 11:59:39.070317,"(3.7, 6.6, 6.553846153846154)","(4.2, 4.6, 4.226666666666667)","(2.8, 3.3, 3.2411764705882353)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.0, 8.954545454545455)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 135.0)","(31.0, 55.0, 51.61538461538461)"
10-01-2023 11:59:40.223647,"(3.7, 6.6, 6.525)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.209090909090909)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.0, 8.954545454545455)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 135.0)","(31.0, 55.0, 49.0)"
10-01-2023 11:59:41.331490,"(3.7, 6.6, 6.553846153846154)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.209090909090909)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.0, 8.954545454545455)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 135.0)","(31.0, 55.0, 50.5)"
10-01-2023 11:59:42.372124,"(3.7, 6.6, 6.525)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.2411764705882353)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.0, 8.954545454545455)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 135.0)","(31.0, 55.0, 49.0)"
10-01-2023 11:59:43.553482,"(3.7, 6.6, 6.466666666666667)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.2411764705882353)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.4, 9.088888888888889)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 133.33333333333334)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:44.705999,"(3.7, 6.6, 6.371428571428571)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.209090909090909)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.4, 9.088888888888889)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:45.771670,"(3.7, 6.6, 6.466666666666667)","(4.2, 4.6, 4.219047619047619)","(2.8, 3.3, 3.2714285714285714)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.4, 8.954545454545455)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:46.820787,"(3.7, 6.6, 6.553846153846154)","(4.2, 4.6, 4.219047619047619)","(2.8, 3.3, 3.25)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.0, 8.954545454545455)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:47.846556,"(3.7, 6.6, 6.525)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.209090909090909)","(8.0, 8.8, 8.593548387096774)","(5.5, 9.0, 8.954545454545455)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:48.898647,"(3.7, 6.6, 6.553846153846154)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.2411764705882353)","(8.0, 8.8, 8.553846153846154)","(5.5, 9.0, 8.954545454545455)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:49.962181,"(3.7, 6.6, 6.525)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.2714285714285714)","(8.0, 8.8, 8.593548387096774)","(5.5, 9.0, 8.954545454545455)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:51.055790,"(3.7, 6.6, 6.553846153846154)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.209090909090909)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.0, 9.013793103448275)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:52.056224,"(3.7, 6.6, 6.466666666666667)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.209090909090909)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.4, 9.0)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:53.108301,"(3.7, 6.6, 6.371428571428571)","(4.2, 4.6, 4.219047619047619)","(2.8, 3.3, 3.209090909090909)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.4, 9.0)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:54.173303,"(3.7, 6.6, 6.371428571428571)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.209090909090909)","(8.0, 8.8, 8.614285714285716)","(5.5, 9.4, 9.311111111111112)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:55.358905,"(3.7, 6.6, 6.553846153846154)","(4.2, 4.6, 4.216)","(2.8, 3.3, 3.209090909090909)","(8.0, 8.8, 8.233333333333333)","(5.5, 8.8, 8.75)","(26.0, 34.0, 31.11111111111111)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:56.432449,"(3.7, 6.6, 6.525)","(4.2, 4.6, 4.3446808510638295)","(2.8, 3.3, 3.175)","(8.0, 8.8, 8.490909090909092)","(5.5, 8.8, 8.75)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 111.07142857142857)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:57.467278,"(3.7, 6.6, 6.553846153846154)","(4.2, 4.6, 4.3674418604651155)","(2.8, 3.3, 3.175)","(8.0, 8.8, 8.490909090909092)","(5.5, 8.8, 8.75)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:58.575442,"(3.7, 6.0, 5.825454545454545)","(4.2, 4.6, 4.3674418604651155)","(2.8, 3.3, 3.209090909090909)","(8.0, 8.8, 8.505263157894737)","(5.5, 8.8, 9.169230769230769)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 11:59:59.668829,"(3.7, 6.0, 5.816326530612245)","(4.2, 4.6, 4.28421052631579)","(2.8, 3.3, 3.163157894736842)","(8.0, 8.8, 8.505263157894737)","(5.5, 9.6, 9.169230769230769)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 12:00:00.752912,"(3.7, 6.0, 5.790697674418605)","(4.2, 4.6, 4.28421052631579)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.818181818181818)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 12:00:01.856243,"(3.7, 6.0, 5.790697674418605)","(4.2, 4.6, 4.28421052631579)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 51.333333333333336)"
10-01-2023 12:00:02.859933,"(3.7, 6.0, 5.756756756756757)","(4.2, 4.6, 4.28421052631579)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:03.904072,"(3.7, 6.0, 5.85)","(4.2, 4.6, 4.28421052631579)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:04.991150,"(3.7, 6.0, 5.828571428571428)","(4.2, 4.6, 4.28421052631579)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:06.036497,"(3.7, 6.0, 5.85)","(4.2, 4.6, 4.28421052631579)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:07.070892,"(3.7, 6.0, 5.828571428571428)","(4.2, 4.6, 4.327272727272727)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:08.142993,"(3.7, 6.0, 5.85)","(4.2, 4.6, 4.327272727272727)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:09.191731,"(3.7, 6.0, 5.75)","(4.2, 4.6, 4.327272727272727)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:10.208685,"(3.7, 6.0, 5.71875)","(4.2, 4.6, 4.327272727272727)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:11.337427,"(3.7, 6.0, 5.71875)","(4.2, 4.6, 4.327272727272727)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:12.397046,"(3.7, 6.0, 5.85)","(4.2, 4.6, 4.327272727272727)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.213793103448275)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:13.443496,"(3.7, 6.0, 5.866666666666666)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.0)","(26.0, 34.0, 31.214285714285715)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:14.549183,"(3.7, 6.0, 5.88)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.371428571428572)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:15.629132,"(3.7, 6.0, 5.88)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 9.6, 9.666666666666666)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:16.715669,"(3.7, 6.0, 5.88)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.525925925925925)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:17.752696,"(3.7, 6.0, 5.866666666666666)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.525925925925925)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:18.831916,"(3.7, 6.0, 5.866666666666666)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.654054054054054)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:19.879092,"(3.7, 6.0, 5.914285714285715)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.654054054054054)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:20.961401,"(3.7, 6.0, 5.933333333333334)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.654054054054054)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:22.022896,"(3.7, 6.0, 5.94)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.654054054054054)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:23.012181,"(3.7, 6.0, 5.94)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.727659574468085)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:24.047431,"(3.7, 6.0, 5.94)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.663157894736843)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:25.084503,"(3.7, 6.0, 5.94)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.663157894736843)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:26.137133,"(3.7, 6.0, 5.933333333333334)","(4.2, 4.6, 4.2875)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.663157894736843)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:27.222430,"(3.7, 6.0, 5.933333333333334)","(4.2, 4.6, 4.322222222222222)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.663157894736843)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:28.392020,"(3.7, 6.0, 5.933333333333334)","(4.2, 4.5, 4.390909090909091)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.663157894736843)","(26.0, 34.0, 31.94736842105263)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:29.489396,"(3.7, 6.0, 5.94)","(4.2, 4.5, 4.263636363636364)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.466666666666667)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:30.655614,"(3.7, 6.0, 5.94)","(4.2, 4.5, 4.248837209302326)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.552)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:31.683185,"(3.7, 6.0, 5.94)","(4.2, 4.5, 4.248837209302326)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.552)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:32.756952,"(3.7, 6.0, 5.94)","(4.2, 4.5, 4.248837209302326)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.552)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:33.808583,"(3.7, 6.0, 5.94)","(4.2, 4.5, 4.248837209302326)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.552)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:34.883714,"(3.7, 6.0, 5.933333333333334)","(4.2, 4.5, 4.248837209302326)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.817391304347828)","(5.5, 10.0, 9.68)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:36.046185,"(3.7, 6.0, 5.933333333333334)","(4.2, 4.5, 4.248837209302326)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.5)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:37.220189,"(3.7, 6.0, 5.94)","(4.2, 4.5, 4.242857142857143)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.5)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:38.394805,"(3.7, 6.0, 5.94)","(4.2, 4.5, 4.250943396226415)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.5)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:39.646648,"(3.7, 6.0, 5.94)","(4.2, 4.5, 4.230612244897959)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.5)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:40.797512,"(3.7, 6.0, 5.94)","(4.2, 4.5, 4.230612244897959)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.5)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:41.895790,"(3.7, 6.0, 5.94)","(4.2, 4.5, 4.261904761904762)","(2.8, 3.3, 3.163157894736842)","(8.0, 9.0, 8.5)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:43.008191,"(3.8, 6.0, 5.933333333333334)","(4.2, 4.5, 4.251111111111111)","(2.8, 3.3, 3.163157894736842)","(7.5, 9.0, 8.634146341463415)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:44.158943,"(3.8, 6.0, 5.933333333333334)","(4.2, 4.5, 4.251111111111111)","(2.8, 3.3, 3.163157894736842)","(7.5, 9.0, 8.676923076923076)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:45.322126,"(3.8, 6.0, 5.933333333333334)","(4.2, 4.5, 4.197297297297297)","(2.8, 3.3, 3.16)","(7.5, 9.0, 8.7)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:46.429099,"(3.8, 6.0, 5.94)","(4.2, 4.5, 4.16060606060606)","(2.8, 3.3, 3.16)","(7.5, 9.0, 8.7)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 32.411764705882355)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:47.561107,"(3.8, 6.0, 5.94)","(4.2, 4.4, 4.19375)","(2.8, 3.3, 3.16)","(7.5, 9.0, 8.7)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 30.678571428571427)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:48.757591,"(3.8, 6.0, 5.94)","(4.2, 4.4, 4.164285714285714)","(2.8, 3.3, 3.16)","(7.5, 9.0, 8.7)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 30.678571428571427)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
10-01-2023 12:00:49.888946,"(3.8, 6.0, 5.94)","(4.2, 4.4, 4.13)","(2.8, 3.3, 3.16)","(7.5, 9.0, 8.7)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 30.847457627118644)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 50.111111111111114)"
10-01-2023 12:00:50.962664,"(3.8, 6.0, 5.94)","(4.2, 4.4, 4.1225)","(2.8, 3.3, 3.16)","(7.5, 9.0, 8.721739130434782)","(5.5, 10.0, 9.726829268292683)","(26.0, 34.0, 30.847457627118644)","(71.0, 170.0, 112.3076923076923)","(31.0, 55.0, 48.714285714285715)"
