,Ride On Beauty,K K Can,Lunar Prayer,Salty Saul,Black Panda,Bet The Queen,Grams Gal,Shania Sea,Lady Licious
12-01-2023 11:26:53.018114,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:54.022034,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:54.973193,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:55.953457,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:57.152780,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:58.282781,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 5.083333333333333)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:59.319677,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.083333333333333)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:00.448947,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.083333333333333)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:01.510203,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.083333333333333)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:02.507954,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.083333333333333)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:03.588778,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.175)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:04.525685,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.175)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:05.505622,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.175)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:06.459148,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.175)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:07.506607,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.175)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:08.522432,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.266666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:09.474821,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.266666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:10.679269,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.266666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:11.696960,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.266666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:12.689080,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 5.1, 4.845)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:13.680771,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 5.1, 4.8548780487804875)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:14.698468,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 5.1, 4.8548780487804875)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:15.608507,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 5.1, 4.855555555555555)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:16.589964,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:17.621246,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.185)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:18.675052,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.185)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:19.677265,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.2375)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:20.665707,"(1.01, 99999, 99990)","(5.0, 7.8, 6.413333333333333)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.2944444444444443)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:21.655395,"(1.01, 99999, 99990)","(5.0, 7.8, 6.484337349397591)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.2874999999999996)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:22.668820,"(1.01, 99999, 99990)","(5.0, 7.8, 6.426415094339623)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.2874999999999996)","(6.0, 7.4, 6.861538461538462)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:23.620762,"(1.01, 99999, 99990)","(5.0, 7.6, 6.76)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.2874999999999996)","(6.0, 7.4, 6.861538461538462)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:24.588770,"(1.01, 99999, 99990)","(5.0, 7.6, 6.76)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.275)","(6.0, 7.4, 6.861538461538462)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.1875)"
12-01-2023 11:27:25.565981,"(1.01, 99999, 99990)","(5.0, 7.6, 6.76)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.275)","(6.0, 7.4, 6.861538461538462)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 15.0, 12.863636363636363)"
12-01-2023 11:27:26.531545,"(1.01, 99999, 99990)","(5.0, 7.6, 6.76)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 11.36)","(2.6, 3.3, 3.275)","(6.0, 7.4, 6.861538461538462)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:27.467218,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 11.36)","(2.6, 3.3, 3.275)","(6.0, 7.4, 6.546341463414635)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:28.439162,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 13.08421052631579)","(2.6, 3.3, 3.275)","(6.0, 7.4, 6.546341463414635)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.25)"
12-01-2023 11:27:29.361309,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.1, 4.8088235294117645)","(10.0, 15.0, 11.5)","(2.6, 3.3, 3.275)","(6.0, 7.4, 6.546341463414635)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 13.5)"
12-01-2023 11:27:30.420466,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.1, 4.9526315789473685)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.275)","(6.0, 7.4, 6.546341463414635)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.0, 13.5)"
12-01-2023 11:27:31.658389,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.1, 4.9526315789473685)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.275)","(6.0, 7.4, 6.546341463414635)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.0, 13.5)"
12-01-2023 11:27:32.770906,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.1, 4.990909090909091)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.275)","(6.0, 7.4, 6.546341463414635)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.0, 13.5)"
12-01-2023 11:27:33.739376,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.1, 4.990909090909091)","(10.0, 15.0, 11.36)","(2.6, 3.3, 3.275)","(6.0, 7.4, 6.546341463414635)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.0, 13.5)"
12-01-2023 11:27:34.770902,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.1, 4.990909090909091)","(10.0, 15.0, 11.36)","(2.6, 3.3, 3.275)","(6.0, 7.4, 6.546341463414635)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.0, 13.5)"
12-01-2023 11:27:35.940067,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.1, 5.257142857142857)","(10.0, 15.0, 12.083333333333334)","(2.6, 3.3, 3.275)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 46.66666666666667)","(1.01, 99999, 99990)","(8.5, 14.0, 12.8)"
12-01-2023 11:27:37.036432,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.9, 5.257142857142857)","(10.0, 15.0, 12.083333333333334)","(2.6, 3.3, 3.275)","(6.0, 7.2, 6.842105263157895)","(19.0, 60.0, 46.66666666666667)","(1.01, 99999, 99990)","(8.5, 14.0, 12.8)"
12-01-2023 11:27:38.260903,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.9, 5.455555555555556)","(10.0, 15.0, 12.725000000000001)","(2.6, 3.3, 3.275)","(6.0, 7.0, 6.842105263157895)","(19.0, 60.0, 46.66666666666667)","(1.01, 99999, 99990)","(8.5, 14.0, 13.5)"
12-01-2023 11:27:39.380746,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.9, 5.455555555555556)","(10.0, 15.0, 12.725000000000001)","(2.6, 3.3, 3.275)","(6.0, 7.0, 6.842105263157895)","(19.0, 60.0, 41.0)","(1.01, 99999, 99990)","(8.5, 14.0, 13.5)"
12-01-2023 11:27:40.393294,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.9, 5.42)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.275)","(6.0, 7.0, 6.842105263157895)","(19.0, 55.0, 41.0)","(1.01, 99999, 99990)","(8.5, 14.0, 13.15)"
12-01-2023 11:27:41.473083,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.9, 5.654545454545454)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.275)","(6.0, 7.0, 6.842105263157895)","(19.0, 55.0, 41.0)","(1.01, 99999, 99990)","(8.5, 14.5, 12.423076923076923)"
12-01-2023 11:27:42.488580,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.9, 5.654545454545454)","(10.0, 15.0, 12.8125)","(2.6, 3.3, 3.2557692307692307)","(6.0, 7.0, 6.842105263157895)","(19.0, 55.0, 45.714285714285715)","(1.01, 99999, 99990)","(8.5, 14.5, 13.5)"
12-01-2023 11:27:43.503712,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.9, 5.7153846153846155)","(10.0, 15.0, 13.6)","(2.6, 3.3, 3.2557692307692307)","(6.0, 7.0, 6.842105263157895)","(19.0, 50.0, 36.36363636363636)","(1.01, 99999, 99990)","(8.5, 14.0, 13.5)"
12-01-2023 11:27:44.520306,"(1.01, 99999, 99990)","(5.0, 7.6, 6.7272727272727275)","(4.4, 5.9, 5.7153846153846155)","(10.0, 15.0, 11.5)","(2.6, 3.3, 3.2557692307692307)","(6.0, 7.4, 6.626315789473685)","(19.0, 48.0, 35.27272727272727)","(1.01, 99999, 99990)","(8.5, 14.0, 13.5)"
12-01-2023 11:27:45.559258,"(1.01, 99999, 99990)","(5.0, 7.6, 7.3)","(4.4, 5.9, 5.7153846153846155)","(10.0, 15.0, 13.157894736842106)","(2.6, 3.3, 3.2557692307692307)","(6.0, 7.4, 6.7)","(19.0, 48.0, 35.27272727272727)","(1.01, 99999, 99990)","(8.5, 14.0, 13.5)"
12-01-2023 11:27:46.533931,"(1.01, 99999, 99990)","(5.0, 7.6, 7.483333333333333)","(4.4, 5.9, 5.7153846153846155)","(10.0, 15.0, 14.285714285714285)","(2.6, 3.3, 3.2557692307692307)","(5.5, 7.4, 6.7)","(18.0, 48.0, 35.27272727272727)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:47.635393,"(1.01, 99999, 99990)","(5.0, 7.6, 7.483333333333333)","(4.4, 5.9, 5.7153846153846155)","(10.0, 15.0, 14.285714285714285)","(2.6, 3.3, 3.2557692307692307)","(5.5, 7.4, 6.7)","(18.0, 48.0, 35.27272727272727)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:48.650081,"(1.01, 99999, 99990)","(5.0, 7.6, 7.366666666666666)","(4.4, 5.9, 5.7153846153846155)","(10.0, 15.0, 14.285714285714285)","(2.6, 3.3, 3.2557692307692307)","(5.5, 7.4, 6.7)","(18.0, 48.0, 35.27272727272727)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:49.618367,"(1.01, 99999, 99990)","(5.0, 7.6, 7.366666666666666)","(4.4, 5.9, 5.7153846153846155)","(10.0, 15.0, 14.285714285714285)","(2.6, 3.3, 3.2557692307692307)","(5.5, 7.4, 6.7)","(18.0, 48.0, 35.27272727272727)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:50.733310,"(1.01, 99999, 99990)","(5.0, 7.6, 7.472727272727273)","(4.4, 5.9, 5.75)","(10.0, 15.0, 13.0)","(2.6, 3.3, 3.2557692307692307)","(5.5, 7.4, 6.175)","(18.0, 44.0, 33.09090909090909)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:51.892730,"(1.01, 99999, 99990)","(5.0, 7.6, 6.842105263157895)","(4.4, 5.9, 5.75)","(10.0, 15.0, 13.0)","(2.6, 3.3, 3.2557692307692307)","(5.5, 7.2, 6.5)","(18.0, 44.0, 33.09090909090909)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:53.008877,"(1.01, 99999, 99990)","(5.0, 7.6, 6.727272727272727)","(4.6, 5.9, 5.75)","(10.0, 15.0, 13.0)","(2.6, 3.3, 3.2557692307692307)","(5.5, 7.2, 6.5)","(18.0, 44.0, 33.09090909090909)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:54.021608,"(1.01, 99999, 99990)","(5.0, 7.4, 6.98)","(4.6, 5.9, 5.75)","(10.0, 15.0, 13.0)","(2.6, 3.3, 3.2557692307692307)","(5.5, 7.2, 6.5736842105263165)","(18.0, 44.0, 33.09090909090909)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:55.070278,"(1.01, 99999, 99990)","(5.0, 7.4, 6.98)","(4.6, 5.9, 5.75)","(10.0, 15.0, 13.0)","(2.6, 3.3, 3.2557692307692307)","(5.5, 7.4, 6.023529411764706)","(18.0, 42.0, 38.85714285714286)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:56.354559,"(1.01, 99999, 99990)","(5.0, 7.4, 6.515789473684211)","(4.6, 5.9, 5.75)","(10.0, 15.0, 12.647058823529411)","(2.6, 3.3, 3.3333333333333335)","(5.5, 7.2, 5.9)","(18.0, 40.0, 30.909090909090907)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:57.427204,"(1.01, 99999, 99990)","(5.0, 7.2, 6.720000000000001)","(4.6, 5.9, 5.822222222222223)","(10.0, 15.0, 12.647058823529411)","(2.6, 3.35, 3.3333333333333335)","(5.5, 7.2, 5.9)","(18.0, 40.0, 30.909090909090907)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:58.549160,"(1.01, 99999, 99990)","(5.0, 7.2, 6.189473684210526)","(4.6, 5.9, 5.75)","(10.0, 15.0, 11.727272727272727)","(2.6, 3.35, 3.331914893617021)","(5.5, 7.2, 6.333333333333334)","(18.0, 40.0, 30.909090909090907)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:27:59.505767,"(1.01, 99999, 99990)","(5.0, 7.2, 6.189473684210526)","(4.6, 5.9, 5.75)","(10.0, 15.0, 11.727272727272727)","(2.6, 3.35, 3.331914893617021)","(5.5, 7.2, 6.333333333333334)","(18.0, 42.0, 32.0)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:28:00.494229,"(1.01, 99999, 99990)","(5.0, 7.2, 6.18)","(4.6, 5.9, 5.75)","(10.0, 15.0, 12.428571428571429)","(2.6, 3.35, 3.272727272727273)","(5.5, 7.2, 6.333333333333334)","(18.0, 40.0, 33.333333333333336)","(1.01, 99999, 99990)","(8.0, 14.0, 13.5)"
12-01-2023 11:28:01.549726,"(1.01, 99999, 99990)","(5.0, 7.2, 6.18)","(4.6, 5.9, 5.75)","(10.0, 15.0, 12.6)","(2.6, 3.35, 3.1538461538461537)","(5.5, 7.2, 6.333333333333334)","(18.0, 40.0, 30.8)","(1.01, 99999, 99990)","(8.0, 14.5, 13.15)"
12-01-2023 11:28:02.599750,"(1.01, 99999, 99990)","(5.0, 7.2, 6.18)","(4.6, 5.9, 5.75)","(10.0, 15.0, 11.586206896551724)","(2.6, 3.35, 3.157142857142857)","(5.5, 7.2, 6.333333333333334)","(18.0, 38.0, 30.8)","(1.01, 99999, 99990)","(8.0, 14.5, 13.15)"
12-01-2023 11:28:03.599570,"(1.01, 99999, 99990)","(5.0, 7.0, 6.75)","(4.6, 5.9, 5.75)","(10.0, 15.0, 11.90625)","(2.6, 3.25, 3.164285714285714)","(5.5, 7.2, 6.264)","(18.0, 38.0, 30.8)","(1.01, 99999, 99990)","(8.0, 14.5, 13.15)"
12-01-2023 11:28:04.525174,"(1.01, 99999, 99990)","(5.0, 7.0, 6.75)","(4.6, 5.9, 5.75)","(10.0, 15.0, 11.90625)","(2.6, 3.25, 3.164285714285714)","(5.5, 7.2, 6.264)","(18.0, 38.0, 30.8)","(1.01, 99999, 99990)","(8.0, 14.5, 13.15)"
