,Ride On Beauty,K K Can,Lunar Prayer,Salty Saul,Black Panda,Bet The Queen,Grams Gal,Shania Sea,Lady Licious
12-01-2023 11:28:05.459178,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.720000000000001)","(10.0, 15.0, 12.25)","(2.6, 3.25, 3.2125)","(5.5, 7.2, 5.985714285714286)","(18.0, 38.0, 31.454545454545453)","(1.01, 99999, 99990)","(8.0, 14.5, 12.7)"
12-01-2023 11:28:06.370619,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.720000000000001)","(10.0, 15.0, 12.25)","(2.6, 3.25, 3.2125)","(5.5, 7.2, 5.985714285714286)","(18.0, 38.0, 31.454545454545453)","(1.01, 99999, 99990)","(8.0, 14.5, 12.7)"
12-01-2023 11:28:07.457047,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.720000000000001)","(10.0, 15.0, 12.161290322580644)","(2.6, 3.25, 3.1221311475409834)","(5.5, 7.2, 5.985714285714286)","(18.0, 38.0, 34.0)","(1.01, 99999, 99990)","(8.0, 14.5, 13.882352941176471)"
12-01-2023 11:28:08.465368,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.685714285714286)","(10.0, 15.0, 12.0)","(2.6, 3.2, 3.1750000000000003)","(5.5, 7.2, 5.985714285714286)","(18.0, 36.0, 30.18181818181818)","(1.01, 99999, 99990)","(8.0, 14.5, 12.714285714285714)"
12-01-2023 11:28:09.546088,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.685714285714286)","(10.0, 15.0, 11.74074074074074)","(2.6, 3.2, 3.1750000000000003)","(5.5, 7.2, 5.985714285714286)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 12.714285714285714)"
12-01-2023 11:28:10.636678,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.685714285714286)","(10.0, 15.0, 11.74074074074074)","(2.6, 3.2, 3.1750000000000003)","(5.5, 7.2, 5.985714285714286)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 12.714285714285714)"
12-01-2023 11:28:11.753363,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.685714285714286)","(10.0, 15.0, 12.411764705882353)","(2.6, 3.2, 3.1750000000000003)","(5.5, 7.2, 5.985714285714286)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 12.714285714285714)"
12-01-2023 11:28:12.835847,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.685714285714286)","(10.0, 15.0, 12.066666666666666)","(2.6, 3.2, 3.1040983606557377)","(5.5, 7.2, 6.2)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 12.714285714285714)"
12-01-2023 11:28:13.864843,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.7125)","(10.0, 15.0, 12.066666666666666)","(2.6, 3.2, 3.0721311475409836)","(5.5, 7.2, 6.2)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 12.714285714285714)"
12-01-2023 11:28:14.887072,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.7125)","(10.0, 15.0, 12.066666666666666)","(2.6, 3.2, 3.0721311475409836)","(5.5, 7.2, 6.311111111111111)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 12.714285714285714)"
12-01-2023 11:28:15.945215,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.7125)","(10.0, 15.0, 12.066666666666666)","(2.6, 3.2, 3.078125)","(5.5, 7.2, 6.311111111111111)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 12.714285714285714)"
12-01-2023 11:28:16.944373,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.7125)","(10.0, 15.0, 12.066666666666666)","(2.6, 3.2, 3.1067391304347827)","(5.5, 7.2, 6.311111111111111)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 12.714285714285714)"
12-01-2023 11:28:17.912161,"(1.01, 99999, 99990)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.7125)","(10.0, 15.0, 12.066666666666666)","(2.6, 3.2, 3.1067391304347827)","(5.5, 7.2, 6.311111111111111)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 12.714285714285714)"
12-01-2023 11:28:18.857469,"(1.01, 99999, 99990)","(5.0, 7.2, 6.390476190476191)","(4.6, 5.9, 5.7125)","(10.0, 15.0, 12.161290322580644)","(2.6, 3.2, 3.0721311475409836)","(5.5, 7.0, 6.707692307692308)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 12.714285714285714)"
12-01-2023 11:28:19.910747,"(1.01, 99999, 99990)","(5.0, 7.2, 6.390476190476191)","(4.6, 5.9, 5.7125)","(10.0, 15.0, 12.161290322580644)","(2.6, 3.2, 3.0721311475409836)","(5.5, 6.8, 6.707692307692308)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 13.666666666666666)"
12-01-2023 11:28:20.980097,"(1.01, 99999, 99990)","(5.0, 7.2, 6.390476190476191)","(4.6, 5.9, 5.7125)","(10.0, 15.0, 12.161290322580644)","(2.6, 3.2, 3.121212121212121)","(5.5, 6.8, 6.3999999999999995)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 13.666666666666666)"
12-01-2023 11:28:21.990890,"(1.01, 99999, 99990)","(5.0, 7.2, 6.390476190476191)","(4.6, 5.9, 5.75)","(10.0, 15.0, 12.161290322580644)","(2.6, 3.2, 3.121212121212121)","(5.5, 6.8, 6.551724137931034)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 15.0, 12.6)"
12-01-2023 11:28:23.022776,"(1.01, 99999, 99990)","(5.0, 7.2, 6.390476190476191)","(4.6, 5.9, 5.75)","(10.0, 15.0, 12.161290322580644)","(2.6, 3.2, 3.11)","(5.5, 6.8, 6.525)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 15.0, 12.6)"
12-01-2023 11:28:24.005750,"(1.01, 99999, 99990)","(5.0, 7.2, 6.390476190476191)","(4.6, 5.9, 5.75)","(10.0, 15.0, 12.161290322580644)","(2.6, 3.2, 3.11)","(5.5, 6.8, 6.525)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 15.0, 13.666666666666666)"
12-01-2023 11:28:25.052840,"(1.01, 99999, 99990)","(5.0, 7.2, 6.390476190476191)","(4.6, 5.9, 5.75)","(10.0, 15.0, 12.161290322580644)","(2.6, 3.2, 3.107142857142857)","(5.5, 6.8, 8.406666666666666)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 13.0)"
12-01-2023 11:28:26.419632,"(1.01, 99999, 99990)","(5.0, 7.2, 6.390476190476191)","(4.6, 5.9, 5.75)","(10.0, 15.0, 12.161290322580644)","(2.6, 3.2, 3.107142857142857)","(5.5, 8.6, 8.633333333333333)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 13.0)"
12-01-2023 11:28:27.769447,"(1.01, 99999, 99990)","(5.0, 7.2, 6.390476190476191)","(4.6, 5.9, 5.75)","(10.0, 15.0, 12.9)","(2.6, 3.2, 3.107142857142857)","(5.5, 9.2, 6.91764705882353)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 13.666666666666666)"
12-01-2023 11:28:28.926365,"(1.01, 99999, 99990)","(5.0, 7.2, 6.390476190476191)","(4.6, 5.9, 5.75)","(10.0, 14.5, 12.9)","(2.6, 3.2, 3.107142857142857)","(5.5, 9.6, 7.911111111111111)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 14.5, 13.2)"
12-01-2023 11:28:30.201382,"(1.01, 99999, 99990)","(5.0, 7.2, 6.390476190476191)","(4.6, 5.9, 5.75)","(10.0, 14.5, 11.7)","(2.6, 3.2, 3.107142857142857)","(5.5, 9.6, 8.633333333333333)","(18.0, 36.0, 27.46666666666667)","(1.01, 99999, 99990)","(8.0, 15.0, 12.5)"
12-01-2023 11:28:31.556425,"(1.01, 99999, 99990)","(5.0, 7.2, 6.487096774193549)","(4.6, 5.9, 5.6)","(10.0, 14.5, 12.605263157894736)","(2.6, 3.2, 3.098701298701299)","(5.5, 9.2, 9.133333333333335)","(18.0, 36.0, 26.857142857142858)","(1.01, 99999, 99990)","(8.0, 15.0, 13.5)"
12-01-2023 11:28:32.774780,"(1.01, 99999, 99990)","(5.0, 7.2, 6.487096774193549)","(4.6, 5.9, 5.6)","(10.0, 14.5, 13.25)","(2.6, 3.2, 3.098701298701299)","(5.5, 9.8, 9.85)","(18.0, 36.0, 26.857142857142858)","(1.01, 99999, 99990)","(8.0, 15.0, 14.323529411764707)"
12-01-2023 11:28:33.839655,"(1.01, 99999, 99990)","(5.0, 7.0, 6.8428571428571425)","(4.6, 5.9, 5.6)","(10.0, 14.0, 13.25)","(2.6, 3.2, 3.098701298701299)","(5.5, 10.5, 9.134375)","(18.0, 36.0, 30.615384615384617)","(1.01, 99999, 99990)","(8.0, 14.5, 14.091666666666667)"
12-01-2023 11:28:35.011936,"(1.01, 99999, 99990)","(5.0, 7.4, 6.948387096774194)","(4.6, 5.6, 5.059459459459459)","(10.0, 14.0, 13.0)","(2.6, 3.35, 3.2181818181818183)","(5.5, 10.5, 8.857142857142856)","(18.0, 36.0, 26.0)","(1.01, 99999, 99990)","(8.0, 14.5, 13.7)"
12-01-2023 11:28:36.307406,"(1.01, 99999, 99990)","(5.0, 7.4, 6.948387096774194)","(4.6, 6.0, 4.951612903225807)","(10.0, 14.0, 11.714285714285714)","(2.6, 3.4, 2.9905)","(5.5, 10.5, 8.32)","(18.0, 36.0, 18.75)","(1.01, 99999, 99990)","(8.0, 14.0, 12.357142857142858)"
12-01-2023 11:28:37.392318,"(1.01, 99999, 99990)","(5.0, 7.0, 6.911111111111111)","(4.6, 5.9, 5.85)","(10.0, 12.0, 13.166666666666666)","(2.6, 3.0, 3.145)","(5.5, 8.4, 9.027999999999999)","(18.0, 19.0, 27.25)","(1.01, 99999, 99990)","(8.0, 12.5, 13.75)"
12-01-2023 11:28:38.346931,"(1.01, 99999, 99990)","(5.0, 7.4, 7.05)","(4.6, 5.9, 5.166666666666667)","(10.0, 13.5, 13.166666666666666)","(2.6, 3.2, 3.145)","(5.5, 10.5, 9.027999999999999)","(18.0, 36.0, 37.625)","(1.01, 99999, 99990)","(8.0, 14.0, 13.75)"
12-01-2023 11:28:39.471178,"(1.01, 99999, 99990)","(5.0, 7.4, 7.153846153846154)","(4.6, 5.8, 5.633333333333333)","(10.0, 13.5, 11.909090909090908)","(2.6, 3.2, 3.144)","(5.5, 10.5, 9.027999999999999)","(18.0, 44.0, 37.625)","(1.01, 99999, 99990)","(8.0, 14.5, 13.75)"
12-01-2023 11:28:40.528848,"(1.01, 99999, 99990)","(5.0, 7.0, 6.828571428571428)","(4.6, 5.8, 5.254545454545454)","(10.0, 13.5, 11.76923076923077)","(2.6, 3.15, 3.044262295081967)","(5.5, 10.5, 9.027999999999999)","(18.0, 44.0, 37.625)","(1.01, 99999, 99990)","(8.0, 14.5, 13.75)"
12-01-2023 11:28:41.557024,"(1.01, 99999, 99990)","(5.0, 7.6, 6.897560975609756)","(4.6, 5.8, 5.254545454545454)","(10.0, 13.5, 11.76923076923077)","(2.7, 3.1, 3.082608695652174)","(6.5, 10.5, 9.1)","(18.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.75)"
12-01-2023 11:28:42.792241,"(1.01, 99999, 99990)","(5.5, 7.6, 7.0181818181818185)","(4.2, 5.8, 5.3)","(10.0, 13.5, 11.76923076923077)","(2.7, 3.1, 3.0885714285714285)","(6.5, 10.5, 8.96)","(18.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.879310344827587)"
12-01-2023 11:28:43.923889,"(1.01, 99999, 99990)","(5.5, 7.6, 6.765217391304348)","(4.2, 5.8, 5.239024390243903)","(10.0, 13.5, 12.333333333333334)","(2.7, 3.1, 3.068243243243243)","(6.5, 10.5, 8.652000000000001)","(18.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.895833333333334)"
12-01-2023 11:28:45.075643,"(1.01, 99999, 99990)","(5.5, 7.6, 6.533333333333333)","(4.2, 5.8, 5.239024390243903)","(10.0, 13.0, 12.333333333333334)","(2.6, 3.1, 3.068243243243243)","(6.5, 10.5, 8.972727272727273)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.0, 14.153846153846153)"
12-01-2023 11:28:46.269712,"(1.01, 99999, 99990)","(5.5, 7.6, 6.541176470588235)","(4.2, 5.8, 5.239024390243903)","(10.0, 13.0, 12.333333333333334)","(2.6, 3.1, 3.068243243243243)","(6.5, 10.5, 9.66)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 14.153846153846153)"
12-01-2023 11:28:47.349369,"(1.01, 99999, 99990)","(5.5, 7.4, 6.68)","(4.2, 5.8, 5.239024390243903)","(10.0, 13.0, 12.333333333333334)","(2.6, 3.1, 3.068243243243243)","(6.5, 10.5, 9.1875)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.8)"
12-01-2023 11:28:48.458211,"(1.01, 99999, 99990)","(5.5, 7.4, 6.688888888888888)","(4.2, 5.7, 5.504347826086956)","(10.0, 13.0, 12.333333333333334)","(2.6, 3.1, 3.068243243243243)","(6.5, 9.8, 9.541935483870969)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.8)"
12-01-2023 11:28:49.584188,"(1.01, 99999, 99990)","(5.5, 7.4, 6.653333333333333)","(4.2, 5.7, 5.504347826086956)","(10.0, 13.0, 12.333333333333334)","(2.6, 3.1, 3.068243243243243)","(6.5, 9.8, 9.541935483870969)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.8)"
12-01-2023 11:28:50.716007,"(1.01, 99999, 99990)","(5.5, 7.4, 6.653333333333333)","(4.2, 5.7, 5.276470588235294)","(10.0, 13.0, 12.333333333333334)","(2.6, 3.1, 3.0664285714285713)","(6.5, 9.8, 9.038095238095238)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.975)"
12-01-2023 11:28:51.877981,"(1.01, 99999, 99990)","(5.5, 7.4, 6.653333333333333)","(4.2, 5.7, 5.276470588235294)","(10.0, 13.0, 12.636363636363637)","(2.6, 3.1, 3.0664285714285713)","(6.5, 9.8, 8.957894736842105)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.975)"
12-01-2023 11:28:52.949859,"(1.01, 99999, 99990)","(5.5, 7.4, 6.653333333333333)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.636363636363637)","(2.6, 3.1, 3.0664285714285713)","(6.5, 9.8, 8.957894736842105)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.975)"
12-01-2023 11:28:53.965186,"(1.01, 99999, 99990)","(5.5, 7.4, 6.653333333333333)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.636363636363637)","(2.6, 3.1, 3.068548387096774)","(6.5, 9.8, 8.657142857142857)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 12.555555555555555)"
12-01-2023 11:28:54.929206,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 8.657142857142857)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.428571428571429)"
12-01-2023 11:28:56.050384,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 9.118918918918919)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.666666666666666)"
12-01-2023 11:28:57.177265,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 8.704347826086957)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 14.0)"
12-01-2023 11:28:58.267311,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 8.31764705882353)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 14.0)"
12-01-2023 11:28:59.276911,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 8.31764705882353)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 14.0)"
12-01-2023 11:29:00.381426,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 8.31764705882353)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.428571428571429)"
12-01-2023 11:29:01.443236,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 8.31764705882353)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.5, 13.777777777777779)"
12-01-2023 11:29:02.450563,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 8.31764705882353)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.0, 13.777777777777779)"
12-01-2023 11:29:03.592809,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.75)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 8.31764705882353)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.0, 13.777777777777779)"
12-01-2023 11:29:04.704331,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.75)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 9.133333333333333)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.0, 13.777777777777779)"
12-01-2023 11:29:05.871028,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.7, 5.25)","(10.0, 13.0, 12.75)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 8.723076923076924)","(17.0, 44.0, 30.25)","(1.01, 99999, 99990)","(9.0, 14.0, 13.777777777777779)"
12-01-2023 11:29:07.053493,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.8, 5.3999999999999995)","(10.0, 13.0, 12.75)","(2.7, 3.1, 3.0576086956521737)","(6.5, 9.8, 8.723076923076924)","(17.0, 42.0, 30.25)","(1.01, 99999, 99990)","(9.0, 14.0, 13.777777777777779)"
12-01-2023 11:29:08.220739,"(1.01, 99999, 99990)","(5.5, 7.4, 6.525)","(4.2, 5.8, 5.3999999999999995)","(10.0, 13.0, 12.75)","(2.7, 3.1, 3.0524390243902437)","(6.5, 9.8, 8.431578947368422)","(17.0, 42.0, 30.25)","(1.01, 99999, 99990)","(9.0, 14.0, 13.833333333333332)"
12-01-2023 11:29:09.312989,"(1.01, 99999, 99990)","(5.5, 7.4, 6.6695652173913045)","(4.2, 5.7, 5.504347826086956)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.063333333333333)","(6.5, 9.8, 8.431578947368422)","(17.0, 42.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.0, 13.558823529411764)"
12-01-2023 11:29:10.391846,"(1.01, 99999, 99990)","(5.5, 7.4, 6.6695652173913045)","(4.2, 5.7, 5.504347826086956)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.063333333333333)","(6.5, 9.8, 8.438095238095238)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.0, 13.558823529411764)"
12-01-2023 11:29:11.535969,"(1.01, 99999, 99990)","(5.5, 7.4, 6.466666666666667)","(4.2, 5.7, 5.45)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.063333333333333)","(6.5, 9.8, 8.773333333333333)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.0, 13.558823529411764)"
12-01-2023 11:29:12.528934,"(1.01, 99999, 99990)","(5.5, 7.4, 6.636363636363637)","(4.2, 5.7, 5.45)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.063333333333333)","(6.5, 9.8, 8.773333333333333)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.0, 13.342105263157894)"
12-01-2023 11:29:13.557958,"(1.01, 99999, 99990)","(5.5, 7.6, 6.9)","(4.2, 5.7, 5.45)","(10.0, 13.0, 12.636363636363637)","(2.7, 3.1, 3.063333333333333)","(6.5, 9.8, 8.333333333333334)","(17.0, 44.0, 37.625)","(1.01, 99999, 99990)","(9.0, 14.0, 13.473684210526315)"
12-01-2023 11:29:14.642811,"(1.01, 99999, 99990)","(5.5, 7.6, 6.6)","(4.2, 6.0, 5.494736842105263)","(10.0, 13.0, 12.8125)","(2.7, 3.4, 3.448041474654378)","(6.5, 9.8, 8.333333333333334)","(17.0, 44.0, 37.25)","(1.01, 99999, 99990)","(9.0, 14.0, 13.473684210526315)"
12-01-2023 11:29:15.830998,"(1.01, 99999, 99990)","(5.5, 7.6, 6.573333333333333)","(4.2, 5.9, 6.646153846153846)","(10.0, 13.0, 14.342857142857142)","(2.7, 3.45, 3.62)","(6.5, 9.8, 10.8)","(17.0, 44.0, 56.0)","(1.01, 99999, 99990)","(9.0, 14.0, 14.6625)"
12-01-2023 11:29:16.944117,"(1.01, 99999, 99990)","(5.5, 14.0, 11.239999999999998)","(4.2, 6.8, 5.6)","(10.0, 20.0, 15.599999999999998)","(2.7, 4.4, 4.368333333333334)","(6.5, 13.5, 8.75)","(17.0, 95.0, 74.375)","(1.01, 99999, 99990)","(9.0, 19.5, 15.15)"
12-01-2023 11:29:17.951888,"(1.01, 99999, 99990)","(5.5, 14.0, 9.0)","(4.2, 6.8, 6.5)","(10.0, 20.0, 15.066666666666666)","(2.7, 4.4, 4.368333333333334)","(6.5, 13.5, 8.75)","(17.0, 95.0, 74.375)","(1.01, 99999, 99990)","(9.0, 19.5, 15.15)"
12-01-2023 11:29:18.982067,"(1.01, 99999, 99990)","(5.5, 14.0, 9.0)","(4.2, 6.8, 6.5)","(10.0, 20.0, 15.066666666666666)","(2.7, 4.4, 3.9333333333333336)","(6.5, 13.5, 8.75)","(17.0, 95.0, 74.375)","(1.01, 99999, 99990)","(9.0, 19.5, 15.15)"
12-01-2023 11:29:20.019971,"(1.01, 99999, 99990)","(5.5, 14.0, 9.0)","(4.2, 6.8, 6.5)","(10.0, 20.0, 15.066666666666666)","(2.7, 3.95, 3.9333333333333336)","(6.5, 13.5, 8.75)","(17.0, 95.0, 74.375)","(1.01, 99999, 99990)","(9.0, 19.5, 15.15)"
12-01-2023 11:29:21.151680,"(1.01, 99999, 99990)","(5.5, 14.0, 9.0)","(4.2, 6.8, 6.5)","(10.0, 20.0, 15.066666666666666)","(2.7, 5.0, 4.966666666666667)","(6.5, 13.5, 8.75)","(17.0, 95.0, 74.375)","(1.01, 99999, 99990)","(9.0, 19.5, 15.15)"
12-01-2023 11:29:22.208987,"(1.01, 99999, 99990)","(5.5, 14.0, 12.985)","(4.2, 6.8, 6.5)","(10.0, 20.0, 15.066666666666666)","(2.7, 5.0, 4.3)","(6.5, 13.5, 8.75)","(17.0, 95.0, 74.375)","(1.01, 99999, 99990)","(9.0, 19.5, 15.15)"
