,Jabali,Magic Sign,Henry Maguire,Better Fly,Robyns Shadow,Cool Idea,Paradise Valley,Durrant,Ngaroma,Haley Robyn,Sagwitch
14-12-2022 13:43:41.552958,"(41.0, 230.0, 140.0)","(3.2, 3.75, 3.610294117647059)","(6.5, 9.4, 9.040000000000001)","(3.3, 3.9, 3.69)","(4.8, 5.8, 5.566666666666666)","(61.0, 550.0, 489.375)","(26.0, 95.0, 86.16666666666667)","(41.0, 230.0, 187.33333333333331)","(51.0, 290.0, 216.66666666666666)","(13.0, 23.0, 19.944444444444443)","(14.0, 20.0, 16.5625)"
14-12-2022 13:43:43.068588,"(41.0, 230.0, 140.0)","(3.2, 3.75, 3.585714285714286)","(6.5, 9.4, 9.142857142857144)","(3.3, 3.9, 3.7)","(4.8, 5.8, 5.566666666666666)","(61.0, 550.0, 489.375)","(26.0, 95.0, 86.16666666666667)","(41.0, 230.0, 187.33333333333331)","(51.0, 290.0, 216.66666666666666)","(13.0, 23.0, 21.035714285714285)","(14.0, 20.0, 16.5625)"
14-12-2022 13:43:44.585284,"(41.0, 230.0, 140.0)","(3.2, 3.7, 3.585714285714286)","(6.5, 9.4, 9.142857142857144)","(3.3, 3.9, 3.7545454545454544)","(4.8, 5.8, 5.566666666666666)","(61.0, 550.0, 489.375)","(26.0, 95.0, 86.16666666666667)","(41.0, 230.0, 103.33333333333334)","(51.0, 290.0, 216.66666666666666)","(13.0, 23.0, 19.944444444444443)","(14.0, 20.0, 16.785714285714285)"
14-12-2022 13:43:45.938664,"(41.0, 230.0, 140.0)","(3.2, 3.7, 3.553846153846154)","(6.5, 9.4, 9.040000000000001)","(3.3, 3.9, 3.8833333333333333)","(4.8, 5.8, 5.566666666666666)","(61.0, 550.0, 527.5)","(26.0, 95.0, 87.14285714285714)","(41.0, 230.0, 135.0)","(51.0, 290.0, 216.66666666666666)","(13.0, 23.0, 18.714285714285715)","(14.0, 20.0, 17.75)"
14-12-2022 13:43:47.337247,"(41.0, 230.0, 140.0)","(3.2, 3.7, 3.553846153846154)","(6.5, 9.4, 9.040000000000001)","(3.2, 4.0, 3.9444444444444446)","(4.8, 5.8, 5.633333333333334)","(61.0, 620.0, 211.66666666666666)","(26.0, 95.0, 76.66666666666666)","(41.0, 230.0, 103.33333333333334)","(51.0, 290.0, 216.66666666666666)","(13.0, 23.0, 17.166666666666668)","(14.0, 20.0, 17.81818181818182)"
14-12-2022 13:43:48.733977,"(41.0, 230.0, 140.0)","(3.2, 3.7, 3.5642857142857145)","(6.5, 9.4, 9.142857142857144)","(3.2, 4.0, 3.8181818181818183)","(4.8, 5.7, 5.633333333333334)","(61.0, 970.0, 428.75)","(26.0, 95.0, 76.66666666666666)","(41.0, 230.0, 103.33333333333334)","(51.0, 290.0, 216.66666666666666)","(13.0, 23.0, 16.75)","(14.0, 20.0, 17.375)"
14-12-2022 13:43:50.209439,"(41.0, 230.0, 140.0)","(3.2, 3.7, 3.5642857142857145)","(6.5, 9.4, 9.142857142857144)","(3.2, 4.0, 3.973404255319149)","(4.8, 5.7, 5.633333333333334)","(61.0, 550.0, 428.75)","(26.0, 95.0, 76.66666666666666)","(41.0, 230.0, 103.33333333333334)","(51.0, 290.0, 216.66666666666666)","(13.0, 23.0, 20.22222222222222)","(14.0, 20.0, 18.09090909090909)"
14-12-2022 13:43:51.691476,"(41.0, 230.0, 140.0)","(3.2, 3.7, 3.5812500000000003)","(6.5, 9.4, 9.040000000000001)","(3.2, 4.0, 3.9999999999999996)","(4.8, 5.7, 5.625)","(61.0, 550.0, 428.75)","(26.0, 95.0, 76.66666666666666)","(41.0, 230.0, 103.33333333333334)","(51.0, 290.0, 216.66666666666666)","(13.0, 23.0, 19.607142857142858)","(14.0, 20.0, 17.375)"
14-12-2022 13:43:53.002893,"(41.0, 230.0, 140.0)","(3.2, 3.7, 3.5812500000000003)","(6.5, 9.4, 9.040000000000001)","(3.2, 4.1, 3.9999999999999996)","(4.8, 5.7, 5.6571428571428575)","(61.0, 550.0, 428.75)","(26.0, 95.0, 88.0)","(41.0, 230.0, 103.33333333333334)","(51.0, 290.0, 216.66666666666666)","(13.0, 23.0, 19.607142857142858)","(14.0, 20.0, 21.6)"
14-12-2022 13:43:54.466317,"(41.0, 230.0, 140.0)","(3.2, 3.7, 3.586666666666667)","(6.5, 9.4, 9.040000000000001)","(3.2, 4.1, 3.6325)","(4.8, 5.7, 5.6571428571428575)","(61.0, 550.0, 350.0)","(26.0, 95.0, 88.0)","(41.0, 230.0, 100.0)","(51.0, 290.0, 208.66666666666666)","(13.0, 23.0, 19.607142857142858)","(14.0, 24.0, 20.88888888888889)"
14-12-2022 13:43:55.892480,"(41.0, 220.0, 163.33333333333331)","(3.2, 3.75, 3.6875)","(6.5, 9.4, 9.22)","(3.2, 3.65, 3.558695652173913)","(4.8, 5.7, 5.6)","(61.0, 540.0, 437.0)","(26.0, 95.0, 88.69999999999999)","(41.0, 220.0, 125.0)","(51.0, 290.0, 220.28571428571428)","(13.0, 23.0, 19.607142857142858)","(14.0, 24.0, 22.666666666666668)"
14-12-2022 13:43:57.467795,"(41.0, 220.0, 177.5)","(3.2, 4.1, 3.4517543859649122)","(6.5, 9.4, 9.142857142857144)","(3.3, 3.65, 3.554838709677419)","(4.8, 6.0, 5.614285714285715)","(61.0, 530.0, 426.66666666666663)","(26.0, 95.0, 89.75)","(41.0, 210.0, 125.0)","(51.0, 290.0, 255.1428571428571)","(13.0, 23.0, 20.63157894736842)","(14.0, 24.0, 22.666666666666668)"
14-12-2022 13:43:59.026594,"(41.0, 340.0, 234.54545454545453)","(3.2, 3.5, 3.4371428571428573)","(6.5, 9.4, 9.142857142857144)","(3.3, 3.7, 3.638888888888889)","(4.8, 5.9, 5.7)","(61.0, 530.0, 426.66666666666663)","(26.0, 95.0, 83.17647058823529)","(41.0, 210.0, 93.33333333333334)","(51.0, 290.0, 208.66666666666666)","(13.0, 23.0, 20.63157894736842)","(14.0, 24.0, 23.25)"
14-12-2022 13:44:00.761878,"(41.0, 340.0, 195.3846153846154)","(3.2, 3.5, 3.435672514619883)","(6.5, 9.4, 9.142857142857144)","(3.3, 3.65, 3.95)","(4.8, 5.9, 5.733333333333333)","(61.0, 530.0, 426.66666666666663)","(26.0, 90.0, 79.81818181818181)","(41.0, 200.0, 115.0)","(51.0, 270.0, 232.66666666666669)","(13.0, 23.0, 20.34375)","(14.0, 24.0, 22.875)"
14-12-2022 13:44:02.346709,"(41.0, 320.0, 277.5)","(3.2, 3.5, 3.6789473684210527)","(6.5, 9.4, 9.142857142857144)","(3.3, 4.4, 4.145652173913044)","(4.8, 6.0, 5.733333333333333)","(61.0, 530.0, 375.0)","(26.0, 90.0, 78.625)","(41.0, 190.0, 115.0)","(51.0, 270.0, 233.25)","(13.0, 23.0, 18.75)","(14.0, 24.0, 22.2)"
14-12-2022 13:44:04.071295,"(41.0, 310.0, 245.0)","(3.2, 3.7, 3.6043478260869564)","(6.5, 9.4, 9.142857142857144)","(3.3, 4.4, 3.6329629629629627)","(4.8, 6.0, 5.733333333333333)","(61.0, 530.0, 375.0)","(26.0, 85.0, 76.5)","(41.0, 190.0, 115.0)","(51.0, 260.0, 233.25)","(13.0, 23.0, 18.75)","(14.0, 24.0, 22.2)"
14-12-2022 13:44:05.651766,"(41.0, 310.0, 245.0)","(3.2, 3.65, 3.6043478260869564)","(6.5, 9.4, 9.142857142857144)","(3.3, 3.65, 3.5557142857142856)","(4.8, 6.0, 5.733333333333333)","(61.0, 530.0, 368.3333333333333)","(26.0, 85.0, 76.5)","(41.0, 190.0, 115.0)","(51.0, 260.0, 236.22222222222223)","(13.0, 23.0, 28.28)","(14.0, 24.0, 21.6)"
14-12-2022 13:44:07.031273,"(41.0, 310.0, 258.0)","(3.2, 3.65, 3.4884615384615385)","(6.5, 9.4, 9.142857142857144)","(3.3, 3.6, 3.5557142857142856)","(4.8, 6.0, 5.733333333333333)","(61.0, 520.0, 368.3333333333333)","(26.0, 85.0, 76.5)","(41.0, 190.0, 115.0)","(51.0, 260.0, 236.22222222222223)","(13.0, 29.0, 28.28)","(14.0, 24.0, 21.6)"
14-12-2022 13:44:08.375836,"(41.0, 310.0, 223.33333333333334)","(3.2, 3.6, 3.5)","(6.5, 9.4, 9.142857142857144)","(3.3, 3.65, 3.591176470588235)","(4.8, 5.9, 5.733333333333333)","(61.0, 530.0, 375.0)","(26.0, 85.0, 77.71428571428572)","(41.0, 190.0, 115.0)","(51.0, 260.0, 154.0)","(13.0, 29.0, 28.379310344827587)","(14.0, 24.0, 22.8)"
14-12-2022 13:44:09.725405,"(41.0, 310.0, 223.33333333333334)","(3.2, 3.65, 3.4884615384615385)","(6.5, 9.4, 9.142857142857144)","(3.3, 3.8, 3.7691176470588235)","(4.8, 6.0, 5.6)","(61.0, 530.0, 251.0)","(26.0, 85.0, 72.25)","(41.0, 190.0, 115.0)","(51.0, 260.0, 154.0)","(13.0, 29.0, 26.0)","(14.0, 24.0, 21.6)"
14-12-2022 13:44:11.257057,"(41.0, 310.0, 223.33333333333334)","(3.2, 3.6, 3.5)","(6.5, 9.4, 9.01818181818182)","(3.3, 3.9, 3.82)","(4.8, 5.9, 5.566666666666666)","(61.0, 530.0, 251.0)","(26.0, 85.0, 72.25)","(41.0, 190.0, 115.0)","(51.0, 260.0, 154.0)","(13.0, 29.0, 25.25)","(14.0, 24.0, 21.6)"
14-12-2022 13:44:12.761238,"(41.0, 310.0, 223.33333333333334)","(3.2, 3.65, 3.4452380952380954)","(6.5, 9.4, 8.5)","(3.2, 4.1, 3.551290322580645)","(4.8, 6.0, 5.718181818181819)","(61.0, 520.0, 213.33333333333334)","(26.0, 85.0, 72.25)","(41.0, 190.0, 115.0)","(51.0, 260.0, 115.33333333333333)","(13.0, 29.0, 26.6)","(14.0, 24.0, 22.8)"
14-12-2022 13:44:14.245381,"(41.0, 300.0, 175.0)","(3.2, 3.6, 3.4452380952380954)","(6.5, 8.8, 8.418181818181818)","(3.2, 3.65, 3.551290322580645)","(4.8, 5.9, 5.718181818181819)","(61.0, 510.0, 382.85714285714283)","(26.0, 85.0, 72.25)","(41.0, 190.0, 115.0)","(51.0, 250.0, 115.33333333333333)","(13.0, 29.0, 48.33333333333333)","(14.0, 24.0, 22.8)"
14-12-2022 13:44:15.698076,"(41.0, 300.0, 175.0)","(3.2, 3.55, 3.422727272727273)","(6.5, 8.6, 8.218181818181819)","(3.2, 3.65, 3.5625)","(4.8, 5.9, 5.718181818181819)","(61.0, 510.0, 427.5)","(26.0, 85.0, 77.71428571428572)","(41.0, 190.0, 115.0)","(51.0, 250.0, 115.33333333333333)","(14.0, 95.0, 37.5)","(14.0, 24.0, 22.8)"
14-12-2022 13:44:17.091012,"(41.0, 300.0, 175.0)","(3.2, 3.55, 3.422727272727273)","(6.5, 8.6, 8.218181818181819)","(3.2, 3.6, 3.5625)","(4.8, 5.9, 5.718181818181819)","(61.0, 500.0, 427.5)","(26.0, 85.0, 76.5)","(41.0, 190.0, 115.0)","(51.0, 250.0, 115.33333333333333)","(14.0, 40.0, 35.0)","(14.0, 24.0, 22.2)"
14-12-2022 13:44:18.678877,"(41.0, 300.0, 175.0)","(3.2, 3.55, 3.422727272727273)","(6.5, 8.6, 7.685714285714285)","(3.2, 3.6, 3.476470588235294)","(4.8, 5.9, 5.718181818181819)","(61.0, 500.0, 427.5)","(26.0, 85.0, 77.71428571428572)","(41.0, 190.0, 115.0)","(51.0, 250.0, 154.0)","(14.0, 40.0, 37.5)","(14.0, 24.0, 22.2)"
14-12-2022 13:44:20.190087,"(41.0, 290.0, 170.0)","(3.2, 3.55, 3.422727272727273)","(6.5, 8.6, 8.09090909090909)","(3.2, 3.5, 3.454285714285714)","(4.8, 5.9, 5.718181818181819)","(61.0, 500.0, 427.5)","(26.0, 85.0, 77.71428571428572)","(41.0, 190.0, 115.0)","(51.0, 260.0, 154.0)","(14.0, 40.0, 37.5)","(14.0, 24.0, 22.2)"
14-12-2022 13:44:21.721097,"(41.0, 290.0, 170.0)","(3.2, 3.55, 3.422727272727273)","(6.5, 8.6, 8.09090909090909)","(3.2, 3.5, 3.4378048780487807)","(4.8, 5.9, 5.718181818181819)","(61.0, 500.0, 427.5)","(26.0, 85.0, 77.71428571428572)","(41.0, 190.0, 115.0)","(51.0, 260.0, 154.0)","(14.0, 40.0, 37.5)","(14.0, 24.0, 22.2)"
14-12-2022 13:44:23.179051,"(41.0, 290.0, 170.0)","(3.2, 3.55, 3.4971698113207546)","(6.5, 8.6, 7.8)","(3.2, 3.5, 3.4482758620689657)","(4.8, 5.9, 5.718181818181819)","(61.0, 500.0, 368.57142857142856)","(26.0, 85.0, 77.71428571428572)","(41.0, 190.0, 115.0)","(51.0, 260.0, 154.0)","(14.0, 40.0, 37.5)","(14.0, 24.0, 23.142857142857142)"
14-12-2022 13:44:24.691605,"(41.0, 290.0, 165.0)","(3.2, 3.55, 3.5083333333333333)","(6.5, 8.6, 7.822222222222222)","(3.2, 3.45, 3.345833333333333)","(4.8, 5.9, 5.74)","(61.0, 490.0, 405.0)","(26.0, 85.0, 77.71428571428572)","(41.0, 190.0, 160.0)","(51.0, 260.0, 224.66666666666669)","(14.0, 40.0, 37.5)","(14.0, 24.0, 22.2)"
14-12-2022 13:44:26.154330,"(41.0, 280.0, 165.0)","(3.2, 3.55, 3.5083333333333333)","(6.5, 8.6, 7.822222222222222)","(3.2, 3.35, 3.5142011834319526)","(4.8, 5.9, 5.714285714285714)","(61.0, 490.0, 438.5)","(26.0, 85.0, 72.25)","(41.0, 190.0, 160.0)","(51.0, 260.0, 233.5)","(14.0, 40.0, 35.0)","(14.0, 24.0, 22.2)"
14-12-2022 13:44:27.628718,"(41.0, 280.0, 165.0)","(3.2, 3.55, 3.5083333333333333)","(6.5, 8.6, 7.822222222222222)","(3.2, 3.65, 3.5142011834319526)","(4.8, 6.0, 5.614285714285715)","(61.0, 480.0, 438.5)","(26.0, 85.0, 72.25)","(41.0, 190.0, 168.57142857142856)","(51.0, 260.0, 190.0)","(14.0, 40.0, 30.2)","(14.0, 24.0, 22.0)"
14-12-2022 13:44:29.027460,"(41.0, 270.0, 193.125)","(3.2, 3.55, 3.407142857142857)","(6.5, 8.6, 7.822222222222222)","(3.2, 3.65, 3.5142011834319526)","(4.8, 5.9, 5.614285714285715)","(61.0, 480.0, 438.5)","(26.0, 85.0, 72.25)","(41.0, 190.0, 168.57142857142856)","(51.0, 260.0, 218.0)","(14.0, 38.0, 30.2)","(14.0, 23.0, 22.333333333333332)"
14-12-2022 13:44:30.478701,"(41.0, 270.0, 193.125)","(3.2, 3.55, 3.407142857142857)","(6.5, 8.6, 8.22857142857143)","(3.2, 3.65, 3.5083333333333333)","(4.8, 5.9, 5.614285714285715)","(61.0, 480.0, 438.5)","(26.0, 85.0, 72.25)","(41.0, 190.0, 140.66666666666669)","(51.0, 260.0, 225.83333333333331)","(14.0, 38.0, 30.2)","(14.0, 23.0, 22.333333333333332)"
14-12-2022 13:44:31.925405,"(41.0, 270.0, 193.125)","(3.2, 3.55, 3.407142857142857)","(6.5, 8.4, 7.9)","(3.2, 3.65, 3.5083333333333333)","(4.8, 5.9, 5.614285714285715)","(61.0, 480.0, 438.5)","(26.0, 85.0, 77.71428571428572)","(41.0, 190.0, 141.33333333333331)","(51.0, 260.0, 225.83333333333331)","(14.0, 38.0, 33.125)","(14.0, 23.0, 22.333333333333332)"
14-12-2022 13:44:33.424716,"(41.0, 270.0, 167.5)","(3.2, 3.55, 3.407142857142857)","(6.5, 8.4, 8.218181818181819)","(3.2, 3.65, 3.5083333333333333)","(4.8, 5.9, 5.685714285714286)","(61.0, 480.0, 438.5)","(26.0, 85.0, 59.5)","(41.0, 190.0, 141.33333333333331)","(51.0, 260.0, 225.83333333333331)","(14.0, 38.0, 30.2)","(14.0, 23.0, 22.333333333333332)"
14-12-2022 13:44:34.843661,"(41.0, 270.0, 138.0)","(3.2, 3.55, 3.4388888888888887)","(6.5, 8.4, 8.218181818181819)","(3.2, 3.65, 3.5083333333333333)","(4.8, 5.9, 5.685714285714286)","(61.0, 480.0, 438.5)","(26.0, 85.0, 59.5)","(41.0, 190.0, 141.33333333333331)","(51.0, 260.0, 225.83333333333331)","(14.0, 38.0, 30.2)","(14.0, 23.0, 22.333333333333332)"
14-12-2022 13:44:36.229061,"(41.0, 270.0, 138.0)","(3.2, 3.55, 3.4388888888888887)","(6.5, 8.4, 8.218181818181819)","(3.2, 3.65, 3.5083333333333333)","(4.8, 5.9, 5.685714285714286)","(61.0, 480.0, 438.5)","(26.0, 85.0, 59.5)","(41.0, 190.0, 141.33333333333331)","(51.0, 260.0, 225.83333333333331)","(14.0, 38.0, 30.2)","(14.0, 23.0, 22.333333333333332)"
14-12-2022 13:44:37.622298,"(41.0, 270.0, 138.0)","(3.2, 3.55, 3.4388888888888887)","(6.5, 8.4, 8.218181818181819)","(3.2, 3.65, 3.5083333333333333)","(4.8, 5.9, 5.685714285714286)","(61.0, 480.0, 438.5)","(26.0, 85.0, 59.5)","(41.0, 190.0, 141.33333333333331)","(51.0, 260.0, 225.83333333333331)","(14.0, 38.0, 30.2)","(14.0, 23.0, 22.333333333333332)"
14-12-2022 13:44:39.143090,"(41.0, 270.0, 138.0)","(3.2, 3.55, 3.4388888888888887)","(6.5, 8.4, 8.218181818181819)","(3.2, 3.65, 3.5083333333333333)","(4.8, 5.9, 5.685714285714286)","(61.0, 480.0, 438.5)","(26.0, 85.0, 59.5)","(41.0, 190.0, 141.33333333333331)","(51.0, 260.0, 225.83333333333331)","(14.0, 38.0, 30.2)","(14.0, 23.0, 22.333333333333332)"
14-12-2022 13:44:40.665401,"(41.0, 270.0, 138.0)","(3.2, 3.55, 3.4388888888888887)","(6.5, 8.4, 8.218181818181819)","(3.2, 3.65, 3.5083333333333333)","(4.8, 5.9, 5.685714285714286)","(61.0, 480.0, 438.5)","(26.0, 85.0, 59.5)","(41.0, 190.0, 141.33333333333331)","(51.0, 260.0, 225.83333333333331)","(14.0, 38.0, 30.2)","(14.0, 23.0, 22.333333333333332)"
14-12-2022 13:44:42.169465,"(41.0, 270.0, 138.0)","(3.2, 3.55, 3.4388888888888887)","(6.5, 8.4, 7.9)","(3.2, 3.65, 3.5083333333333333)","(4.8, 5.9, 5.614285714285715)","(61.0, 480.0, 438.5)","(26.0, 85.0, 59.5)","(41.0, 190.0, 141.33333333333331)","(51.0, 260.0, 225.83333333333331)","(14.0, 38.0, 30.2)","(14.0, 23.0, 22.333333333333332)"
