,Divine Flirt,Blue Eyed Girl,Distorted Secrets,Scenic Eclipse,Startedwithakiss,Red Cadillac,See Ya Champ,Lady Tornado,Fire And Gold,Heartly,Luna Nobel
14-12-2022 19:11:30.988424,"(5.0, 6.2, 6.125818181818182)","(3.2, 3.65, 3.618181818181818)","(61.0, 120.0, 115.0)","(4.4, 4.8, 4.7444444444444445)","(31.0, 75.0, 68.33333333333333)","(5.5, 6.8, 6.716455696202531)","(21.0, 38.0, 35.529411764705884)","(7.0, 7.8, 7.7875)","(101.0, 400.0, 374.2857142857143)","(51.0, 75.0, 62.142857142857146)","(71.0, 110.0, 106.15384615384616)"
14-12-2022 19:11:32.498871,"(5.0, 6.2, 6.125)","(3.2, 3.65, 3.616139240506329)","(61.0, 120.0, 115.0)","(4.4, 4.8, 4.7821428571428575)","(31.0, 75.0, 68.33333333333333)","(5.5, 7.0, 6.712820512820513)","(21.0, 38.0, 35.529411764705884)","(7.0, 7.8, 7.791525423728813)","(101.0, 400.0, 355.0)","(51.0, 75.0, 63.57142857142857)","(71.0, 110.0, 107.22222222222223)"
14-12-2022 19:11:33.856437,"(5.0, 6.2, 6.125)","(3.2, 3.65, 3.6158227848101263)","(61.0, 120.0, 115.0)","(4.4, 4.9, 4.7821428571428575)","(31.0, 75.0, 68.33333333333333)","(5.5, 7.0, 6.71)","(21.0, 38.0, 35.529411764705884)","(7.0, 7.8, 7.92992700729927)","(101.0, 400.0, 355.0)","(51.0, 75.0, 63.57142857142857)","(71.0, 110.0, 107.22222222222223)"
14-12-2022 19:11:35.171534,"(5.0, 6.2, 6.125)","(3.2, 3.65, 3.6158227848101263)","(61.0, 120.0, 116.0)","(4.4, 4.9, 4.7821428571428575)","(31.0, 75.0, 70.71428571428571)","(5.5, 7.0, 6.724324324324324)","(26.0, 38.0, 34.15384615384615)","(7.0, 8.0, 7.92992700729927)","(101.0, 400.0, 385.0)","(51.0, 75.0, 63.57142857142857)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:36.513914,"(5.0, 6.2, 6.125)","(3.2, 3.65, 3.604621848739496)","(61.0, 120.0, 122.0)","(4.4, 4.9, 4.7821428571428575)","(31.0, 75.0, 72.0)","(5.5, 7.0, 6.724324324324324)","(26.0, 36.0, 34.333333333333336)","(7.0, 8.0, 7.92992700729927)","(101.0, 400.0, 365.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:37.849503,"(5.0, 6.2, 6.125)","(3.2, 3.65, 3.608132530120482)","(61.0, 140.0, 122.0)","(4.4, 4.9, 4.7821428571428575)","(31.0, 75.0, 80.0)","(5.5, 7.0, 6.724324324324324)","(26.0, 36.0, 35.0625)","(7.0, 8.0, 7.92992700729927)","(101.0, 400.0, 375.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:39.131300,"(5.0, 6.2, 6.122137404580153)","(3.2, 3.65, 3.6086309523809526)","(61.0, 140.0, 119.23076923076923)","(4.4, 4.9, 4.7821428571428575)","(31.0, 85.0, 80.0)","(5.5, 7.0, 6.731428571428571)","(26.0, 36.0, 35.0625)","(7.0, 8.0, 7.92992700729927)","(101.0, 420.0, 375.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:40.444806,"(5.0, 6.2, 6.122137404580153)","(3.2, 3.65, 3.610057471264368)","(61.0, 140.0, 119.23076923076923)","(4.4, 4.9, 4.7821428571428575)","(31.0, 85.0, 80.0)","(5.5, 7.0, 6.731428571428571)","(26.0, 36.0, 35.0625)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 375.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:41.738613,"(5.0, 6.2, 6.122137404580153)","(3.2, 3.65, 3.610344827586207)","(61.0, 140.0, 127.14285714285714)","(4.4, 4.8, 4.753846153846154)","(31.0, 85.0, 71.33333333333333)","(5.5, 7.0, 6.731428571428571)","(26.0, 36.0, 35.0625)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 390.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:42.978173,"(5.0, 6.2, 6.122137404580153)","(3.2, 3.65, 3.616826923076923)","(61.0, 140.0, 134.0)","(4.4, 4.8, 4.753846153846154)","(31.0, 90.0, 79.375)","(5.5, 7.0, 6.731428571428571)","(26.0, 36.0, 35.0625)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 390.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:44.149195,"(5.0, 6.2, 6.122137404580153)","(3.2, 3.65, 3.616826923076923)","(61.0, 140.0, 134.0)","(4.4, 4.8, 4.753846153846154)","(31.0, 85.0, 79.375)","(5.5, 7.0, 6.731428571428571)","(26.0, 36.0, 35.0625)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 390.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:45.335479,"(5.0, 6.2, 6.122137404580153)","(3.2, 3.65, 3.616826923076923)","(61.0, 140.0, 130.0)","(4.4, 4.8, 4.753846153846154)","(31.0, 85.0, 79.375)","(5.5, 7.0, 6.731428571428571)","(26.0, 36.0, 35.0625)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 390.0)","(51.0, 75.0, 65.4)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:46.562307,"(5.0, 6.2, 6.122137404580153)","(3.2, 3.65, 3.616826923076923)","(61.0, 140.0, 137.14285714285714)","(4.4, 4.8, 4.76)","(31.0, 85.0, 78.57142857142857)","(5.5, 7.0, 6.731428571428571)","(26.0, 36.0, 35.0625)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 390.0)","(51.0, 75.0, 63.57142857142857)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:47.804517,"(5.0, 6.2, 6.122137404580153)","(3.2, 3.65, 3.616826923076923)","(61.0, 140.0, 137.5)","(4.4, 4.8, 4.76)","(31.0, 85.0, 78.57142857142857)","(5.5, 7.0, 6.731428571428571)","(26.0, 36.0, 34.333333333333336)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 390.0)","(51.0, 75.0, 60.0)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:49.107982,"(5.0, 6.2, 6.122137404580153)","(3.2, 3.65, 3.616826923076923)","(61.0, 140.0, 137.5)","(4.4, 4.8, 4.776923076923077)","(31.0, 85.0, 78.57142857142857)","(5.5, 7.0, 6.733333333333333)","(26.0, 36.0, 34.666666666666664)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 390.0)","(51.0, 75.0, 60.0)","(71.0, 110.0, 108.66666666666667)"
14-12-2022 19:11:50.524610,"(5.0, 6.2, 6.122137404580153)","(3.2, 3.65, 3.6205533596837944)","(61.0, 140.0, 137.5)","(4.4, 4.8, 4.7775)","(31.0, 85.0, 78.57142857142857)","(5.5, 6.8, 6.733333333333333)","(26.0, 36.0, 34.666666666666664)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 390.0)","(51.0, 75.0, 60.0)","(71.0, 110.0, 115.71428571428571)"
14-12-2022 19:11:51.860089,"(5.0, 6.2, 6.00625)","(3.2, 3.65, 3.6368794326241134)","(61.0, 150.0, 143.68421052631578)","(4.4, 4.8, 4.7898550724637685)","(31.0, 85.0, 77.5)","(5.5, 6.8, 6.733333333333333)","(26.0, 36.0, 34.94736842105263)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 390.0)","(51.0, 75.0, 60.0)","(71.0, 120.0, 113.84615384615384)"
14-12-2022 19:11:53.145193,"(5.0, 6.2, 6.023863636363636)","(3.2, 3.65, 3.6368794326241134)","(61.0, 150.0, 143.68421052631578)","(4.4, 4.9, 4.7775)","(31.0, 85.0, 72.5)","(5.5, 6.8, 6.733333333333333)","(26.0, 36.0, 33.142857142857146)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 390.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 120.0, 115.29411764705883)"
14-12-2022 19:11:54.478410,"(5.0, 6.0, 5.956756756756757)","(3.2, 3.7, 3.6625)","(61.0, 150.0, 142.94117647058823)","(4.4, 4.8, 4.78955223880597)","(31.0, 80.0, 72.5)","(5.5, 6.8, 6.733333333333333)","(26.0, 36.0, 33.24444444444445)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 390.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 120.0, 115.29411764705883)"
14-12-2022 19:11:55.829085,"(5.0, 6.0, 5.955555555555556)","(3.2, 3.7, 3.666417910447761)","(61.0, 150.0, 142.94117647058823)","(4.4, 4.9, 4.825)","(31.0, 80.0, 74.0)","(5.5, 6.8, 6.71076923076923)","(26.0, 36.0, 32.97560975609756)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 375.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 120.0, 115.29411764705883)"
14-12-2022 19:11:57.160541,"(5.0, 6.0, 5.955555555555556)","(3.2, 3.7, 3.6515151515151514)","(71.0, 150.0, 142.94117647058823)","(4.4, 4.9, 4.875)","(31.0, 80.0, 74.0)","(5.5, 7.0, 6.759036144578313)","(21.0, 36.0, 32.97560975609756)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 375.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 120.0, 115.29411764705883)"
14-12-2022 19:11:58.451876,"(5.0, 6.0, 5.956603773584906)","(3.2, 3.7, 3.6515151515151514)","(71.0, 150.0, 142.94117647058823)","(4.4, 4.9, 4.875)","(31.0, 80.0, 74.0)","(5.5, 7.0, 6.759036144578313)","(21.0, 36.0, 32.97560975609756)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 375.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 120.0, 115.29411764705883)"
14-12-2022 19:11:59.791614,"(5.0, 6.0, 5.956603773584906)","(3.2, 3.7, 3.6515151515151514)","(71.0, 150.0, 142.94117647058823)","(4.4, 4.9, 4.875)","(31.0, 80.0, 71.0)","(5.5, 7.0, 6.759036144578313)","(21.0, 36.0, 33.24444444444445)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 375.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 120.0, 115.29411764705883)"
14-12-2022 19:12:01.119366,"(5.0, 6.0, 5.945238095238095)","(3.2, 3.7, 3.6515151515151514)","(71.0, 150.0, 134.0)","(4.4, 4.9, 4.875)","(31.0, 80.0, 71.0)","(5.5, 7.0, 6.694915254237288)","(21.0, 36.0, 33.24444444444445)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 375.0)","(51.0, 75.0, 62.142857142857146)","(71.0, 120.0, 115.29411764705883)"
14-12-2022 19:12:02.430956,"(5.0, 6.0, 5.945238095238095)","(3.2, 3.7, 3.6515151515151514)","(71.0, 150.0, 134.0)","(4.4, 4.9, 4.875)","(31.0, 80.0, 71.0)","(5.5, 6.8, 6.694915254237288)","(21.0, 36.0, 33.416666666666664)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 365.0)","(51.0, 75.0, 60.0)","(71.0, 120.0, 115.29411764705883)"
14-12-2022 19:12:03.762212,"(5.0, 6.0, 5.924590163934426)","(3.2, 3.7, 3.6515151515151514)","(71.0, 150.0, 134.0)","(4.4, 4.9, 4.875)","(31.0, 80.0, 71.0)","(5.5, 6.8, 6.694915254237288)","(21.0, 36.0, 33.416666666666664)","(7.0, 8.0, 7.8759999999999994)","(101.0, 420.0, 365.0)","(51.0, 75.0, 60.0)","(71.0, 120.0, 115.29411764705883)"
14-12-2022 19:12:05.038828,"(5.0, 6.0, 5.936111111111112)","(3.2, 3.7, 3.663970588235294)","(71.0, 150.0, 132.5)","(4.4, 4.9, 4.883720930232559)","(31.0, 75.0, 68.33333333333333)","(5.5, 6.8, 6.7101449275362315)","(21.0, 36.0, 33.30769230769231)","(7.0, 7.8, 7.750943396226415)","(101.0, 390.0, 360.0)","(51.0, 70.0, 61.0)","(71.0, 110.0, 108.5)"
14-12-2022 19:12:06.396279,"(5.0, 6.0, 6.084363636363636)","(3.2, 3.7, 3.66144578313253)","(71.0, 150.0, 132.5)","(4.4, 4.9, 4.846153846153846)","(31.0, 75.0, 70.0)","(5.5, 6.8, 6.7101449275362315)","(21.0, 36.0, 33.30769230769231)","(7.0, 8.2, 8.128947368421052)","(101.0, 390.0, 370.0)","(51.0, 70.0, 61.0)","(71.0, 110.0, 108.5)"
14-12-2022 19:12:07.775160,"(5.0, 6.2, 6.082857142857143)","(3.2, 3.7, 3.6515151515151514)","(71.0, 150.0, 138.94736842105263)","(4.4, 4.9, 4.834883720930232)","(31.0, 75.0, 70.0)","(5.5, 6.8, 6.7101449275362315)","(21.0, 36.0, 33.30769230769231)","(7.0, 8.0, 7.923076923076923)","(101.0, 390.0, 358.0)","(51.0, 70.0, 62.5)","(71.0, 110.0, 108.23529411764706)"
14-12-2022 19:12:09.238574,"(5.0, 6.2, 6.085714285714285)","(3.2, 3.7, 3.6515151515151514)","(71.0, 150.0, 138.94736842105263)","(4.4, 4.9, 4.845098039215686)","(31.0, 75.0, 70.0)","(5.5, 6.8, 6.705555555555556)","(21.0, 36.0, 33.407407407407405)","(7.0, 8.0, 7.903225806451613)","(101.0, 390.0, 358.0)","(51.0, 70.0, 62.5)","(71.0, 110.0, 108.23529411764706)"
14-12-2022 19:12:10.710953,"(5.0, 6.2, 6.085714285714285)","(3.2, 3.65, 3.6271784232365145)","(71.0, 150.0, 138.94736842105263)","(4.4, 4.9, 4.845098039215686)","(31.0, 75.0, 70.0)","(5.5, 6.8, 6.705555555555556)","(21.0, 36.0, 32.5)","(7.0, 8.0, 7.964912280701754)","(101.0, 390.0, 370.0)","(51.0, 70.0, 62.5)","(71.0, 110.0, 108.75)"
14-12-2022 19:12:12.161106,"(5.0, 6.0, 5.997278911564626)","(3.2, 3.65, 3.6271784232365145)","(71.0, 150.0, 140.0)","(4.4, 4.9, 4.7625)","(31.0, 75.0, 71.25)","(5.5, 6.8, 6.726086956521739)","(21.0, 36.0, 34.09090909090909)","(7.0, 8.0, 7.935)","(101.0, 390.0, 370.0)","(51.0, 70.0, 63.57142857142857)","(71.0, 110.0, 108.82352941176471)"
14-12-2022 19:12:13.556455,"(5.0, 6.0, 5.997252747252747)","(3.1, 3.65, 3.628927203065134)","(81.0, 150.0, 140.0)","(4.2, 4.8, 4.775)","(31.0, 75.0, 71.25)","(5.5, 6.8, 6.730864197530864)","(26.0, 36.0, 34.17857142857143)","(7.0, 8.0, 8.153846153846153)","(101.0, 390.0, 375.0)","(51.0, 70.0, 62.5)","(71.0, 110.0, 116.66666666666667)"
14-12-2022 19:12:15.014192,"(5.0, 6.0, 5.997340425531915)","(3.1, 3.65, 3.6304133858267718)","(81.0, 150.0, 140.0)","(4.2, 4.8, 4.722448979591837)","(31.0, 75.0, 76.25)","(5.5, 6.8, 6.730864197530864)","(26.0, 36.0, 34.150375939849624)","(7.0, 8.2, 8.170967741935483)","(101.0, 390.0, 385.0)","(51.0, 70.0, 60.333333333333336)","(71.0, 120.0, 115.0)"
14-12-2022 19:12:16.350439,"(5.0, 6.0, 5.997340425531915)","(3.1, 3.65, 3.6404255319148935)","(81.0, 150.0, 139.23076923076923)","(4.2, 4.8, 4.722448979591837)","(31.0, 80.0, 72.85714285714286)","(5.5, 6.8, 6.730864197530864)","(26.0, 36.0, 34.150375939849624)","(7.0, 8.2, 8.170967741935483)","(101.0, 390.0, 386.6666666666667)","(51.0, 65.0, 61.666666666666664)","(71.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:17.710921,"(5.0, 6.0, 5.992957746478873)","(3.1, 3.65, 3.6422222222222222)","(81.0, 150.0, 143.0)","(4.2, 4.8, 4.742465753424658)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.730864197530864)","(26.0, 36.0, 34.150375939849624)","(7.0, 8.2, 8.170967741935483)","(101.0, 390.0, 386.6666666666667)","(51.0, 65.0, 61.666666666666664)","(71.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:18.998283,"(5.0, 6.0, 5.965346534653466)","(3.1, 3.65, 3.6171052631578946)","(81.0, 150.0, 143.0)","(4.2, 4.8, 4.736046511627907)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.735897435897436)","(26.0, 36.0, 34.150375939849624)","(7.0, 8.2, 8.181632653061223)","(101.0, 390.0, 386.6666666666667)","(51.0, 65.0, 61.666666666666664)","(71.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:20.320447,"(5.0, 6.0, 5.965346534653466)","(3.1, 3.65, 3.6195121951219513)","(81.0, 150.0, 143.33333333333334)","(4.2, 4.8, 4.73)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.735897435897436)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.2, 8.22111801242236)","(101.0, 390.0, 386.6666666666667)","(51.0, 65.0, 59.54545454545455)","(71.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:21.655320,"(5.0, 6.0, 5.965346534653466)","(3.1, 3.65, 3.6363636363636362)","(81.0, 150.0, 144.6153846153846)","(4.2, 4.8, 4.668333333333333)","(41.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.966666666666667)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.4, 8.203389830508474)","(101.0, 390.0, 386.6666666666667)","(51.0, 65.0, 60.0)","(81.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:22.938739,"(5.0, 6.0, 5.965346534653466)","(3.1, 3.65, 3.636046511627907)","(81.0, 150.0, 144.6153846153846)","(4.2, 4.7, 4.668333333333333)","(41.0, 75.0, 72.85714285714286)","(5.5, 7.0, 6.966666666666667)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.4, 8.203389830508474)","(101.0, 390.0, 386.6666666666667)","(51.0, 70.0, 60.0)","(81.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:24.200898,"(5.0, 6.0, 5.965346534653466)","(3.1, 3.65, 3.622463768115942)","(81.0, 150.0, 144.6153846153846)","(4.2, 4.7, 4.671212121212121)","(41.0, 75.0, 72.85714285714286)","(5.5, 7.0, 6.969230769230769)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.4, 8.238888888888889)","(101.0, 390.0, 386.6666666666667)","(51.0, 70.0, 60.0)","(81.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:25.580014,"(5.0, 6.0, 6.066122448979592)","(3.1, 3.65, 3.6246031746031746)","(81.0, 150.0, 144.6153846153846)","(4.2, 4.7, 4.6762500000000005)","(41.0, 75.0, 72.85714285714286)","(5.5, 7.0, 6.969230769230769)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.4, 8.248484848484848)","(101.0, 390.0, 386.6666666666667)","(51.0, 70.0, 57.69230769230769)","(81.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:27.113388,"(5.0, 6.2, 6.066122448979592)","(3.1, 3.65, 3.6246031746031746)","(81.0, 150.0, 144.6153846153846)","(4.2, 4.7, 4.6762500000000005)","(41.0, 75.0, 72.85714285714286)","(5.5, 7.0, 7.147586206896552)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.2, 8.188505747126436)","(101.0, 390.0, 383.3333333333333)","(51.0, 60.0, 57.0)","(81.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:28.624046,"(5.0, 6.2, 6.066122448979592)","(3.1, 3.65, 3.6246031746031746)","(81.0, 150.0, 144.6153846153846)","(4.2, 4.7, 4.65875)","(41.0, 75.0, 72.85714285714286)","(5.5, 7.2, 7.178333333333334)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.2, 8.188505747126436)","(101.0, 390.0, 386.6666666666667)","(51.0, 60.0, 57.0)","(81.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:30.081261,"(5.0, 6.2, 5.99327731092437)","(3.1, 3.65, 3.6246031746031746)","(81.0, 150.0, 144.4)","(4.2, 4.7, 4.659259259259259)","(41.0, 75.0, 72.85714285714286)","(5.5, 7.2, 7.178333333333334)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.2, 8.189795918367347)","(101.0, 390.0, 383.3333333333333)","(51.0, 60.0, 51.25)","(81.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:31.458802,"(5.0, 6.2, 6.017777777777778)","(3.1, 3.65, 3.6246031746031746)","(81.0, 150.0, 106.66666666666667)","(4.2, 4.7, 4.678409090909091)","(41.0, 75.0, 72.85714285714286)","(5.5, 7.2, 7.178333333333334)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.2, 8.189795918367347)","(101.0, 390.0, 386.6666666666667)","(51.0, 60.0, 54.18181818181818)","(81.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:32.859914,"(5.0, 6.2, 6.017777777777778)","(3.1, 3.6, 3.577777777777778)","(81.0, 140.0, 108.0)","(4.2, 4.7, 4.730188679245283)","(41.0, 75.0, 72.85714285714286)","(5.5, 7.2, 7.178333333333334)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.2, 8.189795918367347)","(101.0, 390.0, 383.3333333333333)","(51.0, 55.0, 54.18181818181818)","(81.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:34.315321,"(5.0, 6.2, 6.030927835051546)","(3.1, 3.6, 3.577777777777778)","(81.0, 140.0, 108.0)","(4.2, 4.8, 4.730188679245283)","(41.0, 75.0, 72.85714285714286)","(5.5, 7.2, 7.178333333333334)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.2, 8.189795918367347)","(101.0, 390.0, 383.3333333333333)","(51.0, 55.0, 54.18181818181818)","(81.0, 120.0, 115.71428571428571)"
14-12-2022 19:12:35.691055,"(5.0, 6.2, 6.030927835051546)","(3.1, 3.6, 3.577777777777778)","(81.0, 140.0, 108.0)","(4.2, 4.8, 4.773333333333333)","(41.0, 75.0, 72.85714285714286)","(5.5, 7.2, 7.178333333333334)","(26.0, 36.0, 34.143884892086334)","(7.0, 8.2, 8.189795918367347)","(101.0, 390.0, 383.3333333333333)","(51.0, 55.0, 54.18181818181818)","(81.0, 120.0, 115.71428571428571)"
