,Big Ram,Piazza Minerva,Tap Out Mickey,Shes Our Cruze,Miss Von Strudel
16-12-2022 11:47:51.741458,"(9.0, 20.0, 17.666666666666668)","(2.7, 2.74, 2.6864285714285714)","(2.35, 2.6, 2.575)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:47:52.700247,"(9.0, 20.0, 14.3125)","(2.7, 2.74, 2.686666666666667)","(2.35, 2.6, 2.492)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:47:53.591907,"(9.0, 20.0, 16.208333333333332)","(2.7, 2.74, 2.686666666666667)","(2.35, 2.6, 2.492)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:47:54.416855,"(9.0, 20.0, 16.1)","(2.7, 2.74, 2.686666666666667)","(2.35, 2.6, 2.492)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:47:55.343127,"(9.0, 20.0, 16.4)","(2.7, 2.74, 2.6824000000000003)","(2.35, 2.6, 2.54)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:47:56.296649,"(9.0, 20.0, 16.41304347826087)","(2.7, 2.74, 2.6824000000000003)","(2.35, 2.6, 2.59)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:47:57.138923,"(9.0, 20.0, 16.826923076923077)","(2.7, 2.74, 2.6824000000000003)","(2.35, 2.6, 2.59)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:47:58.026399,"(9.0, 20.0, 16.826923076923077)","(2.7, 2.74, 2.6824000000000003)","(2.35, 2.6, 2.59)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:47:59.034768,"(9.0, 20.0, 16.428571428571427)","(2.7, 2.74, 2.6824000000000003)","(2.35, 2.6, 2.590666666666667)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:48:00.060550,"(9.0, 20.0, 17.0)","(2.7, 2.74, 2.6292307692307695)","(2.35, 2.6, 2.55)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:48:00.908361,"(9.0, 20.0, 17.0)","(2.7, 2.74, 2.6292307692307695)","(2.35, 2.64, 2.55)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:48:01.874737,"(9.0, 20.0, 17.0)","(2.7, 2.74, 2.6292307692307695)","(2.35, 2.64, 2.55)","(8.5, 14.5, 14.482954545454545)","(4.4, 10.5, 9.864705882352942)"
16-12-2022 11:48:02.763918,"(9.0, 19.5, 18.46153846153846)","(2.7, 2.74, 2.5768750000000002)","(2.35, 2.64, 2.5636363636363635)","(8.5, 14.5, 14.403225806451612)","(4.4, 10.5, 9.959999999999999)"
16-12-2022 11:48:03.686367,"(9.0, 20.0, 17.083333333333332)","(2.7, 2.72, 2.488888888888889)","(2.35, 2.64, 2.5636363636363635)","(8.5, 15.0, 14.757575757575758)","(4.4, 10.5, 9.959999999999999)"
16-12-2022 11:48:04.588660,"(9.0, 17.0, 16.428571428571427)","(2.7, 2.72, 2.650810810810811)","(2.35, 2.64, 2.5957894736842104)","(8.5, 14.0, 13.956043956043956)","(4.4, 10.5, 9.959999999999999)"
16-12-2022 11:48:05.463623,"(9.0, 17.0, 16.428571428571427)","(2.7, 2.7, 2.6481081081081084)","(2.35, 2.64, 2.5957894736842104)","(8.5, 14.0, 13.90625)","(4.4, 10.5, 9.959999999999999)"
16-12-2022 11:48:06.408787,"(9.0, 17.0, 16.428571428571427)","(2.7, 2.7, 2.6451428571428575)","(2.35, 2.64, 2.5957894736842104)","(8.5, 14.0, 13.956043956043956)","(4.4, 10.5, 9.959999999999999)"
16-12-2022 11:48:07.378175,"(9.0, 17.0, 16.25)","(2.7, 2.7, 2.6451428571428575)","(2.35, 2.64, 2.6081012658227847)","(8.5, 14.0, 13.956043956043956)","(4.4, 10.5, 9.959999999999999)"
16-12-2022 11:48:08.294299,"(9.0, 17.0, 16.25)","(2.7, 2.7, 2.6451428571428575)","(2.35, 2.64, 2.612)","(8.5, 14.0, 13.90625)","(4.4, 10.5, 9.959999999999999)"
16-12-2022 11:48:09.150461,,,,,
16-12-2022 11:48:10.034854,,,,,
16-12-2022 11:48:11.029225,,,,,
16-12-2022 11:48:12.015957,,,,,
16-12-2022 11:48:12.923735,,,,,
16-12-2022 11:48:13.744631,,,,,
16-12-2022 11:48:14.668889,,,,,
16-12-2022 11:48:15.564783,,,,,
16-12-2022 11:48:16.397938,,,,,
16-12-2022 11:48:17.312050,,,,,
16-12-2022 11:48:18.232767,,,,,
16-12-2022 11:48:19.143250,,,,,
16-12-2022 11:48:20.062578,,,,,
16-12-2022 11:48:20.904734,,,,,
16-12-2022 11:48:21.762719,,,,,
16-12-2022 11:48:22.709553,,,,,
16-12-2022 11:48:23.607373,,,,,
16-12-2022 11:48:24.460436,,,,,
16-12-2022 11:48:25.354305,,,,,
16-12-2022 11:48:26.307675,,,,,
16-12-2022 11:48:27.207970,,,,,
16-12-2022 11:48:28.116735,,,,,
16-12-2022 11:48:29.017757,,,,,
16-12-2022 11:48:29.898590,,,,,
16-12-2022 11:48:30.760962,,,,,
16-12-2022 11:48:31.616479,,,,,
16-12-2022 11:48:32.551713,,,,,
16-12-2022 11:48:33.492197,,,,,
16-12-2022 11:48:34.318049,,,,,
16-12-2022 11:48:35.137151,,,,,
16-12-2022 11:48:36.122567,,,,,
16-12-2022 11:48:37.106526,,,,,
16-12-2022 11:48:37.946714,,,,,
16-12-2022 11:48:38.846135,,,,,
16-12-2022 11:48:39.817079,,,,,
16-12-2022 11:48:40.748872,,,,,
16-12-2022 11:48:41.601586,,,,,
16-12-2022 11:48:42.515528,,,,,
16-12-2022 11:48:43.535106,,,,,
16-12-2022 11:48:44.499445,,,,,
16-12-2022 11:48:45.343936,,,,,
16-12-2022 11:48:46.341939,,,,,
16-12-2022 11:48:47.347497,,,,,
16-12-2022 11:48:48.200116,,,,,
16-12-2022 11:48:49.125280,,,,,
16-12-2022 11:48:50.083351,,,,,
16-12-2022 11:48:51.032369,,,,,
16-12-2022 11:48:51.863108,,,,,
16-12-2022 11:48:52.782537,,,,,
16-12-2022 11:48:53.682814,,,,,
16-12-2022 11:48:54.518891,,,,,
16-12-2022 11:48:55.351465,,,,,
16-12-2022 11:48:56.272956,,,,,
16-12-2022 11:48:57.218553,,,,,
16-12-2022 11:48:58.018055,,,,,
16-12-2022 11:48:58.868298,,,,,
16-12-2022 11:48:59.818448,,,,,
16-12-2022 11:49:00.778658,,,,,
16-12-2022 11:49:01.915489,,,,,
16-12-2022 11:49:02.856963,,,,,
16-12-2022 11:49:03.806165,,,,,
16-12-2022 11:49:04.718136,,,,,
16-12-2022 11:49:05.659443,,,,,
16-12-2022 11:49:06.716331,,,,,
16-12-2022 11:49:07.708253,,,,,
16-12-2022 11:49:08.597458,,,,,
16-12-2022 11:49:10.192227,,,,,
16-12-2022 11:49:11.693015,,,,,
16-12-2022 11:49:12.872472,,,,,
16-12-2022 11:49:13.889698,,,,,
16-12-2022 11:49:14.987674,,,,,
16-12-2022 11:49:16.107820,,,,,
16-12-2022 11:49:17.028439,,,,,
16-12-2022 11:49:18.006034,,,,,
16-12-2022 11:49:19.027551,,,,,
16-12-2022 11:49:20.167441,,,,,
16-12-2022 11:49:21.211352,,,,,
16-12-2022 11:49:22.237998,,,,,
16-12-2022 11:49:23.303499,,,,,
16-12-2022 11:49:24.418512,,,,,
16-12-2022 11:49:25.407256,,,,,
16-12-2022 11:49:26.419546,,,,,
16-12-2022 11:49:27.480024,,,,,
16-12-2022 11:49:28.498876,,,,,
16-12-2022 11:49:29.514239,,,,,
16-12-2022 11:49:30.522675,,,,,
16-12-2022 11:49:31.592356,,,,,
16-12-2022 11:49:32.646379,,,,,
16-12-2022 11:49:33.687886,,,,,
16-12-2022 11:49:34.743904,,,,,
16-12-2022 11:49:35.858592,,,,,
16-12-2022 11:49:36.840903,,,,,
16-12-2022 11:49:37.841125,,,,,
16-12-2022 11:49:39.030481,,,,,
16-12-2022 11:49:40.187787,,,,,
16-12-2022 11:49:41.435099,,,,,
16-12-2022 11:49:42.557684,,,,,
16-12-2022 11:49:43.692126,,,,,
16-12-2022 11:49:44.751872,,,,,
16-12-2022 11:49:45.832284,,,,,
16-12-2022 11:49:47.069328,,,,,
16-12-2022 11:49:48.122240,,,,,
16-12-2022 11:49:49.206865,,,,,
16-12-2022 11:49:50.275637,,,,,
16-12-2022 11:49:51.361105,,,,,
16-12-2022 11:49:52.439522,,,,,
16-12-2022 11:49:53.451488,,,,,
16-12-2022 11:49:54.496226,,,,,
16-12-2022 11:49:55.908515,,,,,
16-12-2022 11:49:57.065098,,,,,
16-12-2022 11:49:58.288770,,,,,
16-12-2022 11:49:59.546884,,,,,
16-12-2022 11:50:00.792597,,,,,
16-12-2022 11:50:02.001346,,,,,
16-12-2022 11:50:03.265256,,,,,
16-12-2022 11:50:04.458780,,,,,
16-12-2022 11:50:05.625045,,,,,
16-12-2022 11:50:06.692019,,,,,
16-12-2022 11:50:07.771778,,,,,
16-12-2022 11:50:08.928107,,,,,
16-12-2022 11:50:10.080238,,,,,
16-12-2022 11:50:11.304695,,,,,
16-12-2022 11:50:12.465603,,,,,
16-12-2022 11:50:13.532295,,,,,
16-12-2022 11:50:14.661556,,,,,
16-12-2022 11:50:15.795869,,,,,
16-12-2022 11:50:16.897397,,,,,
16-12-2022 11:50:17.997836,,,,,
16-12-2022 11:50:19.210756,,,,,
16-12-2022 11:50:20.226232,,,,,
16-12-2022 11:50:21.256292,,,,,
16-12-2022 11:50:22.166851,,,,,
16-12-2022 11:50:23.126061,,,,,
16-12-2022 11:50:24.125201,,,,,
16-12-2022 11:50:25.200621,,,,,
16-12-2022 11:50:26.181653,,,,,
16-12-2022 11:50:27.175396,,,,,
16-12-2022 11:50:28.149461,,,,,
16-12-2022 11:50:29.176981,,,,,
16-12-2022 11:50:30.241626,,,,,
16-12-2022 11:50:31.340074,,,,,
16-12-2022 11:50:32.498770,,,,,
16-12-2022 11:50:33.544266,,,,,
16-12-2022 11:50:34.556139,,,,,
16-12-2022 11:50:35.557190,,,,,
16-12-2022 11:50:36.539969,,,,,
16-12-2022 11:50:37.499263,,,,,
16-12-2022 11:50:38.510410,,,,,
16-12-2022 11:50:39.575470,,,,,
16-12-2022 11:50:40.571420,,,,,
16-12-2022 11:50:41.882545,,,,,
16-12-2022 11:50:42.864647,,,,,
16-12-2022 11:50:43.991831,,,,,
16-12-2022 11:50:45.138937,,,,,
16-12-2022 11:50:46.171914,,,,,
16-12-2022 11:50:47.097246,,,,,
16-12-2022 11:50:48.180696,,,,,
16-12-2022 11:50:49.253762,,,,,
16-12-2022 11:50:50.389457,,,,,
16-12-2022 11:50:51.492410,,,,,
16-12-2022 11:50:52.569703,,,,,
16-12-2022 11:50:53.608453,,,,,
16-12-2022 11:50:54.660201,,,,,
16-12-2022 11:50:55.746547,,,,,
16-12-2022 11:50:56.738801,,,,,
16-12-2022 11:50:57.718465,,,,,
16-12-2022 11:50:58.764345,,,,,
16-12-2022 11:50:59.819209,,,,,
16-12-2022 11:51:01.117567,,,,,
16-12-2022 11:51:02.253287,,,,,
16-12-2022 11:51:03.374679,,,,,
16-12-2022 11:51:04.859626,,,,,
16-12-2022 11:51:06.013381,,,,,
16-12-2022 11:51:07.267729,,,,,
16-12-2022 11:51:08.311468,,,,,
16-12-2022 11:51:09.404169,,,,,
16-12-2022 11:51:10.538091,,,,,
16-12-2022 11:51:11.623855,,,,,
16-12-2022 11:51:12.618960,,,,,
16-12-2022 11:51:13.715528,,,,,
16-12-2022 11:51:14.814455,,,,,
16-12-2022 11:51:15.891100,,,,,
16-12-2022 11:51:16.986051,,,,,
16-12-2022 11:51:18.009789,,,,,
16-12-2022 11:51:19.031542,,,,,
16-12-2022 11:51:20.167301,,,,,
16-12-2022 11:51:21.347006,,,,,
16-12-2022 11:51:22.493933,,,,,
16-12-2022 11:51:23.675712,,,,,
16-12-2022 11:51:24.929402,,,,,
16-12-2022 11:51:26.100729,,,,,
16-12-2022 11:51:27.327025,,,,,
16-12-2022 11:51:28.455487,,,,,
16-12-2022 11:51:29.984534,,,,,
16-12-2022 11:51:31.218492,,,,,
16-12-2022 11:51:32.231727,,,,,
16-12-2022 11:51:33.306797,,,,,
16-12-2022 11:51:34.421873,,,,,
16-12-2022 11:51:35.505733,,,,,
16-12-2022 11:51:36.602517,,,,,
16-12-2022 11:51:37.642511,,,,,
16-12-2022 11:51:38.740902,,,,,
16-12-2022 11:51:39.832422,,,,,
16-12-2022 11:51:41.235641,,,,,
16-12-2022 11:51:42.400824,,,,,
16-12-2022 11:51:43.488051,,,,,
16-12-2022 11:51:44.706057,,,,,
16-12-2022 11:51:46.202479,,,,,
16-12-2022 11:51:47.931920,,,,,
16-12-2022 11:51:49.011158,,,,,
16-12-2022 11:51:50.126102,,,,,
16-12-2022 11:51:51.263437,,,,,
16-12-2022 11:51:52.298739,,,,,
16-12-2022 11:51:53.432580,,,,,
16-12-2022 11:51:54.575790,,,,,
16-12-2022 11:51:55.773061,,,,,
16-12-2022 11:51:56.831296,,,,,
16-12-2022 11:51:57.947081,,,,,
16-12-2022 11:51:59.039525,,,,,
16-12-2022 11:52:00.217958,,,,,
16-12-2022 11:52:01.478324,,,,,
16-12-2022 11:52:02.674674,,,,,
16-12-2022 11:52:04.037290,,,,,
16-12-2022 11:52:05.253203,,,,,
16-12-2022 11:52:06.304351,,,,,
16-12-2022 11:52:07.425904,,,,,
16-12-2022 11:52:08.646390,,,,,
16-12-2022 11:52:09.860624,,,,,
16-12-2022 11:52:10.928255,,,,,
16-12-2022 11:52:11.925907,,,,,
16-12-2022 11:52:13.120943,,,,,
16-12-2022 11:52:14.368752,,,,,
16-12-2022 11:52:15.797143,,,,,
16-12-2022 11:52:17.679076,,,,,
16-12-2022 11:52:19.015859,,,,,
16-12-2022 11:52:20.687324,,,,,
16-12-2022 11:52:22.009429,,,,,
16-12-2022 11:52:23.057745,,,,,
16-12-2022 11:52:24.195184,,,,,
16-12-2022 11:52:25.388738,,,,,
16-12-2022 11:52:26.423063,,,,,
16-12-2022 11:52:27.452951,,,,,
16-12-2022 11:52:28.531607,,,,,
16-12-2022 11:52:29.908523,,,,,
16-12-2022 11:52:30.975481,,,,,
16-12-2022 11:52:32.222856,,,,,
16-12-2022 11:52:33.385306,,,,,
16-12-2022 11:52:34.451765,,,,,
16-12-2022 11:52:35.527080,,,,,
16-12-2022 11:52:36.637212,,,,,
16-12-2022 11:52:37.691098,,,,,
16-12-2022 11:52:38.762506,,,,,
16-12-2022 11:52:39.948552,,,,,
16-12-2022 11:52:41.045112,,,,,
16-12-2022 11:52:41.972818,,,,,
16-12-2022 11:52:42.988312,,,,,
16-12-2022 11:52:44.099943,,,,,
16-12-2022 11:52:45.092062,,,,,
16-12-2022 11:52:46.115726,,,,,
16-12-2022 11:52:47.134039,,,,,
16-12-2022 11:52:48.205054,,,,,
16-12-2022 11:52:49.249410,,,,,
16-12-2022 11:52:50.448140,,,,,
16-12-2022 11:52:51.517666,,,,,
16-12-2022 11:52:52.599808,,,,,
16-12-2022 11:52:53.662243,,,,,
16-12-2022 11:52:54.706767,,,,,
16-12-2022 11:52:55.716653,,,,,
16-12-2022 11:52:56.740646,,,,,
16-12-2022 11:52:57.692749,,,,,
16-12-2022 11:52:58.680643,,,,,
16-12-2022 11:52:59.661737,,,,,
16-12-2022 11:53:00.575619,,,,,
16-12-2022 11:53:01.461436,,,,,
16-12-2022 11:53:02.434462,,,,,
16-12-2022 11:53:03.419662,,,,,
16-12-2022 11:53:04.373602,,,,,
16-12-2022 11:53:05.225707,,,,,
16-12-2022 11:53:06.165958,,,,,
16-12-2022 11:53:07.091657,,,,,
16-12-2022 11:53:08.311391,,,,,
16-12-2022 11:53:09.277511,,,,,
16-12-2022 11:53:10.287459,,,,,
16-12-2022 11:53:11.339213,,,,,
16-12-2022 11:53:12.330744,,,,,
16-12-2022 11:53:13.307780,,,,,
16-12-2022 11:53:14.284304,,,,,
16-12-2022 11:53:15.239337,,,,,
16-12-2022 11:53:16.451379,,,,,
16-12-2022 11:53:17.943371,,,,,
16-12-2022 11:53:19.014009,,,,,
16-12-2022 11:53:19.979024,,,,,
16-12-2022 11:53:20.931148,,,,,
16-12-2022 11:53:22.048066,,,,,
16-12-2022 11:53:23.273884,,,,,
16-12-2022 11:53:24.332123,,,,,
16-12-2022 11:53:25.438653,,,,,
16-12-2022 11:53:26.380016,,,,,
16-12-2022 11:53:27.469973,,,,,
16-12-2022 11:53:28.524493,,,,,
16-12-2022 11:53:29.482187,,,,,
16-12-2022 11:53:30.582341,,,,,
16-12-2022 11:53:31.669080,,,,,
16-12-2022 11:53:32.920340,,,,,
16-12-2022 11:53:33.928732,,,,,
16-12-2022 11:53:34.942326,,,,,
16-12-2022 11:53:36.143349,,,,,
16-12-2022 11:53:37.091863,,,,,
16-12-2022 11:53:38.285755,,,,,
16-12-2022 11:53:39.289104,,,,,
16-12-2022 11:53:40.115294,,,,,
16-12-2022 11:53:41.003673,,,,,
16-12-2022 11:53:42.021143,,,,,
16-12-2022 11:53:43.043944,,,,,
16-12-2022 11:53:44.067120,,,,,
16-12-2022 11:53:44.977498,,,,,
16-12-2022 11:53:45.929562,,,,,
16-12-2022 11:53:46.965869,,,,,
16-12-2022 11:53:47.933645,,,,,
16-12-2022 11:53:48.956188,,,,,
16-12-2022 11:53:49.922430,,,,,
16-12-2022 11:53:50.831292,,,,,
16-12-2022 11:53:51.679809,,,,,
16-12-2022 11:53:52.568354,,,,,
16-12-2022 11:53:53.459881,,,,,
16-12-2022 11:53:54.316958,,,,,
16-12-2022 11:53:55.590664,,,,,
16-12-2022 11:53:57.065370,,,,,
16-12-2022 11:53:58.060122,,,,,
16-12-2022 11:53:58.990265,,,,,
16-12-2022 11:53:59.898024,,,,,
16-12-2022 11:54:00.758475,,,,,
16-12-2022 11:54:01.722441,,,,,
16-12-2022 11:54:02.732500,,,,,
16-12-2022 11:54:03.658677,,,,,
16-12-2022 11:54:04.507640,,,,,
16-12-2022 11:54:05.289299,,,,,
16-12-2022 11:54:06.088279,,,,,
16-12-2022 11:54:06.910578,,,,,
16-12-2022 11:54:07.764005,,,,,
16-12-2022 11:54:08.553363,,,,,
16-12-2022 11:54:09.345058,,,,,
16-12-2022 11:54:10.209576,,,,,
16-12-2022 11:54:11.051843,,,,,
16-12-2022 11:54:11.872859,,,,,
16-12-2022 11:54:12.656767,,,,,
16-12-2022 11:54:13.515951,,,,,
16-12-2022 11:54:14.369683,,,,,
16-12-2022 11:54:15.149491,,,,,
16-12-2022 11:54:15.947541,,,,,
16-12-2022 11:54:16.948936,,,,,
16-12-2022 11:54:17.893311,,,,,
16-12-2022 11:54:18.738889,,,,,
