,Six Pack Nugget,Denarau Delight,Homebush Tessa,Lonely Toni,Goldstar Harper,Champagne,Bahama Mama,Homebush Cardi
16-12-2022 09:55:21.330997,"(3.5, 4.2, 3.8625)","(5.0, 8.6, 7.133333333333334)","(26.0, 160.0, 145.75)","(18.0, 24.0, 22.857142857142858)","(5.5, 6.4, 6.290909090909091)","(3.4, 3.85, 3.81)","(6.0, 7.6, 6.21875)","(18.0, 100.0, 93.68421052631578)"
16-12-2022 09:55:22.464845,"(3.5, 4.2, 3.8625)","(5.0, 8.6, 7.133333333333334)","(26.0, 160.0, 147.55555555555554)","(18.0, 24.0, 22.857142857142858)","(5.5, 6.4, 6.290909090909091)","(3.4, 3.85, 3.81)","(6.0, 7.6, 6.21875)","(18.0, 100.0, 84.34782608695653)"
16-12-2022 09:55:23.681138,"(3.5, 4.2, 3.8625)","(5.0, 8.6, 7.133333333333334)","(26.0, 160.0, 147.55555555555554)","(18.0, 24.0, 22.857142857142858)","(5.5, 6.4, 6.290909090909091)","(3.4, 3.85, 3.81)","(6.0, 7.6, 6.21875)","(21.0, 100.0, 84.34782608695653)"
16-12-2022 09:55:24.750455,"(3.5, 4.2, 3.8625)","(5.0, 8.6, 7.133333333333334)","(26.0, 160.0, 147.55555555555554)","(18.0, 24.0, 21.176470588235293)","(5.5, 6.4, 6.311111111111112)","(3.4, 3.85, 3.81)","(6.0, 7.6, 6.21875)","(21.0, 100.0, 84.34782608695653)"
16-12-2022 09:55:25.823682,"(3.5, 4.2, 3.8625)","(5.0, 8.6, 7.133333333333334)","(26.0, 160.0, 189.14285714285714)","(18.0, 24.0, 19.448275862068964)","(5.5, 6.4, 6.311111111111112)","(3.4, 3.85, 3.81)","(6.0, 7.6, 6.21875)","(21.0, 100.0, 90.76923076923077)"
16-12-2022 09:55:26.917674,"(3.5, 4.2, 3.8625)","(5.0, 8.6, 6.84)","(26.0, 200.0, 189.14285714285714)","(18.0, 24.0, 19.11111111111111)","(5.5, 6.4, 6.311111111111112)","(3.4, 3.85, 3.81)","(6.0, 7.6, 6.21875)","(21.0, 100.0, 90.76923076923077)"
16-12-2022 09:55:28.026583,"(3.5, 4.2, 3.8625)","(5.0, 8.6, 6.84)","(26.0, 230.0, 187.17647058823528)","(18.0, 24.0, 20.891304347826086)","(5.5, 6.4, 6.285714285714286)","(3.4, 3.85, 3.8071428571428574)","(6.0, 7.6, 7.288)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:29.173914,"(3.5, 4.2, 4.077551020408164)","(5.0, 8.6, 7.133333333333334)","(26.0, 160.0, 152.0)","(18.0, 24.0, 21.73913043478261)","(5.5, 6.4, 6.285714285714286)","(3.4, 3.85, 3.8071428571428574)","(6.0, 7.6, 7.222222222222222)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:30.345009,"(3.5, 4.2, 4.077551020408164)","(5.0, 8.6, 7.0)","(26.0, 160.0, 152.0)","(18.0, 24.0, 21.73913043478261)","(5.5, 6.4, 6.233333333333333)","(3.4, 3.85, 3.8071428571428574)","(6.0, 7.4, 7.222222222222222)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:31.529746,"(3.5, 4.2, 4.077551020408164)","(5.0, 8.6, 7.0)","(26.0, 160.0, 152.0)","(18.0, 24.0, 21.73913043478261)","(5.5, 6.4, 6.294736842105263)","(3.4, 3.85, 3.8071428571428574)","(6.0, 7.4, 7.222222222222222)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:32.636465,"(3.5, 4.2, 4.077551020408164)","(5.0, 8.6, 7.0)","(26.0, 160.0, 152.0)","(18.0, 24.0, 21.73913043478261)","(5.5, 6.4, 6.294736842105263)","(3.4, 3.85, 3.8071428571428574)","(6.0, 7.4, 7.222222222222222)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:33.798676,"(3.5, 4.2, 4.077551020408164)","(5.0, 8.6, 7.0)","(26.0, 160.0, 152.0)","(18.0, 24.0, 21.73913043478261)","(5.5, 6.4, 6.316666666666667)","(3.4, 3.85, 3.8071428571428574)","(6.0, 7.4, 7.222222222222222)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:35.093596,"(3.5, 4.2, 4.077551020408164)","(5.0, 8.6, 7.0)","(26.0, 160.0, 152.0)","(18.0, 24.0, 21.73913043478261)","(5.5, 6.4, 6.316666666666667)","(3.4, 3.85, 3.8071428571428574)","(6.0, 7.4, 7.288)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:36.292052,"(3.5, 4.2, 4.077551020408164)","(5.0, 8.6, 7.133333333333334)","(26.0, 160.0, 152.0)","(18.0, 24.0, 21.73913043478261)","(5.5, 6.4, 6.331034482758621)","(3.4, 3.85, 3.7714285714285714)","(6.0, 7.6, 7.1647058823529415)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:37.550019,"(3.5, 6.6, 4.957142857142857)","(5.0, 8.6, 8.133333333333333)","(26.0, 160.0, 152.0)","(18.0, 24.0, 21.73913043478261)","(5.5, 6.4, 6.303225806451613)","(3.4, 3.85, 3.7910714285714286)","(6.0, 7.4, 7.103703703703704)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:38.594960,"(3.5, 6.4, 5.294736842105263)","(5.0, 8.4, 8.133333333333333)","(26.0, 160.0, 198.42857142857142)","(18.0, 24.0, 19.775)","(5.5, 6.4, 6.066666666666667)","(3.4, 3.85, 3.723076923076923)","(6.0, 7.4, 6.844444444444445)","(21.0, 100.0, 110.96774193548387)"
16-12-2022 09:55:39.584395,"(3.5, 7.0, 6.73)","(5.0, 8.4, 7.929411764705883)","(26.0, 210.0, 198.42857142857142)","(18.0, 24.0, 19.775)","(5.5, 6.4, 6.066666666666667)","(3.4, 3.85, 3.723076923076923)","(6.0, 7.4, 6.844444444444445)","(21.0, 140.0, 110.96774193548387)"
16-12-2022 09:55:40.585600,"(3.5, 7.0, 6.73)","(5.0, 8.4, 7.7)","(26.0, 210.0, 198.42857142857142)","(18.0, 24.0, 19.125)","(5.5, 6.4, 6.066666666666667)","(3.4, 3.85, 3.6928571428571426)","(6.0, 7.4, 6.6)","(21.0, 140.0, 95.0)"
16-12-2022 09:55:41.616530,"(3.5, 7.2, 5.3875)","(4.8, 8.2, 7.862499999999999)","(31.0, 160.0, 152.0)","(19.0, 24.0, 21.291666666666668)","(5.5, 6.4, 6.066666666666667)","(3.4, 3.85, 3.7342105263157896)","(6.5, 7.4, 6.807407407407408)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:42.631016,"(3.5, 7.2, 5.3875)","(4.8, 8.4, 7.561290322580645)","(31.0, 160.0, 152.0)","(19.0, 24.0, 21.291666666666668)","(5.5, 6.4, 6.066666666666667)","(3.4, 3.85, 3.6928571428571426)","(6.5, 7.4, 6.807407407407408)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:43.631136,"(3.5, 7.2, 5.3875)","(4.8, 8.4, 7.561290322580645)","(31.0, 160.0, 152.0)","(19.0, 24.0, 21.291666666666668)","(5.5, 6.4, 6.066666666666667)","(3.4, 3.85, 3.7342105263157896)","(6.5, 7.4, 6.807407407407408)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:44.768924,"(3.6, 7.2, 5.3875)","(5.0, 8.4, 7.677777777777778)","(31.0, 160.0, 152.0)","(18.0, 24.0, 21.291666666666668)","(5.5, 6.4, 6.066666666666667)","(3.4, 3.85, 3.6928571428571426)","(6.5, 7.4, 6.807407407407408)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:45.817309,"(3.6, 7.2, 5.3875)","(5.0, 8.4, 6.9375)","(31.0, 160.0, 152.0)","(19.0, 24.0, 22.92857142857143)","(5.5, 6.4, 6.066666666666667)","(3.4, 3.85, 3.7543478260869563)","(6.5, 7.4, 6.7)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:46.853946,"(3.6, 6.8, 5.583783783783783)","(5.0, 8.4, 7.336363636363636)","(31.0, 160.0, 152.0)","(19.0, 24.0, 22.92857142857143)","(5.5, 6.4, 6.092307692307693)","(3.4, 3.8, 3.746)","(6.5, 7.4, 6.7)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:47.900179,"(3.6, 6.4, 5.777777777777778)","(5.0, 8.4, 7.336363636363636)","(31.0, 160.0, 152.0)","(19.0, 24.0, 22.92857142857143)","(5.5, 6.4, 6.092307692307693)","(3.4, 3.8, 3.73)","(6.5, 7.4, 6.768421052631579)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:48.895095,"(3.6, 6.0, 5.433333333333334)","(5.0, 8.4, 7.336363636363636)","(31.0, 160.0, 152.0)","(19.0, 24.0, 22.92857142857143)","(5.5, 6.4, 6.092307692307693)","(3.4, 3.75, 3.74)","(6.5, 7.4, 6.92)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:49.863139,"(3.6, 6.0, 5.271428571428571)","(5.0, 8.4, 7.533333333333333)","(31.0, 160.0, 152.0)","(19.0, 24.0, 22.92857142857143)","(5.5, 6.4, 6.092307692307693)","(3.4, 3.75, 3.74)","(6.5, 7.4, 6.92)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:50.837626,"(3.6, 5.8, 5.254545454545454)","(5.0, 8.2, 7.778947368421052)","(31.0, 160.0, 147.77777777777777)","(19.0, 24.0, 22.92857142857143)","(5.5, 6.4, 6.22608695652174)","(3.4, 3.75, 3.74)","(6.5, 7.4, 6.9714285714285715)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:51.793266,"(3.6, 5.7, 5.28)","(5.0, 8.2, 7.59047619047619)","(31.0, 160.0, 147.77777777777777)","(18.0, 24.0, 22.92857142857143)","(5.5, 6.4, 6.22608695652174)","(3.4, 3.75, 3.73)","(6.0, 7.4, 7.036363636363637)","(21.0, 100.0, 87.14285714285714)"
16-12-2022 09:55:52.756041,"(3.6, 5.7, 4.859999999999999)","(5.0, 8.0, 7.1)","(31.0, 160.0, 147.77777777777777)","(18.0, 24.0, 22.4375)","(5.5, 6.4, 6.22608695652174)","(3.4, 3.75, 3.73)","(6.0, 7.4, 7.036363636363637)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:53.717294,"(3.6, 5.5, 5.0)","(5.0, 8.0, 7.1)","(31.0, 160.0, 123.33333333333333)","(18.0, 24.0, 21.5)","(5.5, 6.4, 6.22608695652174)","(3.4, 3.75, 3.73)","(6.0, 7.4, 7.036363636363637)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:54.669326,"(3.6, 5.3, 4.9363636363636365)","(5.0, 8.0, 7.1)","(31.0, 160.0, 123.33333333333333)","(18.0, 24.0, 21.5)","(5.5, 6.4, 6.08)","(3.4, 3.75, 3.73)","(6.0, 7.4, 7.036363636363637)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:55.667947,"(3.6, 5.2, 5.041176470588235)","(5.0, 8.0, 7.1)","(31.0, 160.0, 123.33333333333333)","(18.0, 24.0, 21.5)","(5.5, 6.6, 6.2)","(3.4, 3.75, 3.74)","(6.0, 7.4, 7.036363636363637)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:56.610136,"(3.6, 5.0, 4.9125)","(5.0, 6.8, 6.246153846153846)","(31.0, 160.0, 146.25)","(18.0, 24.0, 21.5)","(5.5, 6.6, 6.2)","(3.4, 3.75, 3.73)","(6.0, 7.4, 7.036363636363637)","(21.0, 100.0, 95.0)"
16-12-2022 09:55:57.561351,"(3.6, 5.2, 5.140000000000001)","(5.0, 6.8, 6.2)","(31.0, 160.0, 146.25)","(18.0, 24.0, 22.071428571428573)","(5.5, 6.6, 6.2)","(3.4, 3.75, 3.73)","(6.0, 7.4, 6.988571428571428)","(21.0, 100.0, 90.41666666666666)"
16-12-2022 09:55:58.492921,"(3.6, 6.8, 5.466666666666667)","(5.0, 6.8, 6.2)","(31.0, 150.0, 120.58823529411765)","(18.0, 24.0, 22.071428571428573)","(5.5, 6.6, 6.2)","(3.4, 3.75, 3.594444444444444)","(6.0, 7.4, 6.988571428571428)","(21.0, 95.0, 90.41666666666666)"
16-12-2022 09:55:59.439351,"(3.6, 6.6, 5.564705882352941)","(5.0, 6.8, 6.2)","(31.0, 150.0, 120.58823529411765)","(18.0, 24.0, 22.071428571428573)","(5.5, 6.6, 6.2)","(3.4, 3.75, 3.683333333333333)","(6.0, 7.4, 6.988571428571428)","(21.0, 95.0, 90.41666666666666)"
16-12-2022 09:56:00.410034,"(3.6, 6.4, 5.363636363636363)","(5.0, 6.8, 6.2)","(31.0, 150.0, 120.58823529411765)","(18.0, 24.0, 22.071428571428573)","(5.5, 6.6, 6.317647058823529)","(3.4, 3.75, 3.683333333333333)","(6.0, 7.4, 6.988571428571428)","(21.0, 95.0, 90.41666666666666)"
16-12-2022 09:56:01.373297,"(3.6, 6.4, 5.363636363636363)","(5.0, 6.8, 6.266666666666667)","(31.0, 150.0, 120.58823529411765)","(18.0, 24.0, 22.071428571428573)","(5.5, 6.6, 6.317647058823529)","(3.4, 3.75, 3.704838709677419)","(6.0, 7.4, 6.878260869565218)","(21.0, 95.0, 90.41666666666666)"
16-12-2022 09:56:02.326918,"(3.6, 6.4, 5.190909090909091)","(5.0, 6.8, 6.376470588235295)","(31.0, 150.0, 120.58823529411765)","(18.0, 24.0, 22.071428571428573)","(5.5, 6.6, 6.3999999999999995)","(3.4, 3.75, 3.704838709677419)","(6.0, 7.4, 6.714285714285714)","(21.0, 95.0, 90.41666666666666)"
16-12-2022 09:56:03.303559,"(3.6, 6.0, 5.3478260869565215)","(5.0, 6.8, 6.376470588235295)","(31.0, 150.0, 90.625)","(18.0, 24.0, 22.071428571428573)","(5.5, 6.6, 6.3999999999999995)","(3.4, 3.75, 3.6441176470588235)","(6.0, 7.4, 7.030769230769231)","(21.0, 95.0, 90.41666666666666)"
16-12-2022 09:56:04.253152,"(3.6, 6.0, 4.894736842105263)","(5.0, 6.8, 6.376470588235295)","(31.0, 150.0, 90.625)","(18.0, 24.0, 21.5)","(5.5, 6.6, 6.3999999999999995)","(3.4, 3.75, 3.5999999999999996)","(6.0, 7.4, 7.1)","(21.0, 95.0, 90.41666666666666)"
16-12-2022 09:56:05.183775,"(3.6, 6.0, 5.142857142857143)","(5.0, 6.8, 6.376470588235295)","(31.0, 150.0, 82.14285714285714)","(18.0, 24.0, 22.0)","(5.5, 6.6, 6.3999999999999995)","(3.4, 3.75, 3.6521739130434785)","(6.0, 7.4, 7.1)","(21.0, 95.0, 90.41666666666666)"
16-12-2022 09:56:06.112215,"(3.6, 5.9, 5.0675675675675675)","(5.0, 6.8, 6.376470588235295)","(31.0, 150.0, 70.83333333333333)","(18.0, 24.0, 21.25)","(5.5, 6.6, 6.3999999999999995)","(3.4, 3.75, 3.609375)","(6.0, 7.4, 7.1)","(21.0, 95.0, 125.16129032258064)"
16-12-2022 09:56:07.054899,"(3.6, 5.8, 5.291304347826086)","(5.0, 6.8, 6.376470588235295)","(31.0, 280.0, 178.75)","(18.0, 24.0, 21.25)","(5.5, 6.6, 6.3999999999999995)","(3.4, 3.75, 3.609375)","(6.0, 7.4, 7.1)","(21.0, 160.0, 95.0)"
16-12-2022 09:56:08.057490,"(3.6, 5.7, 5.319512195121951)","(5.0, 6.8, 6.376470588235295)","(31.0, 200.0, 187.91666666666669)","(18.0, 24.0, 21.75)","(5.5, 6.6, 6.3999999999999995)","(3.4, 3.75, 3.7098214285714284)","(6.0, 7.4, 7.1)","(21.0, 100.0, 95.0)"
16-12-2022 09:56:09.018598,"(3.6, 5.7, 4.9079999999999995)","(5.0, 5.9, 5.831111111111111)","(31.0, 200.0, 187.91666666666669)","(18.0, 24.0, 23.0)","(5.5, 6.6, 6.4173913043478255)","(3.4, 3.75, 3.6717391304347826)","(6.0, 7.4, 7.1)","(21.0, 100.0, 95.0)"
16-12-2022 09:56:09.991668,"(3.6, 5.6, 5.0210526315789465)","(5.0, 6.8, 5.956666666666667)","(31.0, 200.0, 188.84615384615384)","(18.0, 24.0, 23.0625)","(5.5, 6.6, 6.4173913043478255)","(3.4, 3.75, 3.6717391304347826)","(6.0, 7.4, 7.1)","(21.0, 100.0, 95.0)"
16-12-2022 09:56:10.948492,"(3.6, 5.6, 5.058333333333333)","(5.0, 6.8, 6.13421052631579)","(31.0, 200.0, 188.84615384615384)","(18.0, 24.0, 22.125)","(5.5, 6.6, 6.4173913043478255)","(3.4, 3.75, 3.6717391304347826)","(6.0, 7.4, 7.1)","(21.0, 100.0, 95.0)"
16-12-2022 09:56:11.893961,"(3.6, 5.6, 5.058333333333333)","(5.0, 6.8, 6.13421052631579)","(31.0, 200.0, 188.84615384615384)","(18.0, 24.0, 22.125)","(5.5, 6.6, 6.4173913043478255)","(3.4, 3.75, 3.6717391304347826)","(6.0, 7.4, 7.1658536585365855)","(21.0, 100.0, 87.11111111111111)"
16-12-2022 09:56:12.822830,"(3.7, 5.6, 5.058333333333333)","(5.0, 6.8, 6.13421052631579)","(31.0, 200.0, 188.84615384615384)","(18.0, 24.0, 22.65)","(5.5, 6.6, 6.4173913043478255)","(3.4, 3.75, 3.6717391304347826)","(6.0, 7.4, 7.1658536585365855)","(21.0, 100.0, 87.11111111111111)"
16-12-2022 09:56:13.754939,"(3.7, 5.6, 5.058333333333333)","(5.0, 6.8, 6.13421052631579)","(31.0, 200.0, 188.84615384615384)","(18.0, 24.0, 22.65)","(5.5, 6.6, 6.4173913043478255)","(3.4, 3.75, 3.6717391304347826)","(6.0, 7.4, 7.1658536585365855)","(21.0, 100.0, 77.6)"
16-12-2022 09:56:14.700948,"(3.7, 5.6, 5.058333333333333)","(5.0, 6.8, 6.13421052631579)","(31.0, 200.0, 188.84615384615384)","(18.0, 24.0, 23.0625)","(5.5, 7.0, 6.592592592592593)","(3.4, 3.75, 3.6919354838709677)","(6.0, 7.4, 7.0)","(21.0, 100.0, 83.42857142857143)"
16-12-2022 09:56:15.657549,"(3.7, 5.4, 5.336)","(5.0, 6.8, 6.13421052631579)","(31.0, 200.0, 188.84615384615384)","(18.0, 24.0, 21.5)","(5.5, 7.0, 6.64)","(3.4, 3.75, 3.6919354838709677)","(6.0, 7.4, 7.086956521739131)","(21.0, 100.0, 83.42857142857143)"
16-12-2022 09:56:16.601231,"(3.7, 5.4, 5.038095238095238)","(5.0, 6.8, 6.13421052631579)","(31.0, 200.0, 188.84615384615384)","(18.0, 24.0, 21.5)","(5.5, 7.0, 6.892537313432836)","(3.4, 3.75, 3.6919354838709677)","(6.0, 7.4, 7.086956521739131)","(21.0, 100.0, 90.33333333333333)"
16-12-2022 09:56:17.570105,"(3.7, 5.4, 5.038095238095238)","(5.0, 6.8, 6.13421052631579)","(31.0, 200.0, 188.84615384615384)","(18.0, 24.0, 21.5)","(5.5, 7.0, 6.892537313432836)","(3.4, 3.75, 3.6919354838709677)","(6.0, 7.4, 7.188235294117647)","(21.0, 100.0, 90.66666666666667)"
16-12-2022 09:56:18.517882,"(3.7, 5.3, 4.949999999999999)","(5.0, 6.6, 6.088)","(31.0, 200.0, 188.84615384615384)","(18.0, 24.0, 23.2)","(5.5, 7.0, 6.892537313432836)","(3.4, 3.75, 3.6919354838709677)","(6.0, 7.4, 7.188235294117647)","(21.0, 100.0, 90.66666666666667)"
16-12-2022 09:56:19.479824,"(3.7, 5.2, 5.0181818181818185)","(5.0, 6.4, 6.28)","(31.0, 200.0, 188.84615384615384)","(18.0, 24.0, 22.88888888888889)","(5.5, 7.0, 6.892537313432836)","(3.4, 3.75, 3.6919354838709677)","(6.0, 7.4, 7.3500000000000005)","(21.0, 100.0, 90.66666666666667)"
16-12-2022 09:56:20.466632,"(3.7, 5.2, 4.9365853658536585)","(5.0, 6.4, 6.033333333333333)","(31.0, 200.0, 182.5)","(18.0, 24.0, 22.88888888888889)","(5.5, 7.0, 6.800000000000001)","(3.4, 3.75, 3.6919354838709677)","(6.0, 7.4, 7.3500000000000005)","(21.0, 100.0, 90.33333333333333)"
16-12-2022 09:56:21.443518,"(3.7, 5.2, 4.9365853658536585)","(5.0, 6.4, 6.033333333333333)","(31.0, 200.0, 153.33333333333331)","(18.0, 24.0, 21.5)","(5.5, 7.2, 6.800000000000001)","(3.4, 3.75, 3.6919354838709677)","(6.0, 7.4, 7.3500000000000005)","(21.0, 100.0, 84.0)"
16-12-2022 09:56:22.398199,"(3.7, 5.2, 4.9365853658536585)","(5.0, 6.4, 6.033333333333333)","(31.0, 200.0, 153.33333333333331)","(18.0, 24.0, 21.6)","(5.5, 7.2, 6.800000000000001)","(3.4, 3.75, 3.6919354838709677)","(6.0, 7.4, 7.3500000000000005)","(21.0, 100.0, 89.81818181818181)"
16-12-2022 09:56:23.354622,"(3.7, 5.2, 4.9365853658536585)","(5.0, 6.4, 6.033333333333333)","(31.0, 200.0, 182.5)","(18.0, 24.0, 21.6)","(5.5, 7.2, 6.800000000000001)","(3.4, 3.75, 3.675)","(6.0, 7.4, 7.2)","(21.0, 100.0, 89.81818181818181)"
16-12-2022 09:56:24.309412,"(3.7, 5.2, 4.9365853658536585)","(5.0, 6.4, 6.033333333333333)","(31.0, 200.0, 182.5)","(18.0, 25.0, 24.615384615384617)","(5.5, 7.2, 6.800000000000001)","(3.4, 3.75, 3.675)","(6.0, 7.4, 7.311111111111112)","(21.0, 100.0, 93.0)"
16-12-2022 09:56:25.293597,"(3.7, 5.1, 4.919444444444444)","(5.0, 6.4, 6.1461538461538465)","(31.0, 200.0, 182.5)","(18.0, 25.0, 23.333333333333332)","(5.5, 7.2, 6.800000000000001)","(3.4, 3.75, 3.6947115384615383)","(6.0, 7.4, 7.327272727272727)","(21.0, 100.0, 93.0)"
16-12-2022 09:56:26.321905,"(3.7, 5.1, 4.861363636363636)","(5.0, 6.4, 6.1461538461538465)","(31.0, 200.0, 182.5)","(18.0, 25.0, 23.333333333333332)","(5.5, 7.2, 6.800000000000001)","(3.4, 3.75, 3.699561403508772)","(6.0, 7.4, 7.3500000000000005)","(21.0, 100.0, 84.0)"
16-12-2022 09:56:27.362249,"(3.7, 5.0, 4.8875)","(5.0, 6.4, 6.172413793103448)","(31.0, 60.0, 58.75)","(18.0, 25.0, 21.25)","(5.5, 7.2, 6.888888888888889)","(3.4, 3.75, 3.699561403508772)","(6.0, 7.4, 7.3500000000000005)","(21.0, 95.0, 73.0)"
