,Six Pack Nugget,Denarau Delight,Homebush Tessa,Lonely Toni,Goldstar Harper,Champagne,Bahama Mama,Homebush Cardi
16-12-2022 09:56:28.342894,"(3.7, 5.0, 4.824390243902439)","(5.0, 6.4, 6.172413793103448)","(31.0, 60.0, 58.75)","(18.0, 25.0, 23.235294117647058)","(5.5, 7.2, 6.888888888888889)","(3.4, 3.75, 3.697247706422018)","(6.0, 7.4, 7.3500000000000005)","(21.0, 95.0, 73.0)"
16-12-2022 09:56:29.363012,"(3.7, 5.0, 4.824390243902439)","(5.0, 6.4, 6.25)","(31.0, 60.0, 58.75)","(18.0, 25.0, 23.235294117647058)","(5.5, 7.2, 7.03030303030303)","(3.4, 3.75, 3.697247706422018)","(6.0, 7.4, 7.3500000000000005)","(21.0, 95.0, 73.0)"
16-12-2022 09:56:30.406303,"(3.7, 5.0, 4.824390243902439)","(5.0, 6.4, 6.2)","(31.0, 60.0, 56.25)","(18.0, 25.0, 23.714285714285715)","(5.5, 7.2, 7.03030303030303)","(3.4, 3.75, 3.614705882352941)","(6.0, 7.4, 7.3500000000000005)","(21.0, 95.0, 73.0)"
16-12-2022 09:56:31.398991,"(3.8, 5.0, 4.824390243902439)","(4.8, 6.4, 6.34)","(31.0, 55.0, 51.08695652173913)","(18.0, 25.0, 23.714285714285715)","(5.5, 7.2, 7.03030303030303)","(3.4, 3.75, 3.614705882352941)","(6.0, 7.4, 7.3500000000000005)","(21.0, 95.0, 73.0)"
16-12-2022 09:56:32.383623,"(3.8, 5.0, 4.824390243902439)","(4.8, 6.4, 6.34)","(31.0, 55.0, 51.08695652173913)","(18.0, 25.0, 23.714285714285715)","(5.5, 7.2, 7.12)","(3.4, 3.75, 3.6833333333333336)","(6.0, 7.4, 7.3500000000000005)","(21.0, 95.0, 73.0)"
16-12-2022 09:56:33.380151,"(3.8, 5.0, 4.828571428571428)","(4.8, 6.4, 6.342857142857143)","(31.0, 55.0, 51.08695652173913)","(18.0, 22.0, 20.333333333333332)","(5.5, 7.2, 6.763636363636364)","(3.4, 3.75, 3.6775862068965517)","(6.0, 7.4, 7.3500000000000005)","(21.0, 95.0, 73.0)"
16-12-2022 09:56:34.411244,"(3.8, 5.0, 4.828571428571428)","(4.8, 6.4, 6.1931034482758625)","(31.0, 55.0, 52.083333333333336)","(18.0, 22.0, 20.181818181818183)","(5.5, 7.2, 7.138461538461539)","(3.4, 3.75, 3.72)","(6.0, 7.4, 7.277272727272727)","(21.0, 95.0, 73.0)"
16-12-2022 09:56:35.475604,"(3.8, 5.0, 4.828571428571428)","(4.8, 6.4, 6.342857142857143)","(31.0, 55.0, 52.083333333333336)","(18.0, 22.0, 20.736842105263158)","(5.5, 7.2, 7.428571428571428)","(3.4, 3.75, 3.72)","(6.0, 7.4, 7.184)","(21.0, 95.0, 73.0)"
16-12-2022 09:56:36.473186,"(3.8, 5.0, 4.828571428571428)","(4.8, 6.4, 6.342857142857143)","(31.0, 55.0, 41.875)","(18.0, 22.0, 20.736842105263158)","(5.5, 7.6, 7.199999999999999)","(3.4, 3.75, 3.72)","(6.0, 7.4, 7.072727272727273)","(21.0, 95.0, 59.66666666666667)"
16-12-2022 09:56:37.477510,"(3.8, 5.0, 4.828571428571428)","(4.8, 6.4, 6.342857142857143)","(31.0, 55.0, 41.875)","(18.0, 22.0, 20.736842105263158)","(5.5, 7.6, 7.199999999999999)","(3.3, 3.75, 3.72)","(6.0, 7.4, 7.2)","(21.0, 95.0, 59.66666666666667)"
16-12-2022 09:56:38.515265,"(3.8, 5.0, 4.828571428571428)","(4.8, 6.4, 6.072340425531915)","(31.0, 55.0, 41.875)","(18.0, 22.0, 21.75)","(5.5, 7.6, 7.314285714285714)","(3.3, 3.75, 3.703846153846154)","(6.0, 7.4, 7.327272727272727)","(21.0, 95.0, 59.66666666666667)"
16-12-2022 09:56:39.526974,"(3.8, 5.0, 4.828571428571428)","(4.8, 6.4, 6.022950819672132)","(31.0, 55.0, 41.875)","(18.0, 22.0, 21.75)","(5.5, 7.6, 7.275675675675675)","(3.3, 3.75, 3.5537815126050423)","(6.0, 7.4, 7.327272727272727)","(21.0, 95.0, 59.66666666666667)"
16-12-2022 09:56:40.513052,"(3.8, 5.2, 5.036363636363636)","(4.8, 6.4, 5.86923076923077)","(31.0, 55.0, 41.875)","(18.0, 22.0, 21.75)","(5.5, 7.6, 7.230769230769231)","(3.3, 3.7, 3.565463917525773)","(6.0, 7.4, 7.327272727272727)","(21.0, 95.0, 40.4054054054054)"
16-12-2022 09:56:41.532285,"(3.8, 5.2, 5.116666666666667)","(4.8, 6.4, 5.86923076923077)","(31.0, 55.0, 41.875)","(18.0, 22.0, 21.823529411764707)","(5.5, 7.6, 7.369230769230769)","(3.3, 3.7, 3.62375)","(6.0, 7.4, 7.327272727272727)","(21.0, 42.0, 40.476190476190474)"
16-12-2022 09:56:42.692205,"(3.8, 5.3, 5.030769230769231)","(4.8, 6.4, 5.9186046511627906)","(31.0, 55.0, 46.25)","(18.0, 22.0, 21.833333333333332)","(5.5, 7.6, 7.514285714285714)","(3.3, 3.65, 3.6466666666666665)","(6.0, 7.4, 7.346666666666667)","(21.0, 42.0, 40.476190476190474)"
16-12-2022 09:56:43.772985,"(3.8, 5.3, 5.154545454545454)","(4.8, 5.5, 5.454545454545455)","(31.0, 55.0, 45.45454545454545)","(18.0, 22.0, 21.823529411764707)","(5.5, 7.8, 7.4875)","(3.3, 3.65, 3.6520220588235293)","(6.0, 7.4, 7.327272727272727)","(21.0, 42.0, 40.96774193548387)"
16-12-2022 09:56:44.933172,"(3.8, 5.2, 5.04)","(4.8, 6.4, 5.515384615384615)","(31.0, 55.0, 45.45454545454545)","(18.0, 22.0, 21.823529411764707)","(5.5, 7.8, 7.4875)","(3.3, 3.7, 3.6520220588235293)","(6.0, 7.4, 7.327272727272727)","(21.0, 42.0, 40.96774193548387)"
16-12-2022 09:56:46.132920,"(3.8, 5.2, 5.04)","(4.8, 6.4, 6.0875)","(31.0, 55.0, 45.45454545454545)","(18.0, 22.0, 20.454545454545453)","(5.5, 7.8, 7.56)","(3.3, 3.7, 3.610526315789474)","(6.0, 7.4, 7.327272727272727)","(21.0, 42.0, 40.88235294117647)"
16-12-2022 09:56:47.215600,"(3.8, 5.1, 4.963636363636363)","(4.8, 6.2, 5.7625)","(31.0, 55.0, 45.45454545454545)","(18.0, 21.0, 20.454545454545453)","(5.5, 7.8, 7.472727272727273)","(3.3, 3.7, 3.651282051282051)","(6.0, 7.4, 7.630769230769231)","(26.0, 42.0, 41.285714285714285)"
16-12-2022 09:56:48.260536,"(3.8, 5.1, 4.995)","(4.8, 6.2, 5.966666666666667)","(31.0, 55.0, 45.45454545454545)","(18.0, 21.0, 20.4)","(5.5, 7.8, 7.472727272727273)","(3.3, 3.7, 3.6516129032258062)","(6.0, 8.0, 7.9)","(26.0, 42.0, 41.285714285714285)"
16-12-2022 09:56:49.384873,"(3.8, 5.1, 4.916129032258064)","(4.8, 6.0, 5.911290322580645)","(31.0, 55.0, 45.45454545454545)","(18.0, 21.0, 20.4)","(5.5, 7.8, 7.472727272727273)","(3.3, 3.7, 3.6517857142857144)","(6.0, 8.0, 7.709090909090909)","(26.0, 42.0, 41.285714285714285)"
16-12-2022 09:56:50.537672,"(3.8, 5.1, 4.9575)","(4.8, 6.0, 5.898148148148148)","(31.0, 55.0, 45.9)","(18.0, 21.0, 20.4)","(5.5, 7.8, 7.246153846153846)","(3.3, 3.7, 3.6564516129032256)","(6.0, 8.0, 7.709090909090909)","(26.0, 42.0, 41.8)"
16-12-2022 09:56:51.740040,"(3.8, 5.1, 4.9575)","(4.8, 6.0, 5.75)","(31.0, 55.0, 48.4375)","(18.0, 21.0, 20.4)","(5.5, 7.8, 7.266666666666667)","(3.3, 3.7, 3.6578947368421053)","(6.0, 8.0, 7.709090909090909)","(26.0, 42.0, 41.8)"
16-12-2022 09:56:52.923988,"(3.8, 5.1, 4.9399999999999995)","(4.8, 6.0, 5.934782608695652)","(31.0, 55.0, 48.4375)","(18.0, 21.0, 20.4)","(5.5, 7.6, 7.457142857142857)","(3.3, 3.7, 3.7289473684210526)","(6.0, 8.0, 7.709090909090909)","(26.0, 42.0, 41.714285714285715)"
16-12-2022 09:56:54.006599,"(3.8, 5.1, 4.716666666666667)","(4.8, 6.0, 5.944444444444445)","(31.0, 55.0, 47.416666666666664)","(18.0, 21.0, 20.4)","(5.5, 7.6, 7.317647058823529)","(3.3, 3.75, 3.7233333333333336)","(6.0, 8.0, 8.145454545454545)","(26.0, 42.0, 41.714285714285715)"
16-12-2022 09:56:55.136660,"(3.8, 5.1, 4.657692307692307)","(4.8, 6.0, 5.745454545454545)","(31.0, 55.0, 47.416666666666664)","(18.0, 21.0, 21.035714285714285)","(5.5, 7.6, 7.317647058823529)","(3.3, 3.75, 3.678888888888889)","(6.0, 8.2, 7.88)","(26.0, 42.0, 41.0)"
16-12-2022 09:56:56.223203,"(3.8, 5.1, 4.657692307692307)","(4.8, 6.0, 5.864516129032258)","(31.0, 55.0, 47.416666666666664)","(17.0, 22.0, 21.035714285714285)","(5.5, 7.6, 7.381818181818182)","(3.3, 3.7, 3.67625)","(6.0, 8.2, 7.88)","(26.0, 42.0, 41.0)"
16-12-2022 09:56:57.361728,"(3.8, 5.1, 4.659999999999999)","(4.8, 6.0, 5.864516129032258)","(31.0, 55.0, 49.64705882352941)","(17.0, 22.0, 21.035714285714285)","(5.5, 7.6, 7.466666666666667)","(3.3, 3.7, 3.682543103448276)","(6.0, 8.2, 7.8533333333333335)","(26.0, 42.0, 41.2)"
16-12-2022 09:56:58.574287,"(3.8, 5.1, 4.659999999999999)","(4.8, 6.0, 5.533333333333333)","(31.0, 55.0, 47.3)","(17.0, 22.0, 21.85)","(5.5, 7.6, 7.425)","(3.3, 3.7, 3.65)","(6.0, 8.2, 8.057142857142857)","(26.0, 42.0, 41.666666666666664)"
16-12-2022 09:56:59.727861,"(3.8, 5.1, 4.718181818181819)","(4.8, 5.5, 5.483333333333333)","(31.0, 55.0, 47.3)","(17.0, 22.0, 21.85)","(5.5, 7.8, 7.425)","(3.3, 3.75, 3.65625)","(6.0, 8.2, 8.307692307692308)","(26.0, 42.0, 41.666666666666664)"
16-12-2022 09:57:00.883864,"(3.8, 5.1, 4.6869565217391305)","(4.8, 5.6, 5.314516129032258)","(31.0, 55.0, 47.3)","(17.0, 22.0, 20.75)","(5.5, 7.8, 7.6)","(3.3, 3.75, 3.7196629213483146)","(6.0, 8.4, 8.333333333333334)","(26.0, 42.0, 41.333333333333336)"
16-12-2022 09:57:02.055703,"(3.8, 5.1, 4.885714285714285)","(4.8, 5.6, 5.330952380952381)","(31.0, 55.0, 48.93333333333334)","(17.0, 21.0, 21.1)","(5.5, 7.8, 7.65)","(3.3, 3.75, 3.7348341232227487)","(6.0, 8.4, 8.333333333333334)","(26.0, 44.0, 41.26315789473684)"
16-12-2022 09:57:03.180561,"(3.8, 5.1, 4.757142857142857)","(4.8, 5.6, 5.330952380952381)","(31.0, 55.0, 48.93333333333334)","(17.0, 22.0, 21.1)","(5.5, 7.8, 7.65)","(3.3, 3.75, 3.7229166666666664)","(6.0, 8.4, 8.333333333333334)","(26.0, 46.0, 41.63636363636363)"
16-12-2022 09:57:04.293319,"(3.8, 5.1, 4.757142857142857)","(4.8, 5.6, 5.355714285714286)","(31.0, 55.0, 48.93333333333334)","(17.0, 22.0, 21.1)","(5.5, 7.8, 7.65)","(3.3, 3.75, 3.7206214689265535)","(6.0, 8.4, 8.333333333333334)","(26.0, 46.0, 48.3448275862069)"
16-12-2022 09:57:05.418458,"(3.8, 5.1, 4.757142857142857)","(4.8, 5.6, 5.355714285714286)","(31.0, 55.0, 48.93333333333334)","(17.0, 22.0, 21.1)","(5.5, 7.8, 7.74)","(3.3, 3.75, 3.705072463768116)","(6.0, 8.4, 8.333333333333334)","(26.0, 60.0, 48.3448275862069)"
16-12-2022 09:57:06.549521,"(3.8, 5.3, 5.24090909090909)","(4.8, 5.6, 5.3609374999999995)","(31.0, 55.0, 48.93333333333334)","(17.0, 22.0, 19.36842105263158)","(5.5, 7.8, 7.74)","(3.3, 3.75, 3.705072463768116)","(6.0, 8.4, 8.333333333333334)","(26.0, 60.0, 51.684210526315795)"
16-12-2022 09:57:07.739360,"(3.8, 5.3, 5.263157894736842)","(4.8, 5.6, 5.3609374999999995)","(31.0, 55.0, 48.93333333333334)","(17.0, 19.5, 20.473684210526315)","(5.5, 7.8, 7.74)","(3.3, 3.75, 3.826219512195122)","(6.0, 8.4, 8.333333333333334)","(26.0, 55.0, 50.5)"
16-12-2022 09:57:08.906868,"(3.8, 5.3, 5.16)","(4.8, 5.6, 5.3609374999999995)","(31.0, 55.0, 48.93333333333334)","(17.0, 21.0, 20.473684210526315)","(5.5, 7.8, 7.654545454545454)","(3.3, 3.85, 3.5971875)","(6.0, 8.4, 8.314285714285715)","(26.0, 55.0, 48.0)"
16-12-2022 09:57:10.083572,"(3.8, 5.3, 5.16)","(4.8, 5.6, 5.3609374999999995)","(31.0, 55.0, 48.93333333333334)","(17.0, 21.0, 18.047619047619047)","(5.5, 7.8, 7.7)","(3.3, 3.6, 3.7760479041916164)","(6.0, 8.4, 8.314285714285715)","(26.0, 55.0, 40.0)"
16-12-2022 09:57:11.247777,"(3.8, 5.3, 5.133333333333333)","(4.8, 5.6, 5.3609374999999995)","(31.0, 55.0, 48.93333333333334)","(17.0, 19.0, 18.047619047619047)","(5.5, 7.8, 7.7)","(3.3, 3.8, 3.7844720496894406)","(6.0, 8.4, 8.311111111111112)","(26.0, 55.0, 40.0)"
16-12-2022 09:57:12.393086,"(3.8, 5.4, 5.112359550561798)","(4.8, 5.6, 5.4012987012987015)","(31.0, 55.0, 48.93333333333334)","(17.0, 19.0, 18.02654867256637)","(5.5, 7.8, 7.825)","(3.3, 3.8, 3.7473684210526317)","(6.0, 8.4, 8.352941176470589)","(26.0, 55.0, 40.0)"
16-12-2022 09:57:13.555844,"(3.8, 5.3, 5.204545454545454)","(4.8, 5.6, 5.4012987012987015)","(31.0, 55.0, 48.93333333333334)","(17.0, 19.0, 18.41176470588235)","(5.5, 8.0, 7.6000000000000005)","(3.3, 3.8, 3.735483870967742)","(6.0, 8.4, 8.32)","(26.0, 55.0, 40.0)"
16-12-2022 09:57:14.700585,"(3.8, 5.2, 5.17)","(4.8, 5.6, 5.4012987012987015)","(31.0, 55.0, 59.45454545454545)","(17.0, 19.0, 21.714285714285715)","(5.5, 8.0, 7.841860465116279)","(3.3, 3.8, 3.75)","(6.0, 8.4, 8.395)","(26.0, 55.0, 41.82608695652174)"
16-12-2022 09:57:15.829766,"(3.8, 4.8, 4.717391304347826)","(4.6, 5.8, 5.733333333333333)","(31.0, 60.0, 59.45454545454545)","(17.0, 22.0, 21.714285714285715)","(5.5, 8.0, 7.841860465116279)","(3.3, 3.85, 3.775)","(6.5, 8.4, 8.395)","(26.0, 46.0, 41.82608695652174)"
16-12-2022 09:57:16.909680,"(3.8, 4.8, 4.717391304347826)","(4.6, 5.8, 5.764285714285714)","(31.0, 60.0, 59.45454545454545)","(17.0, 22.0, 21.714285714285715)","(5.5, 8.0, 7.841860465116279)","(3.3, 3.85, 3.876785714285714)","(6.5, 8.4, 8.395)","(26.0, 46.0, 41.82608695652174)"
16-12-2022 09:57:17.978838,"(3.8, 4.8, 4.666666666666666)","(4.6, 5.8, 5.64)","(31.0, 60.0, 59.45454545454545)","(17.0, 22.0, 21.714285714285715)","(5.5, 8.0, 7.803846153846154)","(3.3, 3.9, 3.735135135135135)","(6.5, 8.4, 8.395061728395062)","(26.0, 46.0, 41.82608695652174)"
16-12-2022 09:57:19.094567,"(3.8, 4.7, 4.625742574257425)","(4.6, 5.8, 5.742857142857143)","(31.0, 60.0, 59.45454545454545)","(17.0, 22.0, 21.714285714285715)","(5.5, 8.0, 7.803846153846154)","(3.3, 3.85, 3.7285714285714286)","(6.5, 8.4, 8.389473684210527)","(26.0, 46.0, 41.82608695652174)"
16-12-2022 09:57:20.121864,"(3.8, 4.7, 4.620212765957446)","(4.6, 5.8, 5.742857142857143)","(31.0, 75.0, 66.55813953488372)","(17.0, 22.0, 21.714285714285715)","(5.5, 8.0, 7.803846153846154)","(3.3, 3.85, 3.757608695652174)","(6.5, 8.4, 8.389473684210527)","(26.0, 46.0, 41.82608695652174)"
16-12-2022 09:57:21.193459,"(3.8, 4.7, 4.620212765957446)","(4.6, 5.8, 5.742857142857143)","(31.0, 75.0, 66.55813953488372)","(17.0, 22.0, 21.714285714285715)","(5.5, 8.0, 7.803846153846154)","(3.3, 3.85, 3.768269230769231)","(6.5, 8.4, 8.389473684210527)","(26.0, 46.0, 41.82608695652174)"
16-12-2022 09:57:22.388411,"(3.8, 4.7, 4.620212765957446)","(4.6, 5.8, 5.742857142857143)","(31.0, 75.0, 66.55813953488372)","(17.0, 22.0, 20.26086956521739)","(5.5, 8.0, 7.817857142857143)","(3.3, 3.85, 3.768269230769231)","(6.5, 8.4, 8.389473684210527)","(26.0, 46.0, 41.82608695652174)"
16-12-2022 09:57:23.549398,"(3.8, 4.6, 4.503225806451613)","(4.6, 5.8, 5.745454545454545)","(31.0, 75.0, 66.55813953488372)","(17.0, 22.0, 19.181818181818183)","(5.5, 8.0, 7.817857142857143)","(3.3, 3.85, 3.7944444444444447)","(6.5, 8.4, 8.389473684210527)","(26.0, 46.0, 41.82608695652174)"
16-12-2022 09:57:24.695173,"(3.8, 4.6, 4.428571428571429)","(4.6, 5.8, 5.745454545454545)","(31.0, 75.0, 52.214285714285715)","(17.0, 24.0, 20.941176470588236)","(5.5, 8.0, 7.817857142857143)","(3.3, 3.85, 3.7944444444444447)","(6.5, 8.4, 8.389473684210527)","(26.0, 46.0, 41.82608695652174)"
16-12-2022 09:57:25.821621,"(3.8, 4.6, 4.428571428571429)","(4.6, 5.8, 5.7846153846153845)","(31.0, 75.0, 52.214285714285715)","(17.0, 23.0, 18.093023255813954)","(5.5, 8.0, 7.817857142857143)","(3.3, 3.85, 3.7944444444444447)","(6.5, 8.4, 8.52)","(26.0, 46.0, 41.82608695652174)"
16-12-2022 09:57:26.894120,"(3.8, 4.6, 4.4363636363636365)","(4.6, 5.8, 5.7846153846153845)","(31.0, 75.0, 52.214285714285715)","(17.0, 19.0, 16.11627906976744)","(5.5, 8.0, 7.825454545454545)","(3.3, 3.85, 3.800980392156863)","(6.5, 8.6, 8.600000000000001)","(26.0, 46.0, 41.86666666666667)"
16-12-2022 09:57:27.932398,"(3.8, 4.7, 4.439583333333333)","(4.6, 6.2, 5.6899999999999995)","(31.0, 75.0, 52.214285714285715)","(17.0, 17.0, 16.11627906976744)","(5.5, 8.0, 7.825454545454545)","(3.3, 3.85, 3.8231182795698926)","(6.5, 8.8, 8.714285714285715)","(26.0, 46.0, 41.86666666666667)"
16-12-2022 09:57:28.982001,"(3.8, 4.7, 4.420149253731344)","(4.6, 6.2, 6.014545454545455)","(31.0, 75.0, 58.21052631578947)","(17.0, 17.0, 16.209302325581394)","(5.5, 8.0, 7.825454545454545)","(3.3, 3.85, 3.716666666666667)","(6.5, 8.8, 8.73684210526316)","(26.0, 46.0, 41.86666666666667)"
16-12-2022 09:57:30.045319,"(3.8, 4.7, 4.416911764705882)","(4.6, 6.2, 6.014545454545455)","(31.0, 75.0, 58.21052631578947)","(17.0, 17.0, 16.209302325581394)","(5.5, 8.0, 7.825454545454545)","(3.3, 3.85, 3.795945945945946)","(6.5, 8.8, 8.73684210526316)","(26.0, 46.0, 41.86666666666667)"
16-12-2022 09:57:31.121157,"(3.8, 4.6, 4.521367521367521)","(4.6, 6.4, 5.934065934065934)","(31.0, 75.0, 58.21052631578947)","(17.0, 17.0, 16.4)","(5.5, 8.0, 7.825454545454545)","(3.3, 3.85, 3.795945945945946)","(6.5, 8.8, 8.73684210526316)","(26.0, 46.0, 41.86666666666667)"
16-12-2022 09:57:32.171153,"(3.8, 4.6, 4.521367521367521)","(4.6, 6.4, 5.934065934065934)","(31.0, 75.0, 58.21052631578947)","(17.0, 17.0, 16.4)","(5.5, 8.0, 7.825454545454545)","(3.3, 3.85, 3.783333333333333)","(6.5, 8.8, 8.73684210526316)","(26.0, 46.0, 41.86666666666667)"
16-12-2022 09:57:33.252104,"(3.8, 4.6, 4.521367521367521)","(4.6, 6.4, 5.934065934065934)","(31.0, 75.0, 67.21951219512195)","(17.0, 17.0, 16.81896551724138)","(5.5, 8.0, 7.825454545454545)","(3.3, 3.85, 3.783333333333333)","(6.5, 8.8, 8.73684210526316)","(26.0, 46.0, 41.86666666666667)"
16-12-2022 09:57:34.257829,"(3.8, 4.6, 4.521367521367521)","(4.6, 6.4, 5.934065934065934)","(31.0, 75.0, 67.21951219512195)","(17.0, 17.0, 16.3)","(5.5, 8.0, 7.825454545454545)","(3.3, 3.85, 3.7734375)","(6.5, 8.8, 8.764705882352942)","(26.0, 46.0, 41.86666666666667)"
16-12-2022 09:57:35.285992,"(3.8, 4.6, 4.551020408163265)","(4.6, 6.2, 6.0137931034482754)","(31.0, 75.0, 55.35714285714286)","(17.0, 17.0, 16.3)","(5.5, 8.0, 7.825454545454545)","(3.3, 3.9, 3.7734375)","(6.5, 8.8, 8.764705882352942)","(26.0, 46.0, 41.86666666666667)"
16-12-2022 09:57:36.285965,"(3.8, 4.6, 4.55)","(4.6, 6.2, 6.0137931034482754)","(31.0, 75.0, 55.35714285714286)","(17.0, 17.0, 16.3)","(5.5, 8.0, 7.825454545454545)","(3.3, 3.9, 3.7734375)","(6.5, 8.8, 8.764705882352942)","(26.0, 46.0, 41.86666666666667)"
16-12-2022 09:57:37.328907,"(3.8, 4.6, 4.55)","(4.6, 6.2, 5.866666666666666)","(31.0, 75.0, 55.0625)","(17.0, 17.0, 5007.5)","(5.5, 8.0, 9998.5)","(3.3, 3.9, 9998.5)","(6.5, 8.8, 9998.5)","(26.0, 46.0, 9998.5)"
16-12-2022 09:57:38.321177,"(3.8, 99998, 9998.5)","(4.6, 99998, 9998.5)","(31.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(3.3, 99998, 9998.5)","(6.5, 99998, 9998.5)","(26.0, 99998, 9998.5)"
16-12-2022 09:57:39.388398,"(3.8, 99998, 9998.5)","(4.6, 99998, 9998.5)","(31.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(3.3, 99998, 9998.5)","(6.5, 99998, 9998.5)","(26.0, 99998, 9998.5)"
